window,target,horizon_q,object,spec_id,n,mae,rw_mae,bias,mae_ratio_street,rw_mae_ratio_street,passes
W1,adj_ebitda_musd,0,street_plus_flowthrough,ew,14,51.66508156578477,49.22412745154415,36.02462331655877,0.7914785108643679,0.7899379445429897,True
W1,adj_ebitda_musd,0,street_plus_flowthrough,ew_usd,14,51.66508156578477,49.22412745154415,36.02462331655877,0.7914785108643679,0.7899379445429897,True
W1,adj_ebitda_musd,0,street_plus_flowthrough,rw_hl4,14,43.06242584371121,33.98672145607909,21.405023228009203,0.6596909101477021,0.5454114126288702,True
W1,adj_ebitda_musd,0,street_plus_flowthrough,rw_hl4_from21,14,51.79914528451285,41.79929182563335,32.83746010107084,0.7935322877915317,0.6707858194255834,True
W1,adj_ebitda_musd,0,street_plus_flowthrough,rw_hl4_med,14,42.83245693129319,34.178568128134025,26.49291684272389,0.6561679223418287,0.5484901257241844,True
W1,adj_ebitda_musd,0,street_plus_flowthrough,rw_hl4_usd,14,43.06242584371121,33.98672145607909,21.405023228009203,0.6596909101477021,0.5454114126288702,True
W1,adj_ebitda_musd,1,street(raw baseline),-,13,65.49605,57.93268040986621,-33.407402307692315,1.0,1.0,False
W1,adj_ebitda_musd,1,dispersion_conditioned,ew,13,93.24744670212812,81.03449324755488,67.61708113164168,1.4237109978712934,1.398769963244344,False
W1,adj_ebitda_musd,1,dispersion_conditioned,ew_usd,13,65.56011333310423,59.064173913604144,24.988470458959096,1.0009781251404357,1.0195311781835876,False
W1,adj_ebitda_musd,1,dispersion_conditioned,rw_hl4,13,76.88175082069807,71.68555031825397,37.24511586563412,1.1738379768046787,1.237393985762233,False
W1,adj_ebitda_musd,1,dispersion_conditioned,rw_hl4_from21,13,89.63036836045603,78.30578808572156,60.86532608655916,1.368485097352528,1.3516686528522115,False
W1,adj_ebitda_musd,1,dispersion_conditioned,rw_hl4_med,13,72.07660222634097,69.64163752260184,15.066335388379597,1.1004725052326205,1.2021131601351134,False
W1,adj_ebitda_musd,1,dispersion_conditioned,rw_hl4_usd,13,63.21930092709017,60.12662801164596,7.62932939226348,0.9652383758576306,1.037870638580122,False
W1,adj_ebitda_musd,1,street_plus_bias,ew,13,170.6229418321846,142.93350967868957,164.4684748991942,2.6050875103488624,2.467234532693007,False
W1,adj_ebitda_musd,1,street_plus_bias,ew_usd,13,85.02481179061876,76.21052327766034,77.78787411357357,1.2981670160356047,1.3155014188620442,False
W1,adj_ebitda_musd,1,street_plus_bias,rw_hl4,13,123.42677293937787,98.36311554030291,96.95782917801999,1.8844918577437553,1.6978864924667152,False
W1,adj_ebitda_musd,1,street_plus_bias,rw_hl4_from21,13,157.49310030952898,117.32892005153478,140.43100028237842,2.4046198253105184,2.025263102301635,False
W1,adj_ebitda_musd,1,street_plus_bias,rw_hl4_med,13,102.55436867169821,88.65401060428687,55.79779453791481,1.5658099789483215,1.5302936093595398,False
W1,adj_ebitda_musd,1,street_plus_bias,rw_hl4_usd,13,69.8554212268702,64.20877904299462,36.2478289518384,1.066559299787853,1.1083343389038074,False
W1,adj_ebitda_musd,1,street_plus_flowthrough,ew,13,83.67455755014717,72.59273165482887,49.05312588359458,1.2775512042351742,1.2530532186883931,False
W1,adj_ebitda_musd,1,street_plus_flowthrough,ew_usd,13,83.67455755014717,72.59273165482887,49.05312588359458,1.2775512042351742,1.2530532186883931,False
W1,adj_ebitda_musd,1,street_plus_flowthrough,rw_hl4,13,80.20838978305642,72.6082835247554,38.82207135865799,1.2246294209048703,1.2533216659588542,False
W1,adj_ebitda_musd,1,street_plus_flowthrough,rw_hl4_from21,13,87.26511095610361,75.43168427925038,48.74453191532631,1.332372119480543,1.302057556211468,False
W1,adj_ebitda_musd,1,street_plus_flowthrough,rw_hl4_med,13,83.35102811407852,75.5250072848941,47.3468292796532,1.2726115256428214,1.3036684432787238,False
W1,adj_ebitda_musd,1,street_plus_flowthrough,rw_hl4_usd,13,80.20838978305642,72.6082835247554,38.82207135865799,1.2246294209048703,1.2533216659588542,False
W1,adj_ebitda_margin_pct,0,street(raw baseline),-,14,1.5920779972124077,1.25007761965259,-1.2191457761029767,1.0,1.0,False
W1,adj_ebitda_margin_pct,0,dispersion_conditioned,ew,14,1.7864711902665438,1.2564627645469884,1.318142902165908,1.1221002949569694,1.0051077987430674,False
