object_id,name,postal_code,rooms,longitude,latitude,row_update_code,name_postal_key,source_id,independent_status,airbnb_membership
19858,Haising Hotel,208801,56,103.85458069849196,1.304620790315678,20220713235853,HAISING HOTEL|208801,HRE-SG-HLB,unverified,unverified
19859,Harbour Ville Hotel Hamilton,209210,43,103.86150969583672,1.3115641196817294,20220713235853,HARBOUR VILLE HOTEL HAMILTON|209210,HRE-SG-HLB,unverified,unverified
19860,Heritage Collection on Arab,199775,11,103.85921946211015,1.3014383170994681,20220713235853,HERITAGE COLLECTION ON ARAB|199775,HRE-SG-HLB,unverified,unverified
19861,30 BENCOOLEN,189621,131,103.85040226919509,1.2985007201774226,20220713235852,30 BENCOOLEN|189621,HRE-SG-HLB,unverified,unverified
19862,7 Wonders Hostel,208930,5,103.85815506097127,1.3101923228946535,20220713235853,7 WONDERS HOSTEL|208930,HRE-SG-HLB,unverified,unverified
19863,AL Asia Hotel,389447,16,103.88468093030029,1.3132410484693455,20220713235853,AL ASIA HOTEL|389447,HRE-SG-HLB,unverified,unverified
19864,Penta Hotel,219894,48,103.85359739350487,1.3111937798207418,20220713235853,PENTA HOTEL|219894,HRE-SG-HLB,unverified,unverified
19865,Hotel NuVe Urbane,208582,62,103.85880513187374,1.307320888929715,20220713235853,HOTEL NUVE URBANE|208582,HRE-SG-HLB,unverified,unverified
19866,Hotel Re! @ Pearl's Hill,169879,140,103.83840728472451,1.285410024816521,20220713235853,HOTEL RE PEARL S HILL|169879,HRE-SG-HLB,unverified,unverified
19867,Hotel Royal,307964,362,103.84185948787393,1.3168306009280815,20220713235853,HOTEL ROYAL|307964,HRE-SG-HLB,unverified,unverified
19868,Nostalgia Hotel,168727,48,103.8335514134293,1.2850946235743566,20220713235853,NOSTALGIA HOTEL|168727,HRE-SG-HLB,unverified,unverified
19869,"Orchard Rendezvous Hotel, Singapore",247905,388,103.82773943224464,1.3065751631694962,20220713235853,ORCHARD RENDEZVOUS HOTEL SINGAPORE|247905,HRE-SG-HLB,unverified,unverified
19870,Oxford Hotel,188549,134,103.85182011125502,1.2980105733789273,20220713235853,OXFORD HOTEL|188549,HRE-SG-HLB,unverified,unverified
19871,Fragrance Hotel - Classic,329808,48,103.84962005477456,1.3258652142671878,20241009094137,FRAGRANCE HOTEL CLASSIC|329808,HRE-SG-HLB,unverified,unverified
19872,Fragrance Hotel - Lavender,338710,35,103.86307079956866,1.3097895907430657,20241009094137,FRAGRANCE HOTEL LAVENDER|338710,HRE-SG-HLB,unverified,unverified
19873,Fragrance Hotel - Oasis,329816,35,103.84860472638826,1.325887419312056,20241009094137,FRAGRANCE HOTEL OASIS|329816,HRE-SG-HLB,unverified,unverified
19874,Fragrance Hotel - Rose,329715,68,103.85256481320948,1.322071786954436,20241009094137,FRAGRANCE HOTEL ROSE|329715,HRE-SG-HLB,unverified,unverified
19875,Fragrance Hotel - Viva,098721,33,103.81396978421105,1.2698880661333953,20241009094137,FRAGRANCE HOTEL VIVA|098721,HRE-SG-HLB,unverified,unverified
19876,Furama City Centre Singapore,059804,445,103.84458855274767,1.286473561548283,20241009094137,FURAMA CITY CENTRE SINGAPORE|059804,HRE-SG-HLB,unverified,unverified
19877,FUTURA BOUTIQUE HOSTEL,169056,11,103.83472667824685,1.285005195077222,20241009094137,FUTURA BOUTIQUE HOSTEL|169056,HRE-SG-HLB,unverified,unverified
19878,Garden Pod @ Gardens By The Bay,018953,4,103.86114975362266,1.2812971979526193,20241009094137,GARDEN POD GARDENS BY THE BAY|018953,HRE-SG-HLB,unverified,unverified
19879,GREENDILI BACKPACKERS HOSTEL,218673,9,103.85755542111862,1.3159109229700838,20241009094137,GREENDILI BACKPACKERS HOSTEL|218673,HRE-SG-HLB,unverified,unverified
19880,Harbour Ville Hotel,099448,100,103.82774471609429,1.2726140257166307,20241009094137,HARBOUR VILLE HOTEL|099448,HRE-SG-HLB,unverified,unverified
19881,Heritage Collection on Boat Quay Quayside Wing,049864,40,103.84919587968207,1.2882020747870155,20241009094137,HERITAGE COLLECTION ON BOAT QUAY QUAYSIDE WING|049864,HRE-SG-HLB,unverified,unverified
19882,Heritage Collection on Chinatown,058776,26,103.84572257087783,1.282773245114348,20241009094137,HERITAGE COLLECTION ON CHINATOWN|058776,HRE-SG-HLB,unverified,unverified
19883,Heritage Collection on Clarke Quay,058670,19,103.84849924296553,1.2880823791316307,20241009094137,HERITAGE COLLECTION ON CLARKE QUAY|058670,HRE-SG-HLB,unverified,unverified
19884,Heritage Collection on Pagoda,059222,16,103.84390350941219,1.2834495419264251,20241009094137,HERITAGE COLLECTION ON PAGODA|059222,HRE-SG-HLB,unverified,unverified
19885,Hi Hotel,199323,15,103.85968640565493,1.304209119229025,20241009094137,HI HOTEL|199323,HRE-SG-HLB,unverified,unverified
19886,Hi Hotel Dot,387416,46,103.87589424856898,1.3132565842406034,20241009094137,HI HOTEL DOT|387416,HRE-SG-HLB,unverified,unverified
19887,Hilton Singapore Orchard,238867,1080,103.83616740414436,1.3020903315902226,20241009094137,HILTON SINGAPORE ORCHARD|238867,HRE-SG-HLB,unverified,unverified
19888,Holiday Inn Express Singapore Clarke Quay,059573,442,103.84198392574707,1.2892440266570344,20241009094137,HOLIDAY INN EXPRESS SINGAPORE CLARKE QUAY|059573,HRE-SG-HLB,unverified,unverified
19889,Holiday Inn Singapore Little India,217564,300,103.85474815922838,1.311980970778147,20241009094137,HOLIDAY INN SINGAPORE LITTLE INDIA|217564,HRE-SG-HLB,unverified,unverified
19890,Hotel 1900,059526,134,103.84428550604258,1.2842397770731269,20241009094137,HOTEL 1900|059526,HRE-SG-HLB,unverified,unverified
19891,Hotel 81 - Chinatown,059418,95,103.84409849527867,1.284563671639076,20241009094137,HOTEL 81 CHINATOWN|059418,HRE-SG-HLB,unverified,unverified
19892,Hotel 81 - Cosy,089263,39,103.84185943616382,1.2796668995154632,20241009094137,HOTEL 81 COSY|089263,HRE-SG-HLB,unverified,unverified
19893,Hotel Bencoolen @ Hong Kong Street,059685,53,103.84767230585908,1.2870935911996508,20241009094137,HOTEL BENCOOLEN HONG KONG STREET|059685,HRE-SG-HLB,unverified,unverified
19894,Hotel Boss,199020,1500,103.86026674695145,1.305713227038106,20241009094137,HOTEL BOSS|199020,HRE-SG-HLB,unverified,unverified
19895,Hotel Calmo Chinatown,058476,80,103.84417516823979,1.2825676791862064,20241009094137,HOTEL CALMO CHINATOWN|058476,HRE-SG-HLB,unverified,unverified
19896,Hotel Clover 7 Hongkong Street,059650,27,103.84771170354144,1.2874640486692592,20241009094137,HOTEL CLOVER 7 HONGKONG STREET|059650,HRE-SG-HLB,unverified,unverified
