region,month,arrivals
CENTRAL AMERICA,2009-01,51807.0
CENTRAL AMERICA,2009-02,49453.0
CENTRAL AMERICA,2009-03,47631.0
CENTRAL AMERICA,2009-04,64025.0
CENTRAL AMERICA,2009-05,56280.0
CENTRAL AMERICA,2009-06,67758.0
CENTRAL AMERICA,2009-07,72351.0
CENTRAL AMERICA,2009-08,55328.0
CENTRAL AMERICA,2009-09,58779.0
CENTRAL AMERICA,2009-10,67267.0
CENTRAL AMERICA,2009-11,75361.0
CENTRAL AMERICA,2009-12,91865.0
CENTRAL AMERICA,2010-01,55577.0
CENTRAL AMERICA,2010-02,48473.0
CENTRAL AMERICA,2010-03,61534.0
CENTRAL AMERICA,2010-04,49135.0
CENTRAL AMERICA,2010-05,59002.0
CENTRAL AMERICA,2010-06,67535.0
CENTRAL AMERICA,2010-07,75783.0
CENTRAL AMERICA,2010-08,53461.0
CENTRAL AMERICA,2010-09,58911.0
CENTRAL AMERICA,2010-10,65229.0
CENTRAL AMERICA,2010-11,75694.0
CENTRAL AMERICA,2010-12,90107.0
CENTRAL AMERICA,2011-01,53748.0
CENTRAL AMERICA,2011-02,44042.0
CENTRAL AMERICA,2011-03,48480.0
CENTRAL AMERICA,2011-04,61111.0
CENTRAL AMERICA,2011-05,56001.0
CENTRAL AMERICA,2011-06,70032.0
CENTRAL AMERICA,2011-07,72627.0
CENTRAL AMERICA,2011-08,52510.0
CENTRAL AMERICA,2011-09,63021.0
CENTRAL AMERICA,2011-10,67495.0
CENTRAL AMERICA,2011-11,75377.0
CENTRAL AMERICA,2011-12,90806.0
CENTRAL AMERICA,2012-01,58142.0
CENTRAL AMERICA,2012-02,50142.0
CENTRAL AMERICA,2012-03,55549.0
CENTRAL AMERICA,2012-04,57980.0
CENTRAL AMERICA,2012-05,62051.0
CENTRAL AMERICA,2012-06,74917.0
CENTRAL AMERICA,2012-07,59625.0
CENTRAL AMERICA,2012-08,59660.0
CENTRAL AMERICA,2012-09,67117.0
CENTRAL AMERICA,2012-10,68493.0
CENTRAL AMERICA,2012-11,83104.0
CENTRAL AMERICA,2012-12,98831.0
CENTRAL AMERICA,2013-01,64047.0
CENTRAL AMERICA,2013-02,53315.0
CENTRAL AMERICA,2013-03,66071.0
CENTRAL AMERICA,2013-04,56788.0
CENTRAL AMERICA,2013-05,68113.0
CENTRAL AMERICA,2013-06,73785.0
CENTRAL AMERICA,2013-07,74482.0
CENTRAL AMERICA,2013-08,67078.0
CENTRAL AMERICA,2013-09,68450.0
CENTRAL AMERICA,2013-10,75480.0
CENTRAL AMERICA,2013-11,95623.0
CENTRAL AMERICA,2013-12,119087.0
CENTRAL AMERICA,2014-01,67702.0
CENTRAL AMERICA,2014-02,54528.0
CENTRAL AMERICA,2014-03,56456.0
CENTRAL AMERICA,2014-04,76755.0
CENTRAL AMERICA,2014-05,75158.0
CENTRAL AMERICA,2014-06,83593.0
CENTRAL AMERICA,2014-07,80178.0
CENTRAL AMERICA,2014-08,65099.0
CENTRAL AMERICA,2014-09,80914.0
CENTRAL AMERICA,2014-10,84335.0
CENTRAL AMERICA,2014-11,93823.0
CENTRAL AMERICA,2014-12,123999.0
CENTRAL AMERICA,2015-01,72399.0
CENTRAL AMERICA,2015-02,60001.0
CENTRAL AMERICA,2015-03,69930.0
CENTRAL AMERICA,2015-04,67944.0
CENTRAL AMERICA,2015-05,83287.0
CENTRAL AMERICA,2015-06,89605.0
CENTRAL AMERICA,2015-07,97477.0
CENTRAL AMERICA,2015-08,73784.0
CENTRAL AMERICA,2015-09,93772.0
CENTRAL AMERICA,2015-10,101123.0
CENTRAL AMERICA,2015-11,113040.0
CENTRAL AMERICA,2015-12,154286.0
CENTRAL AMERICA,2016-01,88605.0
CENTRAL AMERICA,2016-02,69772.0
CENTRAL AMERICA,2016-03,86240.0
CENTRAL AMERICA,2016-04,81188.0
CENTRAL AMERICA,2016-05,93752.0
CENTRAL AMERICA,2016-06,108701.0
CENTRAL AMERICA,2016-07,110527.0
CENTRAL AMERICA,2016-08,81163.0
CENTRAL AMERICA,2016-09,101387.0
CENTRAL AMERICA,2016-10,105987.0
CENTRAL AMERICA,2016-11,109023.0
CENTRAL AMERICA,2016-12,150864.0
CENTRAL AMERICA,2017-01,85740.0
CENTRAL AMERICA,2017-02,66527.0
CENTRAL AMERICA,2017-03,69185.0
CENTRAL AMERICA,2017-04,97055.0
CENTRAL AMERICA,2017-05,88868.0
CENTRAL AMERICA,2017-06,102793.0
CENTRAL AMERICA,2017-07,104148.0
CENTRAL AMERICA,2017-08,84816.0
CENTRAL AMERICA,2017-09,92572.0
CENTRAL AMERICA,2017-10,102928.0
CENTRAL AMERICA,2017-11,115825.0
CENTRAL AMERICA,2017-12,157529.0
CENTRAL AMERICA,2018-01,87550.0
CENTRAL AMERICA,2018-02,72441.0
CENTRAL AMERICA,2018-03,91523.0
CENTRAL AMERICA,2018-04,91137.0
CENTRAL AMERICA,2018-05,100254.0
CENTRAL AMERICA,2018-06,110589.0
CENTRAL AMERICA,2018-07,106422.0
CENTRAL AMERICA,2018-08,95290.0
CENTRAL AMERICA,2018-09,105508.0
CENTRAL AMERICA,2018-10,115363.0
CENTRAL AMERICA,2018-11,134294.0
CENTRAL AMERICA,2018-12,173003.0
CENTRAL AMERICA,2019-01,101597.0
CENTRAL AMERICA,2019-02,84031.0
CENTRAL AMERICA,2019-03,83077.0
CENTRAL AMERICA,2019-04,117247.0
CENTRAL AMERICA,2019-05,113388.0
CENTRAL AMERICA,2019-06,116174.0
CENTRAL AMERICA,2019-07,108761.0
CENTRAL AMERICA,2019-08,99268.0
CENTRAL AMERICA,2019-09,109845.0
CENTRAL AMERICA,2019-10,116703.0
CENTRAL AMERICA,2019-11,134405.0
CENTRAL AMERICA,2019-12,175063.0
CENTRAL AMERICA,2020-01,100858.0
CENTRAL AMERICA,2020-02,86395.0
CENTRAL AMERICA,2020-03,33465.0
CENTRAL AMERICA,2020-04,239.0
CENTRAL AMERICA,2020-05,548.0
CENTRAL AMERICA,2020-06,1134.0
CENTRAL AMERICA,2020-07,2749.0
CENTRAL AMERICA,2020-08,7746.0
CENTRAL AMERICA,2020-09,16183.0
CENTRAL AMERICA,2020-10,33537.0
CENTRAL AMERICA,2020-11,46078.0
CENTRAL AMERICA,2020-12,62209.0
CENTRAL AMERICA,2021-01,42670.0
CENTRAL AMERICA,2021-02,29959.0
CENTRAL AMERICA,2021-03,62798.0
CENTRAL AMERICA,2021-04,73920.0
CENTRAL AMERICA,2021-05,131574.0
CENTRAL AMERICA,2021-06,144917.0
CENTRAL AMERICA,2021-07,132057.0
CENTRAL AMERICA,2021-08,92091.0
CENTRAL AMERICA,2021-09,91156.0
CENTRAL AMERICA,2021-10,114304.0
CENTRAL AMERICA,2021-11,114432.0
CENTRAL AMERICA,2021-12,150829.0
CENTRAL AMERICA,2022-10,110698.0
CENTRAL AMERICA,2022-11,102487.0
CENTRAL AMERICA,2022-12,150045.0
CENTRAL AMERICA,2023-01,94421.0
CENTRAL AMERICA,2023-02,81314.0
CENTRAL AMERICA,2023-03,95202.0
CENTRAL AMERICA,2023-04,111552.0
CENTRAL AMERICA,2023-05,113288.0
CENTRAL AMERICA,2023-06,122140.0
CENTRAL AMERICA,2023-07,130692.0
CENTRAL AMERICA,2023-08,110681.0
CENTRAL AMERICA,2023-09,134164.0
CENTRAL AMERICA,2023-10,132677.0
CENTRAL AMERICA,2023-11,143928.0
CENTRAL AMERICA,2023-12,203004.0
CENTRAL AMERICA,2024-01,118349.0
CENTRAL AMERICA,2024-02,95580.0
CENTRAL AMERICA,2024-03,123354.0
CENTRAL AMERICA,2024-04,105212.0
CENTRAL AMERICA,2024-05,134389.0
CENTRAL AMERICA,2024-06,142935.0
CENTRAL AMERICA,2024-07,131948.0
CENTRAL AMERICA,2024-08,125581.0
CENTRAL AMERICA,2024-09,126600.0
CENTRAL AMERICA,2024-10,133275.0
CENTRAL AMERICA,2024-11,152193.0
CENTRAL AMERICA,2024-12,222092.0
CENTRAL AMERICA,2025-01,118307.0
CENTRAL AMERICA,2025-02,89468.0
CENTRAL AMERICA,2025-03,93833.0
CENTRAL AMERICA,2025-04,138173.0
CENTRAL AMERICA,2025-05,138250.0
CENTRAL AMERICA,2025-06,152694.0
CENTRAL AMERICA,2025-07,147531.0
CENTRAL AMERICA,2025-08,130029.0
CENTRAL AMERICA,2025-09,138889.0
CENTRAL AMERICA,2025-10,143406.0
CENTRAL AMERICA,2025-11,158670.0
CENTRAL AMERICA,2025-12,238778.0
CENTRAL AMERICA,2026-01,128804.0
CENTRAL AMERICA,2026-02,97565.0
CENTRAL AMERICA,2026-03,118823.0
CENTRAL AMERICA,2026-04,115196.0
CENTRAL AMERICA,2026-05,126418.0
CENTRAL AMERICA,2026-06,143763.0
CENTRAL AMERICA,2026-07,128215.0
EASTERN EUROPE,2000-01,30123.0
EASTERN EUROPE,2000-02,24580.0
EASTERN EUROPE,2000-03,33938.0
EASTERN EUROPE,2000-04,31931.0
EASTERN EUROPE,2000-05,36114.0
EASTERN EUROPE,2000-06,44846.0
EASTERN EUROPE,2000-07,46398.0
EASTERN EUROPE,2000-08,35571.0
EASTERN EUROPE,2000-09,35810.0
EASTERN EUROPE,2000-10,37359.0
EASTERN EUROPE,2000-11,32258.0
EASTERN EUROPE,2000-12,33031.0
EASTERN EUROPE,2001-01,32456.0
EASTERN EUROPE,2001-02,26545.0
EASTERN EUROPE,2001-03,36485.0
EASTERN EUROPE,2001-04,31993.0
EASTERN EUROPE,2001-05,34524.0
EASTERN EUROPE,2001-06,47870.0
EASTERN EUROPE,2001-07,44912.0
EASTERN EUROPE,2001-08,36167.0
EASTERN EUROPE,2001-09,26554.0
EASTERN EUROPE,2001-10,23686.0
EASTERN EUROPE,2001-11,20228.0
EASTERN EUROPE,2001-12,23254.0
EASTERN EUROPE,2002-01,24120.0
EASTERN EUROPE,2002-02,21464.0
EASTERN EUROPE,2002-03,26395.0
EASTERN EUROPE,2002-04,28698.0
EASTERN EUROPE,2002-05,31520.0
EASTERN EUROPE,2002-06,40580.0
EASTERN EUROPE,2002-07,38680.0
EASTERN EUROPE,2002-08,31550.0
EASTERN EUROPE,2002-09,30533.0
EASTERN EUROPE,2002-10,27879.0
EASTERN EUROPE,2002-11,25889.0
EASTERN EUROPE,2002-12,27597.0
EASTERN EUROPE,2003-01,25888.0
EASTERN EUROPE,2003-02,19043.0
EASTERN EUROPE,2003-03,23785.0
EASTERN EUROPE,2003-04,23089.0
EASTERN EUROPE,2003-05,29433.0
EASTERN EUROPE,2003-06,39694.0
EASTERN EUROPE,2003-07,36690.0
EASTERN EUROPE,2003-08,30611.0
EASTERN EUROPE,2003-09,31281.0
EASTERN EUROPE,2003-10,29269.0
EASTERN EUROPE,2003-11,27541.0
EASTERN EUROPE,2003-12,28270.0
EASTERN EUROPE,2004-01,26726.0
EASTERN EUROPE,2004-02,21007.0
EASTERN EUROPE,2004-03,26586.0
EASTERN EUROPE,2004-04,28482.0
EASTERN EUROPE,2004-05,31201.0
EASTERN EUROPE,2004-06,44020.0
EASTERN EUROPE,2004-07,43194.0
EASTERN EUROPE,2004-08,32637.0
EASTERN EUROPE,2004-09,33608.0
EASTERN EUROPE,2004-10,32501.0
EASTERN EUROPE,2004-11,28023.0
EASTERN EUROPE,2004-12,32074.0
EASTERN EUROPE,2005-01,29588.0
EASTERN EUROPE,2005-02,23205.0
EASTERN EUROPE,2005-03,30152.0
EASTERN EUROPE,2005-04,35267.0
EASTERN EUROPE,2005-05,37513.0
EASTERN EUROPE,2005-06,51482.0
EASTERN EUROPE,2005-07,47232.0
EASTERN EUROPE,2005-08,38153.0
EASTERN EUROPE,2005-09,40176.0
EASTERN EUROPE,2005-10,35290.0
EASTERN EUROPE,2005-11,29110.0
EASTERN EUROPE,2005-12,35534.0
EASTERN EUROPE,2006-01,33283.0
EASTERN EUROPE,2006-02,23911.0
EASTERN EUROPE,2006-03,32409.0
EASTERN EUROPE,2006-04,38164.0
EASTERN EUROPE,2006-05,38070.0
EASTERN EUROPE,2006-06,51548.0
EASTERN EUROPE,2006-07,49956.0
EASTERN EUROPE,2006-08,40526.0
EASTERN EUROPE,2006-09,39775.0
EASTERN EUROPE,2006-10,37923.0
EASTERN EUROPE,2006-11,33621.0
EASTERN EUROPE,2006-12,40883.0
EASTERN EUROPE,2007-01,36844.0
EASTERN EUROPE,2007-02,29260.0
EASTERN EUROPE,2007-03,36326.0
EASTERN EUROPE,2007-04,41134.0
EASTERN EUROPE,2007-05,42525.0
EASTERN EUROPE,2007-06,56140.0
EASTERN EUROPE,2007-07,51204.0
EASTERN EUROPE,2007-08,45662.0
EASTERN EUROPE,2007-09,43300.0
EASTERN EUROPE,2007-10,43127.0
EASTERN EUROPE,2007-11,39164.0
EASTERN EUROPE,2007-12,48139.0
EASTERN EUROPE,2008-01,42085.0
EASTERN EUROPE,2008-02,34293.0
EASTERN EUROPE,2008-03,41618.0
EASTERN EUROPE,2008-04,48026.0
EASTERN EUROPE,2008-05,48669.0
EASTERN EUROPE,2008-06,60461.0
EASTERN EUROPE,2008-07,57425.0
EASTERN EUROPE,2008-08,55724.0
EASTERN EUROPE,2008-09,51084.0
EASTERN EUROPE,2008-10,49191.0
EASTERN EUROPE,2008-11,42474.0
EASTERN EUROPE,2008-12,53552.0
EASTERN EUROPE,2009-01,44002.0
EASTERN EUROPE,2009-02,33768.0
EASTERN EUROPE,2009-03,42180.0
EASTERN EUROPE,2009-04,46188.0
EASTERN EUROPE,2009-05,50986.0
EASTERN EUROPE,2009-06,62017.0
EASTERN EUROPE,2009-07,56476.0
EASTERN EUROPE,2009-08,51627.0
EASTERN EUROPE,2009-09,47043.0
EASTERN EUROPE,2009-10,45888.0
EASTERN EUROPE,2009-11,39021.0
EASTERN EUROPE,2009-12,52402.0
EASTERN EUROPE,2010-01,43517.0
EASTERN EUROPE,2010-02,33657.0
EASTERN EUROPE,2010-03,42320.0
EASTERN EUROPE,2010-04,44655.0
EASTERN EUROPE,2010-05,50617.0
EASTERN EUROPE,2010-06,64894.0
EASTERN EUROPE,2010-07,60469.0
EASTERN EUROPE,2010-08,55929.0
EASTERN EUROPE,2010-09,53146.0
EASTERN EUROPE,2010-10,53866.0
EASTERN EUROPE,2010-11,45550.0
EASTERN EUROPE,2010-12,57802.0
EASTERN EUROPE,2011-01,50010.0
EASTERN EUROPE,2011-02,37852.0
EASTERN EUROPE,2011-03,50081.0
EASTERN EUROPE,2011-04,56334.0
EASTERN EUROPE,2011-05,57087.0
EASTERN EUROPE,2011-06,72707.0
EASTERN EUROPE,2011-07,69859.0
EASTERN EUROPE,2011-08,63352.0
EASTERN EUROPE,2011-09,60136.0
EASTERN EUROPE,2011-10,59923.0
EASTERN EUROPE,2011-11,51783.0
EASTERN EUROPE,2011-12,59119.0
EASTERN EUROPE,2012-01,53211.0
EASTERN EUROPE,2012-02,40816.0
EASTERN EUROPE,2012-03,54675.0
EASTERN EUROPE,2012-04,63805.0
EASTERN EUROPE,2012-05,60528.0
EASTERN EUROPE,2012-06,77959.0
EASTERN EUROPE,2012-07,55216.0
EASTERN EUROPE,2012-08,67739.0
EASTERN EUROPE,2012-09,65001.0
EASTERN EUROPE,2012-10,62881.0
EASTERN EUROPE,2012-11,57250.0
EASTERN EUROPE,2012-12,67728.0
EASTERN EUROPE,2013-01,62014.0
EASTERN EUROPE,2013-02,49156.0
EASTERN EUROPE,2013-03,63536.0
EASTERN EUROPE,2013-04,74671.0
EASTERN EUROPE,2013-05,73913.0
EASTERN EUROPE,2013-06,93188.0
EASTERN EUROPE,2013-07,82714.0
EASTERN EUROPE,2013-08,84362.0
EASTERN EUROPE,2013-09,77023.0
EASTERN EUROPE,2013-10,81042.0
EASTERN EUROPE,2013-11,73205.0
EASTERN EUROPE,2013-12,88329.0
EASTERN EUROPE,2014-01,78268.0
EASTERN EUROPE,2014-02,59904.0
EASTERN EUROPE,2014-03,78799.0
EASTERN EUROPE,2014-04,83498.0
EASTERN EUROPE,2014-05,84265.0
EASTERN EUROPE,2014-06,102194.0
EASTERN EUROPE,2014-07,91724.0
EASTERN EUROPE,2014-08,87923.0
EASTERN EUROPE,2014-09,82477.0
EASTERN EUROPE,2014-10,78553.0
EASTERN EUROPE,2014-11,68521.0
EASTERN EUROPE,2014-12,80890.0
EASTERN EUROPE,2015-01,71322.0
EASTERN EUROPE,2015-02,53959.0
EASTERN EUROPE,2015-03,68465.0
EASTERN EUROPE,2015-04,78632.0
EASTERN EUROPE,2015-05,84869.0
EASTERN EUROPE,2015-06,99111.0
EASTERN EUROPE,2015-07,89480.0
EASTERN EUROPE,2015-08,87355.0
EASTERN EUROPE,2015-09,88566.0
EASTERN EUROPE,2015-10,86665.0
EASTERN EUROPE,2015-11,75520.0
EASTERN EUROPE,2015-12,83470.0
EASTERN EUROPE,2016-01,74392.0
EASTERN EUROPE,2016-02,57333.0
EASTERN EUROPE,2016-03,72207.0
EASTERN EUROPE,2016-04,81714.0
EASTERN EUROPE,2016-05,84289.0
EASTERN EUROPE,2016-06,104096.0
EASTERN EUROPE,2016-07,90532.0
EASTERN EUROPE,2016-08,89447.0
EASTERN EUROPE,2016-09,96567.0
EASTERN EUROPE,2016-10,91193.0
EASTERN EUROPE,2016-11,74432.0
EASTERN EUROPE,2016-12,84605.0
EASTERN EUROPE,2017-01,80492.0
EASTERN EUROPE,2017-02,67923.0
EASTERN EUROPE,2017-03,80365.0
EASTERN EUROPE,2017-04,93975.0
EASTERN EUROPE,2017-05,92569.0
EASTERN EUROPE,2017-06,110876.0
EASTERN EUROPE,2017-07,97948.0
EASTERN EUROPE,2017-08,105222.0
EASTERN EUROPE,2017-09,98315.0
EASTERN EUROPE,2017-10,93317.0
EASTERN EUROPE,2017-11,76050.0
EASTERN EUROPE,2017-12,92929.0
EASTERN EUROPE,2018-01,80529.0
EASTERN EUROPE,2018-02,65082.0
EASTERN EUROPE,2018-03,82390.0
EASTERN EUROPE,2018-04,99430.0
EASTERN EUROPE,2018-05,94618.0
EASTERN EUROPE,2018-06,105199.0
EASTERN EUROPE,2018-07,90100.0
EASTERN EUROPE,2018-08,100196.0
EASTERN EUROPE,2018-09,97318.0
EASTERN EUROPE,2018-10,100117.0
EASTERN EUROPE,2018-11,79218.0
EASTERN EUROPE,2018-12,93904.0
EASTERN EUROPE,2019-01,81388.0
EASTERN EUROPE,2019-02,69510.0
EASTERN EUROPE,2019-03,83723.0
EASTERN EUROPE,2019-04,101526.0
EASTERN EUROPE,2019-05,103816.0
EASTERN EUROPE,2019-06,110295.0
EASTERN EUROPE,2019-07,96113.0
EASTERN EUROPE,2019-08,105106.0
EASTERN EUROPE,2019-09,100363.0
EASTERN EUROPE,2019-10,103422.0
EASTERN EUROPE,2019-11,85529.0
EASTERN EUROPE,2019-12,103025.0
EASTERN EUROPE,2020-01,86020.0
EASTERN EUROPE,2020-02,76247.0
EASTERN EUROPE,2020-03,32972.0
EASTERN EUROPE,2020-04,555.0
EASTERN EUROPE,2020-05,983.0
EASTERN EUROPE,2020-06,1796.0
EASTERN EUROPE,2020-07,4251.0
EASTERN EUROPE,2020-08,8465.0
EASTERN EUROPE,2020-09,8053.0
EASTERN EUROPE,2020-10,8836.0
EASTERN EUROPE,2020-11,7931.0
EASTERN EUROPE,2020-12,12831.0
EASTERN EUROPE,2021-01,13074.0
EASTERN EUROPE,2021-02,8922.0
EASTERN EUROPE,2021-03,12125.0
EASTERN EUROPE,2021-04,14215.0
EASTERN EUROPE,2021-05,16847.0
EASTERN EUROPE,2021-06,19308.0
EASTERN EUROPE,2021-07,23396.0
EASTERN EUROPE,2021-08,25728.0
EASTERN EUROPE,2021-09,22674.0
EASTERN EUROPE,2021-10,26365.0
EASTERN EUROPE,2021-11,34361.0
EASTERN EUROPE,2021-12,46932.0
EASTERN EUROPE,2022-10,68878.0
EASTERN EUROPE,2022-11,54626.0
EASTERN EUROPE,2022-12,64752.0
EASTERN EUROPE,2023-01,58479.0
EASTERN EUROPE,2023-02,53630.0
EASTERN EUROPE,2023-03,63353.0
EASTERN EUROPE,2023-04,75438.0
EASTERN EUROPE,2023-05,73119.0
EASTERN EUROPE,2023-06,86412.0
EASTERN EUROPE,2023-07,88606.0
EASTERN EUROPE,2023-08,95363.0
EASTERN EUROPE,2023-09,92474.0
EASTERN EUROPE,2023-10,87467.0
EASTERN EUROPE,2023-11,70754.0
EASTERN EUROPE,2023-12,85252.0
EASTERN EUROPE,2024-01,78817.0
EASTERN EUROPE,2024-02,69589.0
EASTERN EUROPE,2024-03,81480.0
EASTERN EUROPE,2024-04,97453.0
EASTERN EUROPE,2024-05,90924.0
EASTERN EUROPE,2024-06,101770.0
EASTERN EUROPE,2024-07,102883.0
EASTERN EUROPE,2024-08,106057.0
EASTERN EUROPE,2024-09,97176.0
EASTERN EUROPE,2024-10,96543.0
EASTERN EUROPE,2024-11,80663.0
EASTERN EUROPE,2024-12,95639.0
EASTERN EUROPE,2025-01,80489.0
EASTERN EUROPE,2025-02,73104.0
EASTERN EUROPE,2025-03,82717.0
EASTERN EUROPE,2025-04,100957.0
EASTERN EUROPE,2025-05,95085.0
EASTERN EUROPE,2025-06,101404.0
EASTERN EUROPE,2025-07,108939.0
EASTERN EUROPE,2025-08,109650.0
EASTERN EUROPE,2025-09,94680.0
EASTERN EUROPE,2025-10,98050.0
EASTERN EUROPE,2025-11,80481.0
EASTERN EUROPE,2025-12,100616.0
EASTERN EUROPE,2026-01,84495.0
EASTERN EUROPE,2026-02,78052.0
EASTERN EUROPE,2026-03,82548.0
EASTERN EUROPE,2026-04,97992.0
EASTERN EUROPE,2026-05,91877.0
EASTERN EUROPE,2026-06,92944.0
EASTERN EUROPE,2026-07,110340.0
MIDDLE EAST,2000-01,53090.0
MIDDLE EAST,2000-02,38561.0
MIDDLE EAST,2000-03,54825.0
MIDDLE EAST,2000-04,49749.0
MIDDLE EAST,2000-05,53828.0
MIDDLE EAST,2000-06,69911.0
MIDDLE EAST,2000-07,94607.0
MIDDLE EAST,2000-08,77330.0
MIDDLE EAST,2000-09,58212.0
MIDDLE EAST,2000-10,56936.0
MIDDLE EAST,2000-11,44759.0
MIDDLE EAST,2000-12,50297.0
MIDDLE EAST,2001-01,57572.0
MIDDLE EAST,2001-02,41165.0
MIDDLE EAST,2001-03,57607.0
MIDDLE EAST,2001-04,45004.0
MIDDLE EAST,2001-05,52746.0
MIDDLE EAST,2001-06,75067.0
MIDDLE EAST,2001-07,97286.0
MIDDLE EAST,2001-08,86504.0
MIDDLE EAST,2001-09,44987.0
MIDDLE EAST,2001-10,30344.0
MIDDLE EAST,2001-11,26544.0
MIDDLE EAST,2001-12,29330.0
MIDDLE EAST,2002-01,37597.0
MIDDLE EAST,2002-02,29312.0
MIDDLE EAST,2002-03,39846.0
MIDDLE EAST,2002-04,29814.0
MIDDLE EAST,2002-05,40047.0
MIDDLE EAST,2002-06,47911.0
MIDDLE EAST,2002-07,60448.0
MIDDLE EAST,2002-08,56744.0
MIDDLE EAST,2002-09,41993.0
MIDDLE EAST,2002-10,35855.0
MIDDLE EAST,2002-11,31262.0
MIDDLE EAST,2002-12,31705.0
MIDDLE EAST,2003-01,36709.0
MIDDLE EAST,2003-02,25737.0
MIDDLE EAST,2003-03,25028.0
MIDDLE EAST,2003-04,29323.0
MIDDLE EAST,2003-05,35382.0
MIDDLE EAST,2003-06,40252.0
MIDDLE EAST,2003-07,56107.0
MIDDLE EAST,2003-08,51133.0
MIDDLE EAST,2003-09,42301.0
MIDDLE EAST,2003-10,38609.0
MIDDLE EAST,2003-11,35419.0
MIDDLE EAST,2003-12,31112.0
MIDDLE EAST,2004-01,36309.0
MIDDLE EAST,2004-02,26421.0
MIDDLE EAST,2004-03,37368.0
MIDDLE EAST,2004-04,33161.0
MIDDLE EAST,2004-05,37700.0
MIDDLE EAST,2004-06,48510.0
MIDDLE EAST,2004-07,59420.0
MIDDLE EAST,2004-08,55103.0
MIDDLE EAST,2004-09,45837.0
MIDDLE EAST,2004-10,38046.0
MIDDLE EAST,2004-11,34111.0
MIDDLE EAST,2004-12,50184.0
MIDDLE EAST,2005-01,38205.0
MIDDLE EAST,2005-02,26493.0
MIDDLE EAST,2005-03,35159.0
MIDDLE EAST,2005-04,43221.0
MIDDLE EAST,2005-05,42679.0
MIDDLE EAST,2005-06,53186.0
MIDDLE EAST,2005-07,64309.0
MIDDLE EAST,2005-08,57003.0
MIDDLE EAST,2005-09,49961.0
MIDDLE EAST,2005-10,45284.0
MIDDLE EAST,2005-11,33421.0
MIDDLE EAST,2005-12,38440.0
MIDDLE EAST,2006-01,43888.0
MIDDLE EAST,2006-02,29588.0
MIDDLE EAST,2006-03,37618.0
MIDDLE EAST,2006-04,44673.0
MIDDLE EAST,2006-05,43368.0
MIDDLE EAST,2006-06,52953.0
MIDDLE EAST,2006-07,62226.0
MIDDLE EAST,2006-08,59768.0
MIDDLE EAST,2006-09,49612.0
MIDDLE EAST,2006-10,48080.0
MIDDLE EAST,2006-11,38449.0
MIDDLE EAST,2006-12,42507.0
MIDDLE EAST,2007-01,46690.0
MIDDLE EAST,2007-02,33832.0
MIDDLE EAST,2007-03,48299.0
MIDDLE EAST,2007-04,41909.0
MIDDLE EAST,2007-05,50341.0
MIDDLE EAST,2007-06,60034.0
MIDDLE EAST,2007-07,72927.0
MIDDLE EAST,2007-08,70391.0
MIDDLE EAST,2007-09,54270.0
MIDDLE EAST,2007-10,50383.0
MIDDLE EAST,2007-11,43461.0
MIDDLE EAST,2007-12,47281.0
MIDDLE EAST,2008-01,50340.0
MIDDLE EAST,2008-02,35809.0
MIDDLE EAST,2008-03,43835.0
MIDDLE EAST,2008-04,54377.0
MIDDLE EAST,2008-05,56416.0
MIDDLE EAST,2008-06,64483.0
MIDDLE EAST,2008-07,85546.0
MIDDLE EAST,2008-08,73562.0
MIDDLE EAST,2008-09,63418.0
MIDDLE EAST,2008-10,58066.0
MIDDLE EAST,2008-11,44384.0
MIDDLE EAST,2008-12,50738.0
MIDDLE EAST,2009-01,48300.0
MIDDLE EAST,2009-02,34009.0
MIDDLE EAST,2009-03,47441.0
MIDDLE EAST,2009-04,49686.0
MIDDLE EAST,2009-05,49988.0
MIDDLE EAST,2009-06,62630.0
MIDDLE EAST,2009-07,83739.0
MIDDLE EAST,2009-08,74387.0
MIDDLE EAST,2009-09,64394.0
MIDDLE EAST,2009-10,56530.0
MIDDLE EAST,2009-11,46895.0
MIDDLE EAST,2009-12,47943.0
MIDDLE EAST,2010-01,56004.0
MIDDLE EAST,2010-02,36333.0
MIDDLE EAST,2010-03,55341.0
MIDDLE EAST,2010-04,46701.0
MIDDLE EAST,2010-05,57243.0
MIDDLE EAST,2010-06,73961.0
MIDDLE EAST,2010-07,95507.0
MIDDLE EAST,2010-08,79725.0
MIDDLE EAST,2010-09,74221.0
MIDDLE EAST,2010-10,54794.0
MIDDLE EAST,2010-11,55435.0
MIDDLE EAST,2010-12,50284.0
MIDDLE EAST,2011-01,68475.0
MIDDLE EAST,2011-02,38914.0
MIDDLE EAST,2011-03,48765.0
MIDDLE EAST,2011-04,63198.0
MIDDLE EAST,2011-05,62821.0
MIDDLE EAST,2011-06,96235.0
MIDDLE EAST,2011-07,103291.0
MIDDLE EAST,2011-08,100335.0
MIDDLE EAST,2011-09,80492.0
MIDDLE EAST,2011-10,74950.0
MIDDLE EAST,2011-11,55670.0
MIDDLE EAST,2011-12,59062.0
MIDDLE EAST,2012-01,83832.0
MIDDLE EAST,2012-02,43959.0
MIDDLE EAST,2012-03,63648.0
MIDDLE EAST,2012-04,64656.0
MIDDLE EAST,2012-05,76448.0
MIDDLE EAST,2012-06,123417.0
MIDDLE EAST,2012-07,71632.0
MIDDLE EAST,2012-08,127750.0
