market,target,date,source,url,status,exists,size,listings_local,note,region,quarter,downloaded,processed
sydney,2025-12-15,2025-12-12,local_listings,https://data.insideairbnb.com/australia/nsw/sydney/2025-12-12/data/calendar.csv.gz,206,True,18647040,True,,apac,4Q25,True,True
sydney,2026-03-15,2026-03-21,local_listings,https://data.insideairbnb.com/australia/nsw/sydney/2026-03-21/data/calendar.csv.gz,206,True,11930170,True,,apac,1Q26,True,True
sydney,2026-06-15,2026-06-16,local_listings,https://data.insideairbnb.com/australia/nsw/sydney/2026-06-16/data/calendar.csv.gz,206,True,17897549,True,,apac,2Q26,True,True
sydney,2026-08-20,2026-08-15,local_listings,https://data.insideairbnb.com/australia/nsw/sydney/2026-08-15/data/calendar.csv.gz,206,True,18187422,True,,apac,3Q26,True,True
taipei,2025-09-15,2025-09-30,local_listings,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2025-09-30/data/calendar.csv.gz,206,True,5386764,True,,apac,3Q25,True,True
taipei,2025-12-15,2025-11-30,cdn_probe,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2025-11-30/data/calendar.csv.gz,206,True,5505904,False,,apac,4Q25,True,True
taipei,2026-03-15,2026-02-28,cdn_probe,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2026-02-28/data/calendar.csv.gz,206,True,4704513,False,,apac,1Q26,True,True
taipei,2026-06-15,2026-06-30,local_listings,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2026-06-30/data/calendar.csv.gz,206,True,5485614,True,,apac,2Q26,True,True
taipei,2026-08-20,2026-08-31,local_listings,https://data.insideairbnb.com/taiwan/northern-taiwan/taipei/2026-08-31/data/calendar.csv.gz,206,True,5514099,True,,apac,3Q26,True,True
tasmania,2025-09-15,2025-09-11,local_listings,https://data.insideairbnb.com/australia/tas/tasmania/2025-09-11/data/calendar.csv.gz,206,True,5620352,True,,apac,3Q25,True,True
tasmania,2025-12-15,2025-12-12,cdn_probe,https://data.insideairbnb.com/australia/tas/tasmania/2025-12-12/data/calendar.csv.gz,206,True,5974122,False,,apac,4Q25,True,True
tasmania,2026-03-15,2026-03-19,cdn_probe,https://data.insideairbnb.com/australia/tas/tasmania/2026-03-19/data/calendar.csv.gz,206,True,5321907,False,,apac,1Q26,True,True
tasmania,2026-06-15,2026-06-15,local_listings,https://data.insideairbnb.com/australia/tas/tasmania/2026-06-15/data/calendar.csv.gz,206,True,5839685,True,,apac,2Q26,True,True
tasmania,2026-08-20,2026-08-13,local_listings,https://data.insideairbnb.com/australia/tas/tasmania/2026-08-13/data/calendar.csv.gz,206,True,5889462,True,,apac,3Q26,True,True
tokyo,2025-09-15,2025-09-29,local_listings,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2025-09-29/data/calendar.csv.gz,206,True,24273722,True,,apac,3Q25,True,True
tokyo,2025-12-15,2025-12-29,cdn_probe,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2025-12-29/data/calendar.csv.gz,206,True,27358714,False,,apac,4Q25,True,True
tokyo,2026-03-15,2026-03-30,cdn_probe,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2026-03-30/data/calendar.csv.gz,206,True,21507685,False,,apac,1Q26,True,True
tokyo,2026-06-15,2026-06-30,local_listings,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2026-06-30/data/calendar.csv.gz,206,True,29791540,True,,apac,2Q26,True,True
tokyo,2026-08-20,2026-08-31,local_listings,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2026-08-31/data/calendar.csv.gz,206,True,32484083,True,,apac,3Q26,True,True
western-australia,2025-09-15,2025-09-26,cdn_probe,https://data.insideairbnb.com/australia/wa/western-australia/2025-09-26/data/calendar.csv.gz,206,True,11505987,False,,apac,3Q25,True,True
western-australia,2025-12-15,2025-12-28,cdn_probe,https://data.insideairbnb.com/australia/wa/western-australia/2025-12-28/data/calendar.csv.gz,206,True,11227872,False,,apac,4Q25,True,True
western-australia,2026-03-15,2026-03-29,cdn_probe,https://data.insideairbnb.com/australia/wa/western-australia/2026-03-29/data/calendar.csv.gz,206,True,9450079,False,,apac,1Q26,True,True
western-australia,2026-06-15,2026-06-28,local_listings,https://data.insideairbnb.com/australia/wa/western-australia/2026-06-28/data/calendar.csv.gz,206,True,10622369,True,,apac,2Q26,True,True
western-australia,2026-08-20,2026-08-30,local_listings,https://data.insideairbnb.com/australia/wa/western-australia/2026-08-30/data/calendar.csv.gz,206,True,11838168,True,,apac,3Q26,True,True

