sheet,address,formula,excel_value,evaluator_value,abs_diff,rel_diff,pass_1e6,note
Inputs,F8,"=CHOOSE(Inputs!$B$4,C8,D8,E8)",181.94,181.94,0.0,0.0,yes,
Inputs,F9,"=CHOOSE(Inputs!$B$4,C9,D9,E9)",9593.0,9593.0,0.0,0.0,yes,
Inputs,F10,"=CHOOSE(Inputs!$B$4,C10,D10,E10)",597.0,597.0,0.0,0.0,yes,
Inputs,F11,"=CHOOSE(Inputs!$B$4,C11,D11,E11)",0.105,0.105,0.0,0.0,yes,
Inputs,F12,"=CHOOSE(Inputs!$B$4,C12,D12,E12)",0.03,0.03,0.0,0.0,yes,
Inputs,F13,"=CHOOSE(Inputs!$B$4,C13,D13,E13)",0.09,0.09,0.0,0.0,yes,
Inputs,F14,"=CHOOSE(Inputs!$B$4,C14,D14,E14)",16.5,16.5,0.0,0.0,yes,
Inputs,F15,"=CHOOSE(Inputs!$B$4,C15,D15,E15)",14.3,14.3,0.0,0.0,yes,
Inputs,F16,"=CHOOSE(Inputs!$B$4,C16,D16,E16)",19.5,19.5,0.0,0.0,yes,
Inputs,F17,"=CHOOSE(Inputs!$B$4,C17,D17,E17)",19.5,19.5,0.0,0.0,yes,
Inputs,F18,"=CHOOSE(Inputs!$B$4,C18,D18,E18)",0.35,0.35,0.0,0.0,yes,
Inputs,F19,"=CHOOSE(Inputs!$B$4,C19,D19,E19)",0.05,0.05,0.0,0.0,yes,
Inputs,F20,"=CHOOSE(Inputs!$B$4,C20,D20,E20)",0.7,0.7,0.0,0.0,yes,
Inputs,F21,"=CHOOSE(Inputs!$B$4,C21,D21,E21)",0.38,0.38,0.0,0.0,yes,
Inputs,F22,"=CHOOSE(Inputs!$B$4,C22,D22,E22)",10.0,10.0,0.0,0.0,yes,
Inputs,F26,"=CHOOSE(Inputs!$B$4,C26,D26,E26)",0.0,0.0,0.0,0.0,yes,
Inputs,F27,"=CHOOSE(Inputs!$B$4,C27,D27,E27)",0.0,0.0,0.0,0.0,yes,
Inputs,F28,"=CHOOSE(Inputs!$B$4,C28,D28,E28)",-0.05,-0.05,0.0,0.0,yes,
Inputs,F29,"=CHOOSE(Inputs!$B$4,C29,D29,E29)",0.11,0.11,0.0,0.0,yes,
Inputs,F30,"=CHOOSE(Inputs!$B$4,C30,D30,E30)",0.25,0.25,0.0,0.0,yes,
Inputs,F31,"=CHOOSE(Inputs!$B$4,C31,D31,E31)",0.18,0.18,0.0,0.0,yes,
Inputs,F32,"=CHOOSE(Inputs!$B$4,C32,D32,E32)",0.02,0.02,0.0,0.0,yes,
Inputs,F33,"=CHOOSE(Inputs!$B$4,C33,D33,E33)",0.009,0.009,0.0,0.0,yes,
Inputs,F34,"=CHOOSE(Inputs!$B$4,C34,D34,E34)",0.13,0.13,0.0,0.0,yes,
Inputs,F35,"=CHOOSE(Inputs!$B$4,C35,D35,E35)",660.0,660.0,0.0,0.0,yes,
Inputs,F36,"=CHOOSE(Inputs!$B$4,C36,D36,E36)",120.0,120.0,0.0,0.0,yes,
Inputs,F37,"=CHOOSE(Inputs!$B$4,C37,D37,E37)",0.026,0.026,0.0,0.0,yes,
Inputs,F38,"=CHOOSE(Inputs!$B$4,C38,D38,E38)",0.0,0.0,0.0,0.0,yes,
Inputs,F39,"=CHOOSE(Inputs!$B$4,C39,D39,E39)",0.19,0.19,0.0,0.0,yes,
Inputs,F40,"=CHOOSE(Inputs!$B$4,C40,D40,E40)",0.0,0.0,0.0,0.0,yes,
Inputs,F41,"=CHOOSE(Inputs!$B$4,C41,D41,E41)",42.0,42.0,0.0,0.0,yes,
Inputs,F42,"=CHOOSE(Inputs!$B$4,C42,D42,E42)",4200.0,4200.0,0.0,0.0,yes,
Inputs,F43,"=CHOOSE(Inputs!$B$4,C43,D43,E43)",1.67,1.67,0.0,0.0,yes,
Inputs,F44,"=CHOOSE(Inputs!$B$4,C44,D44,E44)",0.003,0.003,0.0,0.0,yes,
Inputs,F45,"=CHOOSE(Inputs!$B$4,C45,D45,E45)",-0.011,-0.011,0.0,0.0,yes,
Inputs,F46,"=CHOOSE(Inputs!$B$4,C46,D46,E46)",0.007,0.007,0.0,0.0,yes,
Inputs,F49,"=CHOOSE(Inputs!$B$4,C49,D49,E49)",0.0,0.0,0.0,0.0,yes,
Inputs,F50,"=CHOOSE(Inputs!$B$4,C50,D50,E50)",0.0,0.0,0.0,0.0,yes,
Inputs,F51,"=CHOOSE(Inputs!$B$4,C51,D51,E51)",-0.05,-0.05,0.0,0.0,yes,
Inputs,F52,"=CHOOSE(Inputs!$B$4,C52,D52,E52)",0.1,0.1,0.0,0.0,yes,
Inputs,F53,"=CHOOSE(Inputs!$B$4,C53,D53,E53)",0.16,0.16,0.0,0.0,yes,
Inputs,F54,"=CHOOSE(Inputs!$B$4,C54,D54,E54)",0.14,0.14,0.0,0.0,yes,
Inputs,F55,"=CHOOSE(Inputs!$B$4,C55,D55,E55)",0.055,0.055,0.0,0.0,yes,
Inputs,F56,"=CHOOSE(Inputs!$B$4,C56,D56,E56)",0.009,0.009,0.0,0.0,yes,
Inputs,F57,"=CHOOSE(Inputs!$B$4,C57,D57,E57)",0.1,0.1,0.0,0.0,yes,
Inputs,F58,"=CHOOSE(Inputs!$B$4,C58,D58,E58)",620.0,620.0,0.0,0.0,yes,
Inputs,F59,"=CHOOSE(Inputs!$B$4,C59,D59,E59)",125.0,125.0,0.0,0.0,yes,
Inputs,F60,"=CHOOSE(Inputs!$B$4,C60,D60,E60)",0.034,0.034,0.0,0.0,yes,
Inputs,F61,"=CHOOSE(Inputs!$B$4,C61,D61,E61)",0.0,0.0,0.0,0.0,yes,
Inputs,F62,"=CHOOSE(Inputs!$B$4,C62,D62,E62)",0.2,0.2,0.0,0.0,yes,
Inputs,F63,"=CHOOSE(Inputs!$B$4,C63,D63,E63)",0.0038,0.0038,0.0,0.0,yes,
Inputs,F64,"=CHOOSE(Inputs!$B$4,C64,D64,E64)",212.0,212.0,0.0,0.0,yes,
Inputs,F65,"=CHOOSE(Inputs!$B$4,C65,D65,E65)",4000.0,4000.0,0.0,0.0,yes,
Inputs,F66,"=CHOOSE(Inputs!$B$4,C66,D66,E66)",1.67,1.67,0.0,0.0,yes,
Inputs,F67,"=CHOOSE(Inputs!$B$4,C67,D67,E67)",0.003,0.003,0.0,0.0,yes,
Inputs,F68,"=CHOOSE(Inputs!$B$4,C68,D68,E68)",-0.011,-0.011,0.0,0.0,yes,
Inputs,F69,"=CHOOSE(Inputs!$B$4,C69,D69,E69)",0.007,0.007,0.0,0.0,yes,
Inputs,F72,"=CHOOSE(Inputs!$B$4,C72,D72,E72)",5.0,5.0,0.0,0.0,yes,
Inputs,F73,"=CHOOSE(Inputs!$B$4,C73,D73,E73)",-0.005,-0.005,0.0,0.0,yes,
Inputs,F74,"=CHOOSE(Inputs!$B$4,C74,D74,E74)",-0.05,-0.05,0.0,0.0,yes,
Inputs,F75,"=CHOOSE(Inputs!$B$4,C75,D75,E75)",0.095,0.095,0.0,0.0,yes,
Inputs,F76,"=CHOOSE(Inputs!$B$4,C76,D76,E76)",0.135,0.135,0.0,0.0,yes,
Inputs,F77,"=CHOOSE(Inputs!$B$4,C77,D77,E77)",0.12,0.12,0.0,0.0,yes,
Inputs,F78,"=CHOOSE(Inputs!$B$4,C78,D78,E78)",0.05,0.05,0.0,0.0,yes,
Inputs,F79,"=CHOOSE(Inputs!$B$4,C79,D79,E79)",0.009,0.009,0.0,0.0,yes,
Inputs,F80,"=CHOOSE(Inputs!$B$4,C80,D80,E80)",0.08,0.08,0.0,0.0,yes,
Inputs,F81,"=CHOOSE(Inputs!$B$4,C81,D81,E81)",590.0,590.0,0.0,0.0,yes,
Inputs,F82,"=CHOOSE(Inputs!$B$4,C82,D82,E82)",125.0,125.0,0.0,0.0,yes,
Inputs,F83,"=CHOOSE(Inputs!$B$4,C83,D83,E83)",0.04,0.04,0.0,0.0,yes,
Inputs,F84,"=CHOOSE(Inputs!$B$4,C84,D84,E84)",0.0,0.0,0.0,0.0,yes,
Inputs,F85,"=CHOOSE(Inputs!$B$4,C85,D85,E85)",0.2,0.2,0.0,0.0,yes,
Inputs,F86,"=CHOOSE(Inputs!$B$4,C86,D86,E86)",0.0077,0.0077,0.0,0.0,yes,
Inputs,F87,"=CHOOSE(Inputs!$B$4,C87,D87,E87)",516.0,516.0,0.0,0.0,yes,
Inputs,F88,"=CHOOSE(Inputs!$B$4,C88,D88,E88)",4000.0,4000.0,0.0,0.0,yes,
Inputs,F89,"=CHOOSE(Inputs!$B$4,C89,D89,E89)",1.42,1.42,0.0,0.0,yes,
Inputs,F90,"=CHOOSE(Inputs!$B$4,C90,D90,E90)",0.003,0.003,0.0,0.0,yes,
Inputs,F91,"=CHOOSE(Inputs!$B$4,C91,D91,E91)",-0.011,-0.011,0.0,0.0,yes,
Inputs,F92,"=CHOOSE(Inputs!$B$4,C92,D92,E92)",0.007,0.007,0.0,0.0,yes,
Inputs,F93,"=CHOOSE(Inputs!$B$4,C93,D93,E93)",0.08,0.08,0.0,0.0,yes,
Inputs,F94,"=CHOOSE(Inputs!$B$4,C94,D94,E94)",0.025,0.025,0.0,0.0,yes,
Inputs,F95,"=CHOOSE(Inputs!$B$4,C95,D95,E95)",0.0,0.0,0.0,0.0,yes,
Inputs,F96,"=CHOOSE(Inputs!$B$4,C96,D96,E96)",0.0,0.0,0.0,0.0,yes,
Inputs,F100,"=CHOOSE(Inputs!$B$4,C100,D100,E100)",7.0,7.0,0.0,0.0,yes,
Inputs,F101,"=CHOOSE(Inputs!$B$4,C101,D101,E101)",8.0,8.0,0.0,0.0,yes,
Inputs,F102,"=CHOOSE(Inputs!$B$4,C102,D102,E102)",18.0,18.0,0.0,0.0,yes,
Inputs,F103,"=CHOOSE(Inputs!$B$4,C103,D103,E103)",17.0,17.0,0.0,0.0,yes,
Inputs,F104,"=CHOOSE(Inputs!$B$4,C104,D104,E104)",3.0,3.0,0.0,0.0,yes,
Inputs,F105,"=CHOOSE(Inputs!$B$4,C105,D105,E105)",3.0,3.0,0.0,0.0,yes,
Inputs,F106,"=CHOOSE(Inputs!$B$4,C106,D106,E106)",0.8,0.8,0.0,0.0,yes,
Inputs,F107,"=CHOOSE(Inputs!$B$4,C107,D107,E107)",49.0,49.0,0.0,0.0,yes,
Inputs,F108,"=CHOOSE(Inputs!$B$4,C108,D108,E108)",7.0,7.0,0.0,0.0,yes,
Inputs,F109,"=CHOOSE(Inputs!$B$4,C109,D109,E109)",7.0,7.0,0.0,0.0,yes,
Inputs,F110,"=CHOOSE(Inputs!$B$4,C110,D110,E110)",18.0,18.0,0.0,0.0,yes,
Inputs,F111,"=CHOOSE(Inputs!$B$4,C111,D111,E111)",17.0,17.0,0.0,0.0,yes,
Inputs,F112,"=CHOOSE(Inputs!$B$4,C112,D112,E112)",3.0,3.0,0.0,0.0,yes,
Inputs,F113,"=CHOOSE(Inputs!$B$4,C113,D113,E113)",-0.43,-0.43,0.0,0.0,yes,
Inputs,F114,"=CHOOSE(Inputs!$B$4,C114,D114,E114)",-0.36,-0.36,0.0,0.0,yes,
Inputs,F115,"=CHOOSE(Inputs!$B$4,C115,D115,E115)",32.5,32.5,0.0,0.0,yes,
Inputs,F116,"=CHOOSE(Inputs!$B$4,C116,D116,E116)",6.0,6.0,0.0,0.0,yes,
Inputs,F117,"=CHOOSE(Inputs!$B$4,C117,D117,E117)",7.0,7.0,0.0,0.0,yes,
Inputs,F118,"=CHOOSE(Inputs!$B$4,C118,D118,E118)",16.0,16.0,0.0,0.0,yes,
Inputs,F119,"=CHOOSE(Inputs!$B$4,C119,D119,E119)",15.0,15.0,0.0,0.0,yes,
Inputs,F120,"=CHOOSE(Inputs!$B$4,C120,D120,E120)",2.5,2.5,0.0,0.0,yes,
Inputs,F121,"=CHOOSE(Inputs!$B$4,C121,D121,E121)",-1.03,-1.03,0.0,0.0,yes,
Inputs,F122,"=CHOOSE(Inputs!$B$4,C122,D122,E122)",-0.4,-0.4,0.0,0.0,yes,
Inputs,F124,"=CHOOSE(Inputs!$B$4,C124,D124,E124)",6.0,6.0,0.0,0.0,yes,
Inputs,F125,"=CHOOSE(Inputs!$B$4,C125,D125,E125)",7.0,7.0,0.0,0.0,yes,
Inputs,F126,"=CHOOSE(Inputs!$B$4,C126,D126,E126)",16.0,16.0,0.0,0.0,yes,
Inputs,F127,"=CHOOSE(Inputs!$B$4,C127,D127,E127)",15.0,15.0,0.0,0.0,yes,
Inputs,F128,"=CHOOSE(Inputs!$B$4,C128,D128,E128)",2.5,2.5,0.0,0.0,yes,
Inputs,F129,"=CHOOSE(Inputs!$B$4,C129,D129,E129)",-0.8,-0.8,0.0,0.0,yes,
Inputs,F130,"=CHOOSE(Inputs!$B$4,C130,D130,E130)",0.02,0.02,0.0,0.0,yes,
Inputs,F132,"=CHOOSE(Inputs!$B$4,C132,D132,E132)",6.0,6.0,0.0,0.0,yes,
Inputs,F133,"=CHOOSE(Inputs!$B$4,C133,D133,E133)",7.0,7.0,0.0,0.0,yes,
Inputs,F134,"=CHOOSE(Inputs!$B$4,C134,D134,E134)",16.0,16.0,0.0,0.0,yes,
Inputs,F135,"=CHOOSE(Inputs!$B$4,C135,D135,E135)",15.0,15.0,0.0,0.0,yes,
Inputs,F136,"=CHOOSE(Inputs!$B$4,C136,D136,E136)",2.5,2.5,0.0,0.0,yes,
Inputs,F137,"=CHOOSE(Inputs!$B$4,C137,D137,E137)",-0.61,-0.61,0.0,0.0,yes,
Inputs,F138,"=CHOOSE(Inputs!$B$4,C138,D138,E138)",0.66,0.66,0.0,0.0,yes,
Inputs,F140,"=CHOOSE(Inputs!$B$4,C140,D140,E140)",6.0,6.0,0.0,0.0,yes,
Inputs,F141,"=CHOOSE(Inputs!$B$4,C141,D141,E141)",7.0,7.0,0.0,0.0,yes,
Inputs,F142,"=CHOOSE(Inputs!$B$4,C142,D142,E142)",16.0,16.0,0.0,0.0,yes,
Inputs,F143,"=CHOOSE(Inputs!$B$4,C143,D143,E143)",15.0,15.0,0.0,0.0,yes,
Inputs,F144,"=CHOOSE(Inputs!$B$4,C144,D144,E144)",2.5,2.5,0.0,0.0,yes,
Inputs,F145,"=CHOOSE(Inputs!$B$4,C145,D145,E145)",-0.07,-0.07,0.0,0.0,yes,
Inputs,F146,"=CHOOSE(Inputs!$B$4,C146,D146,E146)",0.49,0.49,0.0,0.0,yes,
History,B30,=B21+B22+B23+B24,533.0,533.0,0.0,0.0,yes,
History,B31,=C21+C22+C23+C24,91300.0,91300.0,0.0,0.0,yes,
History,B32,=E21+E22+E23+E24,12241.0,12241.0,0.0,0.0,yes,
History,B33,=History!$B$31/History!$B$30,171.294559099437,171.29455909943715,1.4210854715202004e-13,8.296150671634904e-16,yes,
History,B34,=History!$B$32/History!$B$31,0.13407447973713,0.13407447973713035,3.608224830031759e-16,2.6912092719704234e-15,yes,
History,B35,=G21+G22+G23+G24,4297.0,4297.0,0.0,0.0,yes,
History,B36,=I21+I22+I23+I24,1581.0,1581.0,0.0,0.0,yes,
History,B44,=B25+B26,304.5,304.5,0.0,0.0,yes,
History,B45,=C25+C26,56400.0,56400.0,0.0,0.0,yes,
History,B46,=E25+E26,6286.0,6286.0,0.0,0.0,yes,
History,B47,=J25+J26,2957.0,2957.0,0.0,0.0,yes,
History,B48,=K25+K26,2139.0,2139.0,0.0,0.0,yes,
History,B49,=L25+L26,305.0,305.0,0.0,0.0,yes,
History,B50,=I25+I26,897.0,897.0,0.0,0.0,yes,
History,B51,=B23,133.6,133.6,0.0,0.0,yes,
History,B52,=C23,22900.0,22900.0,0.0,0.0,yes,
History,B53,=D23,171.29,171.29,0.0,0.0,yes,
History,B54,=E23,4095.0,4095.0,0.0,0.0,yes,
History,B55,=F23/100,0.1788,0.1788,0.0,0.0,yes,
History,B60,=B24,121.9,121.9,0.0,0.0,yes,
History,B61,=C24,20400.0,20400.0,0.0,0.0,yes,
History,B62,=D24,167.51,167.51,0.0,0.0,yes,
History,B63,=E24,2778.0,2778.0,0.0,0.0,yes,
History,B64,=F24/100,0.1362,0.1362,0.0,0.0,yes,
History,B69,=B25,156.2,156.2,0.0,0.0,yes,
History,B70,=C25,29200.0,29200.0,0.0,0.0,yes,
History,B71,=D25,186.82,186.82,0.0,0.0,yes,
History,B72,=E25,2678.0,2678.0,0.0,0.0,yes,
History,B73,=F25/100,0.0917,0.0917,0.0,0.0,yes,
History,B78,=B26,148.3,148.3,0.0,0.0,yes,
History,B79,=C26,27200.0,27200.0,0.0,0.0,yes,
History,B80,=D26,183.73,183.73,0.0,0.0,yes,
History,B81,=E26,3608.0,3608.0,0.0,0.0,yes,
History,B82,=F26/100,0.1326,0.1326,0.0,0.0,yes,
History,B99,=H25/100,0.194,0.19399999999999998,2.7755575615628914e-17,1.4306997740014902e-16,yes,
History,B100,=H26/100,0.35,0.35,0.0,0.0,yes,
History,B117,=K21+K22+K23+K24,3789.0,3789.0,0.0,0.0,yes,
History,B118,=L21+L22+L23+L24,561.0,561.0,0.0,0.0,yes,
Revenue,C6,=History!$B$51*History!$B$56,41.0152,41.0152,0.0,0.0,yes,
Revenue,D6,=History!$B$60*History!$B$65,36.5334665334665,36.53346653346654,3.552713678800501e-14,9.724545782005197e-16,yes,
Revenue,E6,=History!$B$69*History!$B$74,45.7666,45.7666,0.0,0.0,yes,
Revenue,F6,=History!$B$78*History!$B$83,43.4953953953954,43.4953953953954,0.0,0.0,yes,
Revenue,G6,=C18,43.0454113848,43.0454113848,0.0,0.0,yes,
Revenue,H6,=D18,37.9765019280719,37.97650192807193,3.552713678800501e-14,9.355031396860601e-16,yes,
Revenue,C7,=History!$B$51*History!$B$57,53.44,53.44,0.0,0.0,yes,
Revenue,D7,=History!$B$60*History!$B$66,48.7112887112887,48.71128871128872,1.4210854715202004e-14,2.9173637346015593e-16,yes,
Revenue,E7,=History!$B$69*History!$B$75,62.0114,62.0114,0.0,0.0,yes,
Revenue,F7,=History!$B$78*History!$B$84,58.7855855855856,58.78558558558559,7.105427357601002e-15,1.2087023182334809e-16,yes,
Revenue,G7,=C19,56.32511872,56.325118720000006,7.105427357601002e-15,1.2615024200699992e-16,yes,
Revenue,H7,=D19,50.8540008791209,50.85400087912089,1.4210854715202004e-14,2.794441827493763e-16,yes,
Revenue,C8,=History!$B$51*History!$B$58,18.036,18.036,0.0,0.0,yes,
Revenue,D8,=History!$B$60*History!$B$67,17.0489510489511,17.048951048951054,4.618527782440651e-14,2.7089806107014405e-15,yes,
Revenue,E8,=History!$B$69*History!$B$76,22.9614,22.961399999999998,3.552713678800501e-15,1.5472548184346341e-16,yes,
Revenue,F8,=History!$B$78*History!$B$85,21.9703703703704,21.970370370370368,3.197442310920451e-14,1.4553429264135545e-15,yes,
Revenue,G8,=C20,20.7414,20.7414,0.0,0.0,yes,
Revenue,H8,=D20,19.4358041958042,19.435804195804202,3.552713678800501e-15,1.827922139474661e-16,yes,
Revenue,C9,=History!$B$51*History!$B$59,21.1088,21.1088,0.0,0.0,yes,
Revenue,D9,=History!$B$60*History!$B$68,19.6062937062937,19.606293706293712,1.0658141036401503e-14,5.4360814930463835e-16,yes,
Revenue,E9,=History!$B$69*History!$B$77,25.4606,25.4606,0.0,0.0,yes,
Revenue,F9,=History!$B$78*History!$B$86,24.0486486486486,24.04864864864864,3.907985046680551e-14,1.6250331167361254e-15,yes,
Revenue,G9,=C21,24.064032,24.064032,0.0,0.0,yes,
Revenue,H9,=D21,22.1551118881119,22.155111888111893,7.105427357601002e-15,3.20712772451114e-16,yes,
Revenue,C10,=Inputs!$C$100/100,0.05,0.05,0.0,0.0,yes,
Revenue,D10,=Inputs!$C$108/100,0.04,0.04,0.0,0.0,yes,
Revenue,E10,=Inputs!$C$116/100,0.03,0.03,0.0,0.0,yes,
Revenue,F10,=Inputs!$C$124/100,0.03,0.03,0.0,0.0,yes,
Revenue,G10,=Inputs!$C$132/100,0.03,0.03,0.0,0.0,yes,
Revenue,H10,=Inputs!$C$140/100,0.03,0.03,0.0,0.0,yes,
Revenue,C11,=Inputs!$C$101/100,0.06,0.06,0.0,0.0,yes,
Revenue,D11,=Inputs!$C$109/100,0.05,0.05,0.0,0.0,yes,
Revenue,E11,=Inputs!$C$117/100,0.04,0.04,0.0,0.0,yes,
Revenue,F11,=Inputs!$C$125/100,0.04,0.04,0.0,0.0,yes,
Revenue,G11,=Inputs!$C$133/100,0.04,0.04,0.0,0.0,yes,
Revenue,H11,=Inputs!$C$141/100,0.04,0.04,0.0,0.0,yes,
Revenue,C12,=Inputs!$C$102/100,0.15,0.15,0.0,0.0,yes,
Revenue,D12,=Inputs!$C$110/100,0.14,0.14,0.0,0.0,yes,
Revenue,E12,=Inputs!$C$118/100,0.12,0.12,0.0,0.0,yes,
Revenue,F12,=Inputs!$C$126/100,0.12,0.12,0.0,0.0,yes,
Revenue,G12,=Inputs!$C$134/100,0.12,0.12,0.0,0.0,yes,
Revenue,H12,=Inputs!$C$142/100,0.12,0.12,0.0,0.0,yes,
Revenue,C13,=Inputs!$C$103/100,0.14,0.14,0.0,0.0,yes,
Revenue,D13,=Inputs!$C$111/100,0.13,0.13,0.0,0.0,yes,
Revenue,E13,=Inputs!$C$119/100,0.11,0.11,0.0,0.0,yes,
Revenue,F13,=Inputs!$C$127/100,0.11,0.11,0.0,0.0,yes,
Revenue,G13,=Inputs!$C$135/100,0.11,0.11,0.0,0.0,yes,
Revenue,H13,=Inputs!$C$143/100,0.11,0.11,0.0,0.0,yes,
Revenue,C14,=Inputs!$C$43*Inputs!$C$151/100,0.000501,0.000501,0.0,0.0,yes,
Revenue,D14,=Inputs!$C$43*Inputs!$C$151/100,0.000501,0.000501,0.0,0.0,yes,
Revenue,E14,=Inputs!$C$66*Inputs!$C$155/100,0.000835,0.000835,0.0,0.0,yes,
Revenue,F14,=Inputs!$C$66*Inputs!$C$155/100,0.000835,0.000835,0.0,0.0,yes,
Revenue,G14,=Inputs!$C$66*Inputs!$C$155/100,0.000835,0.000835,0.0,0.0,yes,
Revenue,H14,=Inputs!$C$66*Inputs!$C$155/100,0.000835,0.000835,0.0,0.0,yes,
Revenue,K14,=Inputs!$C$89*Inputs!$C$159/100,0.000994,0.000994,0.0,0.0,yes,
Revenue,C15,=Inputs!$C$43*Inputs!$C$152/100,0.006012,0.006012,0.0,0.0,yes,
Revenue,D15,=Inputs!$C$43*Inputs!$C$152/100,0.006012,0.006012,0.0,0.0,yes,
Revenue,E15,=Inputs!$C$66*Inputs!$C$156/100,0.011857,0.011857,0.0,0.0,yes,
Revenue,F15,=Inputs!$C$66*Inputs!$C$156/100,0.011857,0.011857,0.0,0.0,yes,
Revenue,G15,=Inputs!$C$66*Inputs!$C$156/100,0.011857,0.011857,0.0,0.0,yes,
Revenue,H15,=Inputs!$C$66*Inputs!$C$156/100,0.011857,0.011857,0.0,0.0,yes,
Revenue,K15,=Inputs!$C$89*Inputs!$C$160/100,0.0142,0.014199999999999999,1.734723475976807e-18,1.2216362506878922e-16,yes,
Revenue,C16,=Inputs!$C$43*Inputs!$C$153/100,0.0,0.0,0.0,0.0,yes,
Revenue,D16,=Inputs!$C$43*Inputs!$C$153/100,0.0,0.0,0.0,0.0,yes,
Revenue,E16,=Inputs!$C$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,F16,=Inputs!$C$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,G16,=Inputs!$C$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,H16,=Inputs!$C$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,K16,=Inputs!$C$89*Inputs!$C$161/100,0.0,0.0,0.0,0.0,yes,
Revenue,C17,=Inputs!$C$43*Inputs!$C$154/100,0.0,0.0,0.0,0.0,yes,
Revenue,D17,=Inputs!$C$43*Inputs!$C$154/100,0.0,0.0,0.0,0.0,yes,
Revenue,E17,=Inputs!$C$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,F17,=Inputs!$C$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,G17,=Inputs!$C$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,H17,=Inputs!$C$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,K17,=Inputs!$C$89*Inputs!$C$162/100,0.0,0.0,0.0,0.0,yes,
Revenue,C18,=C6*(1+C10-C14),43.0454113848,43.0454113848,0.0,0.0,yes,
Revenue,D18,=D6*(1+D10-D14),37.9765019280719,37.97650192807193,3.552713678800501e-14,9.355031396860601e-16,yes,
Revenue,E18,=E6*(1+E10-E14),47.101382889,47.101382889,0.0,0.0,yes,
Revenue,F18,=F6*(1+F10-F14),44.7639386021021,44.76393860210211,7.105427357601002e-15,1.5873105851475125e-16,yes,
Revenue,G18,=G6*(1+G10-G14),44.3008308078377,44.30083080783769,7.105427357601002e-15,1.6039038609505964e-16,yes,
Revenue,H18,=H6*(1+H10-H14),39.0840866068042,39.084086606804156,4.263256414560601e-14,1.0907908524126557e-15,yes,
Revenue,I18,=D18/D22*I22,168.62332117621,168.62332117621045,4.547473508864641e-13,2.6968235930500716e-15,yes,
Revenue,J18,=SUM(E18:H18),175.250238905744,175.25023890574397,2.842170943040401e-14,1.6217786410944777e-16,yes,
Revenue,K18,=J18/J22*K22,183.008492787595,183.0084927875951,8.526512829121202e-14,4.65908040618493e-16,yes,
Revenue,C19,=C7*(1+C11-C15),56.32511872,56.325118720000006,7.105427357601002e-15,1.2615024200699992e-16,yes,
Revenue,D19,=D7*(1+D11-D15),50.8540008791209,50.85400087912089,1.4210854715202004e-14,2.794441827493763e-16,yes,
Revenue,E19,=E7*(1+E11-E15),63.7565868302,63.75658683020001,7.105427357601002e-15,1.1144616910758665e-16,yes,
Revenue,F19,=F7*(1+F11-F15),60.4399883207207,60.43998832072073,2.842170943040401e-14,4.702467723783486e-16,yes,
Revenue,G19,=G7*(1+G11-G15),57.910276536137,57.91027653613697,2.842170943040401e-14,4.907887015989015e-16,yes,
Revenue,H19,=H7*(1+H11-H15),52.285185025862,52.28518502586199,7.105427357601002e-15,1.3589752726487283e-16,yes,
Revenue,I19,=D19/D22*I22,225.802011453735,225.80201145373508,8.526512829121202e-14,3.7761013616427474e-16,yes,
Revenue,J19,=SUM(E19:H19),234.39203671292,234.3920367129197,3.126388037344441e-13,1.3338286066320572e-15,yes,
Revenue,K19,=J19/J22*K22,244.768472945232,244.76847294523233,3.410605131648481e-13,1.3934005023643767e-15,yes,
Revenue,C20,=C8*(1+C12-C16),20.7414,20.7414,0.0,0.0,yes,
Revenue,D20,=D8*(1+D12-D16),19.4358041958042,19.435804195804202,3.552713678800501e-15,1.827922139474661e-16,yes,
Revenue,E20,=E8*(1+E12-E16),25.716768,25.716768,0.0,0.0,yes,
Revenue,F20,=F8*(1+F12-F16),24.6068148148148,24.606814814814815,1.4210854715202004e-14,5.775170342910939e-16,yes,
Revenue,G20,=G8*(1+G12-G16),23.230368,23.230368000000002,3.552713678800501e-15,1.5293402492808124e-16,yes,
Revenue,H20,=H8*(1+H12-H16),21.7681006993007,21.76810069930071,1.0658141036401503e-14,4.896220016449984e-16,yes,
Revenue,I20,=D20/D22*I22,86.2988871232623,86.29888712326226,4.263256414560601e-14,4.940105900173791e-16,yes,
Revenue,J20,=SUM(E20:H20),95.3220515141155,95.32205151411553,2.842170943040401e-14,2.9816510428539454e-16,yes,
Revenue,K20,=J20/J22*K22,99.5419183787944,99.54191837879438,2.842170943040401e-14,2.855250319995715e-16,yes,
Revenue,C21,=C9*(1+C13-C17),24.064032,24.064032,0.0,0.0,yes,
