sheet,address,formula,excel_value,evaluator_value,abs_diff,rel_diff,pass_1e6,note
Revenue,C64,=C63/History!$B$51-1,0.102091393,0.10209139300000003,2.7755575615628914e-17,2.718698883423885e-16,yes,
Revenue,D64,=D63/History!$B$60-1,0.0989159840159841,0.09891598401598412,1.3877787807814457e-17,1.4029873883246115e-16,yes,
Revenue,E64,=E63/History!$B$69-1,0.088388116,0.08838811599999996,4.163336342344337e-17,4.710289720785923e-16,yes,
Revenue,F64,=F63/History!$B$78-1,0.0884284014014014,0.0884284014014014,0.0,0.0,yes,
Revenue,G64,=G63/C63-1,0.088577921207343,0.08857792120734298,1.3877787807814457e-17,1.5667321628974972e-16,yes,
Revenue,H64,=H63/D63-1,0.0894678374030207,0.08946783740302067,2.7755575615628914e-17,3.1022964700264236e-16,yes,
Revenue,I64,=I63/History!$B$30-1,0.098869171775513,0.09886917177551302,1.3877787807814457e-17,1.4036516700397379e-16,yes,
Revenue,J64,=J63/I63-1,0.0886929804893033,0.0886929804893033,0.0,0.0,yes,
Revenue,K64,=K63/J63-1,0.0742954474221198,0.0742954474221198,0.0,0.0,yes,
Revenue,C65,=Inputs!$D$104/100,0.03,0.03,0.0,0.0,yes,
Revenue,D65,=Inputs!$D$112/100,0.03,0.03,0.0,0.0,yes,
Revenue,E65,=Inputs!$D$120/100,0.025,0.025,0.0,0.0,yes,
Revenue,F65,=Inputs!$D$128/100,0.025,0.025,0.0,0.0,yes,
Revenue,G65,=Inputs!$D$136/100,0.025,0.025,0.0,0.0,yes,
Revenue,H65,=Inputs!$D$144/100,0.025,0.025,0.0,0.0,yes,
Revenue,K65,=Inputs!$D$94,0.025,0.025,0.0,0.0,yes,
Revenue,C66,=Inputs!$D$106/100,0.008,0.008,0.0,0.0,yes,
Revenue,D66,=Inputs!$D$114/100,-0.0036,-0.0036,0.0,0.0,yes,
Revenue,E66,=Inputs!$D$122/100,-0.004,-0.004,0.0,0.0,yes,
Revenue,F66,=Inputs!$D$130/100,0.0002,0.0002,0.0,0.0,yes,
Revenue,G66,=Inputs!$D$138/100,0.0066,0.0066,0.0,0.0,yes,
Revenue,H66,=Inputs!$D$146/100,0.0049,0.0049,0.0,0.0,yes,
Revenue,K66,=Inputs!$D$96,0.0,0.0,0.0,0.0,yes,
Revenue,C67,=History!$B$53*(1+C65)*(1+C66),177.8401296,177.84012959999998,2.842170943040401e-14,1.5981606341791603e-16,yes,
Revenue,D67,=History!$B$62*(1+D65)*(1+D66),171.91417292,171.91417292,0.0,0.0,yes,
Revenue,E67,=History!$B$71*(1+E65)*(1+E66),190.724538,190.72453799999997,2.842170943040401e-14,1.490196790011572e-16,yes,
Revenue,F67,=History!$B$80*(1+F65)*(1+F66),188.36091465,188.36091464999996,5.684341886080802e-14,3.0177926756424363e-16,yes,
Revenue,G67,=C67*(1+G65)*(1+G66),183.489221316744,183.48922131674396,2.842170943040401e-14,1.5489579838230222e-16,yes,
Revenue,H67,=D67*(1+H65)*(1+H66),177.075466176491,177.07546617649066,3.410605131648481e-13,1.9260743485769692e-15,yes,
Revenue,I67,=I69/I63,180.322388180878,180.32238818087757,4.263256414560601e-13,2.3642413222057644e-15,yes,
Revenue,J67,=J69/J63,185.183530276601,185.1835302766014,3.979039320256561e-13,2.148700434813628e-15,yes,
Revenue,K67,=K69/K63,189.813118533516,189.81311853351642,4.263256414560601e-13,2.246028329073479e-15,yes,
Revenue,C68,=C67/History!$B$53-1,0.0382400000000001,0.03824000000000005,4.85722573273506e-17,1.2701950137905458e-15,yes,
Revenue,D68,=D67/History!$B$62-1,0.026292,0.026291999999999982,1.734723475976807e-17,6.597913722717204e-16,yes,
Revenue,E68,=E67/History!$B$71-1,0.0208999999999999,0.02089999999999992,1.734723475976807e-17,8.300112325247914e-16,yes,
Revenue,F68,=F67/History!$B$80-1,0.0252049999999999,0.025204999999999922,2.0816681711721685e-17,8.258949300425213e-16,yes,
Revenue,G68,=G67/C67-1,0.0317649999999998,0.03176499999999982,2.0816681711721685e-17,6.553339119068724e-16,yes,
Revenue,H68,=H67/D67-1,0.0300224999999998,0.03002249999999984,4.163336342344337e-17,1.3867387267364007e-15,yes,
Revenue,I68,=I67/History!$B$33-1,0.0527035366966895,0.05270353669668948,2.0816681711721685e-17,3.9497694114006693e-16,yes,
Revenue,J68,=J67/I67-1,0.0269580618622225,0.026958061862222715,2.1510571102112408e-16,7.97927210496387e-15,yes,
Revenue,K68,=K67/J67-1,0.0249999999999999,0.02499999999999991,1.0408340855860843e-17,4.163336342344352e-16,yes,
Revenue,C69,=C63*C67,26185.0757752652,26185.075775265177,2.1827872842550278e-11,8.335997584994274e-16,yes,
Revenue,D69,=D63*D67,23029.2544418324,23029.25444183239,1.0913936421275139e-11,4.739161855561459e-16,yes,
Revenue,E69,=E63*E67,32424.3584759691,32424.358475969057,4.3655745685100555e-11,1.3463873377003112e-15,yes,
Revenue,F69,=F63*F67,30404.0758551785,30404.075855178482,1.8189894035458565e-11,5.982715647106378e-16,yes,
Revenue,G69,=G63*G67,29409.9406490177,29409.940649017746,4.729372449219227e-11,1.6080863629274892e-15,yes,
Revenue,H69,=H63*H67,25842.8855114802,25842.885511480206,7.275957614183426e-12,2.815458672736534e-16,yes,
Revenue,I69,=History!$B$45+C69+D69,105614.330217098,105614.33021709757,4.3655745685100555e-10,4.133505897860922e-15,yes,
Revenue,J69,=SUM(E69:H69),118081.260491645,118081.26049164549,4.94765117764473e-10,4.1900392636770565e-15,yes,
Revenue,K69,=K63*J67*(1+K65)*(1+K66),130025.514586341,130025.51458634115,1.4551915228366852e-10,1.1191584416844518e-15,yes,
Revenue,C70,=C69/History!$B$52-1,0.143453090622933,0.14345309062293343,4.440892098500626e-16,3.095710297503115e-15,yes,
Revenue,D70,=D69/History!$B$61-1,0.128885021658451,0.1288850216584505,4.996003610813204e-16,3.8763260047802584e-15,yes,
Revenue,E70,=E69/History!$B$70-1,0.110423235478392,0.11042323547839228,2.7755575615628914e-16,2.5135629738960286e-15,yes,
Revenue,F70,=F69/History!$B$79-1,0.117796906440385,0.11779690644038543,4.3021142204224816e-16,3.6521453325259374e-15,yes,
Revenue,G70,=G69/C69-1,0.123156598874494,0.12315659887449426,2.636779683484747e-16,2.140997484163899e-15,yes,
Revenue,H70,=H69/D69-1,0.122176385551453,0.1221763855514526,4.0245584642661925e-16,3.2940559225917694e-15,yes,
Revenue,I70,=I69/History!$B$31-1,0.156783463495044,0.15678346349504446,4.718447854656915e-16,3.0095315854570683e-15,yes,
Revenue,J70,=J69/I69-1,0.118042033206301,0.11804203320630147,4.718447854656915e-16,3.997260743900021e-15,yes,
Revenue,K70,=K69/J69-1,0.101152833607673,0.10115283360767258,4.3021142204224816e-16,4.2530832473843245e-15,yes,
Revenue,C71,=History!$B$55+Inputs!$D$26/10000,0.1788,0.1788,0.0,0.0,yes,
Revenue,D71,=History!$B$64+Inputs!$D$26/10000,0.1362,0.1362,0.0,0.0,yes,
Revenue,E71,=History!$B$73+Inputs!$D$49/10000,0.0917,0.0917,0.0,0.0,yes,
Revenue,F71,=History!$B$82+Inputs!$D$49/10000,0.1326,0.1326,0.0,0.0,yes,
Revenue,G71,=C71+Inputs!$D$49/10000,0.1788,0.1788,0.0,0.0,yes,
Revenue,H71,=D71+Inputs!$D$49/10000,0.1362,0.1362,0.0,0.0,yes,
Revenue,I71,=(History!$B$46+C69*C71+D69*D71)/I69,0.133546990968008,0.1335469909680084,3.885780586188048e-16,2.9096728859423713e-15,yes,
Revenue,J71,=(E69*E71+F69*F71+G69*G71+H69*H71)/J69,0.13366382150424,0.1336638215042403,3.0531133177191805e-16,2.2841732963787245e-15,yes,
Revenue,K71,=J71+Inputs!$D$72/10000,0.13416382150424,0.1341638215042403,3.0531133177191805e-16,2.2756606687911656e-15,yes,
Revenue,C72,=Inputs!$D$105/100,0.03,0.03,0.0,0.0,yes,
Revenue,D72,=Inputs!$D$113/100,-0.0043,-0.0043,0.0,0.0,yes,
Revenue,E72,=Inputs!$D$121/100,-0.0103,-0.0103,0.0,0.0,yes,
Revenue,F72,=Inputs!$D$129/100,-0.008,-0.008,0.0,0.0,yes,
Revenue,G72,=Inputs!$D$137/100,-0.0061,-0.0060999999999999995,8.673617379884035e-19,1.4219044885055794e-16,yes,
Revenue,H72,=Inputs!$D$145/100,-0.0007,-0.0007000000000000001,1.0842021724855044e-19,1.5488602464078633e-16,yes,
Revenue,K72,=Inputs!$D$95,0.0,0.0,0.0,0.0,yes,
Revenue,C73,=(1+C72)/(1+C66)-1,0.0218253968253967,0.021825396825396748,4.85722573273506e-17,2.225492517544072e-15,yes,
Revenue,D73,=(1+D72)/(1+D66)-1,-0.000702529104777083,-0.0007025291047770832,2.168404344971009e-19,3.0865686990420945e-16,yes,
Revenue,E73,=(1+E72)/(1+E66)-1,-0.00632530120481922,-0.0063253012048192225,2.6020852139652106e-18,4.113772814459321e-16,yes,
Revenue,F73,=(1+F72)/(1+F66)-1,-0.00819836032793442,-0.008198360327934417,1.734723475976807e-18,2.1159395374048795e-16,yes,
Revenue,G73,=(1+G72)/(1+G66)-1,-0.0126167295847407,-0.012616729584740694,6.938893903907228e-18,5.499756380844899e-16,yes,
Revenue,H73,=(1+H72)/(1+H66)-1,-0.00557269380037806,-0.005572693800378059,8.673617379884035e-19,1.5564496616152863e-16,yes,
Revenue,K73,=(1+K72)/(1+K66)-1,0.0,0.0,0.0,0.0,yes,
Revenue,C74,=C69*C71*(1+C73),4784.07568955946,4784.07568955946,0.0,0.0,yes,
Revenue,D74,=D69*D71*(1+D73),3134.38091310836,3134.380913108358,1.8189894035458565e-12,5.803345075062903e-16,yes,
Revenue,E74,=E69*E71*(1+E73),2954.506567693,2954.5065676929976,2.2737367544323206e-12,7.695825689796139e-16,yes,
Revenue,F74,=F69*F71*(1+F73),3998.52810910767,3998.5281091076718,1.8189894035458565e-12,4.549147471047264e-16,yes,
Revenue,G74,=G69*G71*(1+G73),5192.15234847735,5192.152348477352,1.8189894035458565e-12,3.5033436645580954e-16,yes,
Revenue,H74,=H69*H71*(1+H73),3500.18623341521,3500.186233415205,5.002220859751105e-12,1.4291299165731322e-15,yes,
Revenue,I74,=History!$B$46+C74+D74,14204.4566026678,14204.456602667819,1.8189894035458565e-11,1.280576550323102e-15,yes,
Revenue,J74,=SUM(E74:H74),15645.3732586932,15645.373258693226,2.546585164964199e-11,1.6276921763750248e-15,yes,
Revenue,K74,=K69*K71*(1+K73),17444.7199299589,17444.71992995887,3.2741809263825417e-11,1.8768893622416876e-15,yes,
Revenue,C75,=C74/C69,0.182702380952381,0.18270238095238095,5.551115123125783e-17,3.0383375926406827e-16,yes,
Revenue,D75,=D74/D69,0.136104315535929,0.13610431553592936,3.608224830031759e-16,2.651073050713991e-15,yes,
Revenue,E75,=E74/E69,0.0911199698795181,0.09111996987951809,1.3877787807814457e-17,1.523023748379651e-16,yes,
Revenue,F75,=F74/F69,0.131512897420516,0.1315128974205159,1.1102230246251565e-16,8.441932665168107e-16,yes,
Revenue,G75,=G74/G69,0.176544128750248,0.17654412875024836,3.608224830031759e-16,2.0438090213332473e-15,yes,
Revenue,H75,=H74/H69,0.135440999104389,0.1354409991043885,4.996003610813204e-16,3.68869370711199e-15,yes,
Revenue,I75,=I74/I69,0.134493648479989,0.13449364847998918,1.942890293094024e-16,1.444596317411301e-15,yes,
Revenue,J75,=J74/J69,0.132496665377316,0.13249666537731591,8.326672684688674e-17,6.284439431721907e-16,yes,
Revenue,K75,=K74/K69,0.13416382150424,0.1341638215042403,3.0531133177191805e-16,2.2756606687911656e-15,yes,
Revenue,C76,=I76*C74/(C74+D74),16.9621288072449,16.962128807244923,2.4868995751603507e-14,1.4661482667777747e-15,yes,
Revenue,D76,=I76*D74/(C74+D74),11.1130709940774,11.11307099407737,3.019806626980426e-14,2.7173466529547066e-15,yes,
Revenue,E76,=J76*E74/SUM(E74:H74),37.1382060885834,37.13820608858343,2.842170943040401e-14,7.652957001372519e-16,yes,
Revenue,F76,=J76*F74/SUM(E74:H74),50.2615775476133,50.26157754761334,4.263256414560601e-14,8.482138091511298e-16,yes,
Revenue,G76,=J76*G74/SUM(E74:H74),65.265457883765,65.26545788376497,2.842170943040401e-14,4.3547858778562256e-16,yes,
Revenue,H76,=J76*H74/SUM(E74:H74),43.9974102973474,43.99741029734742,2.1316282072803006e-14,4.844894717380253e-16,yes,
Revenue,I76,=Inputs!$D$41-History!$B$43*I74/History!$B$32,28.0751998013223,28.07519980132229,7.105427357601002e-15,2.530855490925606e-16,yes,
Revenue,J76,=Inputs!$D$64-History!$B$43*J74/History!$B$32,196.662651817309,196.66265181730915,1.4210854715202004e-13,7.226005844975209e-16,yes,
Revenue,K76,=Inputs!$D$87-History!$B$43*K74/History!$B$32,498.898730564537,498.89873056453666,3.410605131648481e-13,6.836267407995115e-16,yes,
Revenue,C77,=C74+C76,4801.03781836671,4801.037818366705,4.547473508864641e-12,9.471855213195696e-16,yes,
Revenue,D77,=D74+D76,3145.49398410244,3145.4939841024357,4.547473508864641e-12,1.4457104454333435e-15,yes,
Revenue,E77,=E74+E76,2991.64477378158,2991.644773781581,9.094947017729282e-13,3.040115958096468e-16,yes,
Revenue,F77,=F74+F76,4048.78968665529,4048.789686655285,5.002220859751105e-12,1.235485477607864e-15,yes,
Revenue,G77,=G74+G76,5257.41780636112,5257.417806361116,3.637978807091713e-12,6.919706481554509e-16,yes,
Revenue,H77,=H74+H76,3544.18364371255,3544.1836437125526,2.7284841053187847e-12,7.698483994076227e-16,yes,
Revenue,I77,=I74+I76,14232.5318024691,14232.53180246914,4.001776687800884e-11,2.811711045751279e-15,yes,
Revenue,J77,=J74+J76,15842.0359105105,15842.035910510534,3.456079866737127e-11,2.181588203852108e-15,yes,
Revenue,K77,=K74+K76,17943.6186605234,17943.618660523403,3.637978807091713e-12,2.027449911814831e-16,yes,
Revenue,C78,=C77/History!$B$54-1,0.172414607659757,0.17241460765975702,2.7755575615628914e-17,1.6098157802499987e-16,yes,
Revenue,D78,=D77/History!$B$63-1,0.132287251296773,0.132287251296773,0.0,0.0,yes,
Revenue,E78,=E77/History!$B$72-1,0.117119034272435,0.11711903427243509,8.326672684688674e-17,7.109581065465141e-16,yes,
Revenue,F78,=F77/History!$B$81-1,0.122170090536387,0.12217009053638717,1.6653345369377348e-16,1.3631278569297052e-15,yes,
Revenue,G78,=G77/C77-1,0.095058611337844,0.09505861133784399,1.3877787807814457e-17,1.4599190554648402e-16,yes,
Revenue,H78,=H77/D77-1,0.126749458630385,0.126749458630385,0.0,0.0,yes,
Revenue,I78,=I77/History!$B$32-1,0.162693554649877,0.16269355464987667,3.3306690738754696e-16,2.0472040708946348e-15,yes,
Revenue,J78,=J77/I77-1,0.113086282214537,0.11308628221453665,3.469446951953614e-16,3.0679644639583212e-15,yes,
Revenue,K78,=K77/J77-1,0.132658628088234,0.13265862808823425,2.498001805406602e-16,1.883030030843621e-15,yes,
Revenue,E79,=History!$B$99-Costs!$D$52,-0.168411669847347,-0.16841166984734676,2.498001805406602e-16,1.4832712054163824e-15,yes,
Revenue,F79,=History!$B$100-Costs!$D$52,-0.0124116698473468,-0.012411669847346762,3.8163916471489756e-17,3.0748414146423595e-15,yes,
Revenue,G79,=Inputs!$D$107/100-Costs!$D$52,0.127588330152653,0.12758833015265325,2.498001805406602e-16,1.9578607247370227e-15,yes,
Revenue,H79,=Inputs!$D$115/100-Costs!$D$52,-0.0374116698473467,-0.03741166984734673,2.7755575615628914e-17,7.418961978677187e-16,yes,
Revenue,E80,=-(E79*E77+F79*F77+G79*G77+H79*H77)/SUM(E77:H77),0.00100295204688374,0.0010029520468837416,1.5178830414797062e-18,1.5134153683577392e-15,yes,
Revenue,F80,=-(E79*E77+F79*F77+G79*G77+H79*H77)/SUM(E77:H77),0.00100295204688374,0.0010029520468837416,1.5178830414797062e-18,1.5134153683577392e-15,yes,
Revenue,G80,=-(E79*E77+F79*F77+G79*G77+H79*H77)/SUM(E77:H77),0.00100295204688374,0.0010029520468837416,1.5178830414797062e-18,1.5134153683577392e-15,yes,
Revenue,H80,=-(E79*E77+F79*F77+G79*G77+H79*H77)/SUM(E77:H77),0.00100295204688374,0.0010029520468837416,1.5178830414797062e-18,1.5134153683577392e-15,yes,
Revenue,C81,=Inputs!$D$107/100,0.49,0.49,0.0,0.0,yes,
Revenue,D81,=Inputs!$D$115/100,0.325,0.325,0.0,0.0,yes,
Revenue,E81,=Costs!$E$52+E79+E80,0.191495266330644,0.191495266330644,0.0,0.0,yes,
Revenue,F81,=Costs!$E$52+F79+F80,0.347495266330644,0.347495266330644,0.0,0.0,yes,
Revenue,G81,=Costs!$E$52+G79+G80,0.487495266330644,0.487495266330644,0.0,0.0,yes,
Revenue,H81,=Costs!$E$52+H79+H80,0.322495266330644,0.322495266330644,0.0,0.0,yes,
Revenue,I81,=Costs!$D$52,0.362411669847347,0.36241166984734674,2.7755575615628914e-16,7.658576675337182e-16,yes,
Revenue,J81,=Costs!$E$52,0.358903984131107,0.358903984131107,0.0,0.0,yes,
Revenue,K81,=Costs!$F$52,0.373458734952211,0.37345873495221094,5.551115123125783e-17,1.4864065567608485e-16,yes,
Revenue,C82,=C77*C81,2352.50853099969,2352.5085309996857,4.092726157978177e-12,1.7397285085461467e-15,yes,
Revenue,D82,=D77*D81,1022.28554483329,1022.2855448332916,1.5916157281026244e-12,1.5569189412359106e-15,yes,
Revenue,E82,=E77*E81,572.885812721983,572.8858127219831,1.1368683772161603e-13,1.984458947961194e-16,yes,
Revenue,F82,=F77*F81,1406.93525048104,1406.9352504810429,2.9558577807620168e-12,2.100919555289687e-15,yes,
Revenue,G82,=G77*G81,2562.96629372348,2562.9662937234825,2.7284841053187847e-12,1.0645805651056134e-15,yes,
Revenue,H82,=H77*H81,1142.98244810379,1142.982448103792,2.0463630789890885e-12,1.7903713940524677e-15,yes,
Revenue,I82,=Costs!$D$51,5158.03561668831,5158.035616688309,9.094947017729282e-13,1.7632578938197882e-16,yes,
Revenue,J82,=Costs!$E$51,5685.7698050303,5685.769805030301,9.094947017729282e-13,1.5995981774856277e-16,yes,
Revenue,K82,=Costs!$F$51,6701.20112542396,6701.201125423956,3.637978807091713e-12,5.428845872554753e-16,yes,
Revenue,C83,=C63/I63,0.251391662569508,0.25139166256950785,1.6653345369377348e-16,6.624462084048956e-16,yes,
Revenue,D83,=D63/I63,0.228715183838459,0.2287151838384589,1.1102230246251565e-16,4.854172801265806e-16,yes,
Revenue,E83,=E63/J63,0.266615994326573,0.266615994326573,0.0,0.0,yes,
Revenue,F83,=F63/J63,0.253140944005565,0.25314094400556514,1.1102230246251565e-16,4.385790015070612e-16,yes,
Revenue,G83,=G63/J63,0.25136509406516,0.25136509406515967,3.3306690738754696e-16,1.3250324537949086e-15,yes,
Revenue,H83,=H63/J63,0.228877967602702,0.2288779676027023,3.0531133177191805e-16,1.3339481076740971e-15,yes,
Revenue,C84,=History!$B$97,0.251023295047981,0.2510232950479808,1.6653345369377348e-16,6.63418324032206e-16,yes,
Revenue,D84,=History!$B$98,0.224994004407846,0.2249940044078461,8.326672684688674e-17,3.700842032036967e-16,yes,
Revenue,E84,=History!$B$95,0.269486182357886,0.269486182357886,0.0,0.0,yes,
Revenue,F84,=History!$B$96,0.254496518186287,0.254496518186287,0.0,0.0,yes,
Revenue,G84,=History!$B$97,0.251023295047981,0.2510232950479808,1.6653345369377348e-16,6.63418324032206e-16,yes,
Revenue,H84,=History!$B$98,0.224994004407846,0.2249940044078461,8.326672684688674e-17,3.700842032036967e-16,yes,
Revenue,C88,=History!$B$51*History!$B$56,41.0152,41.0152,0.0,0.0,yes,
Revenue,D88,=History!$B$60*History!$B$65,36.5334665334665,36.53346653346654,3.552713678800501e-14,9.724545782005197e-16,yes,
Revenue,E88,=History!$B$69*History!$B$74,45.7666,45.7666,0.0,0.0,yes,
Revenue,F88,=History!$B$78*History!$B$83,43.4953953953954,43.4953953953954,0.0,0.0,yes,
Revenue,G88,=C100,44.706568,44.706568000000004,7.105427357601002e-15,1.5893475333648965e-16,yes,
Revenue,H88,=D100,39.8214785214785,39.821478521478525,2.842170943040401e-14,7.137281307893724e-16,yes,
Revenue,C89,=History!$B$51*History!$B$57,53.44,53.44,0.0,0.0,yes,
Revenue,D89,=History!$B$60*History!$B$66,48.7112887112887,48.71128871128872,1.4210854715202004e-14,2.9173637346015593e-16,yes,
Revenue,E89,=History!$B$69*History!$B$75,62.0114,62.0114,0.0,0.0,yes,
Revenue,F89,=History!$B$78*History!$B$84,58.7855855855856,58.78558558558559,7.105427357601002e-15,1.2087023182334809e-16,yes,
Revenue,G89,=C101,58.784,58.784,0.0,0.0,yes,
Revenue,H89,=D101,53.0953046953047,53.095304695304705,7.105427357601002e-15,1.338240245230073e-16,yes,
Revenue,C90,=History!$B$51*History!$B$58,18.036,18.036,0.0,0.0,yes,
Revenue,D90,=History!$B$60*History!$B$67,17.0489510489511,17.048951048951054,4.618527782440651e-14,2.7089806107014405e-15,yes,
Revenue,E90,=History!$B$69*History!$B$76,22.9614,22.961399999999998,3.552713678800501e-15,1.5472548184346341e-16,yes,
Revenue,F90,=History!$B$78*History!$B$85,21.9703703703704,21.970370370370368,3.197442310920451e-14,1.4553429264135545e-15,yes,
Revenue,G90,=C102,21.82356,21.82356,0.0,0.0,yes,
Revenue,H90,=D102,20.6292307692308,20.629230769230773,2.842170943040401e-14,1.3777396621494947e-15,yes,
Revenue,C91,=History!$B$51*History!$B$59,21.1088,21.1088,0.0,0.0,yes,
Revenue,D91,=History!$B$60*History!$B$68,19.6062937062937,19.606293706293712,1.0658141036401503e-14,5.4360814930463835e-16,yes,
Revenue,E91,=History!$B$69*History!$B$77,25.4606,25.4606,0.0,0.0,yes,
Revenue,F91,=History!$B$78*History!$B$86,24.0486486486486,24.04864864864864,3.907985046680551e-14,1.6250331167361254e-15,yes,
Revenue,G91,=C103,25.119472,25.119472,0.0,0.0,yes,
Revenue,H91,=D103,23.3314895104895,23.331489510489515,1.4210854715202004e-14,6.090847611256452e-16,yes,
Revenue,C92,=Inputs!$E$100/100,0.09,0.09,0.0,0.0,yes,
Revenue,D92,=Inputs!$E$108/100,0.09,0.09,0.0,0.0,yes,
Revenue,E92,=Inputs!$E$116/100,0.08,0.08,0.0,0.0,yes,
Revenue,F92,=Inputs!$E$124/100,0.08,0.08,0.0,0.0,yes,
Revenue,G92,=Inputs!$E$132/100,0.08,0.08,0.0,0.0,yes,
Revenue,H92,=Inputs!$E$140/100,0.08,0.08,0.0,0.0,yes,
Revenue,C93,=Inputs!$E$101/100,0.1,0.1,0.0,0.0,yes,
Revenue,D93,=Inputs!$E$109/100,0.09,0.09,0.0,0.0,yes,
Revenue,E93,=Inputs!$E$117/100,0.09,0.09,0.0,0.0,yes,
Revenue,F93,=Inputs!$E$125/100,0.09,0.09,0.0,0.0,yes,
Revenue,G93,=Inputs!$E$133/100,0.09,0.09,0.0,0.0,yes,
Revenue,H93,=Inputs!$E$141/100,0.09,0.09,0.0,0.0,yes,
Revenue,C94,=Inputs!$E$102/100,0.21,0.21,0.0,0.0,yes,
Revenue,D94,=Inputs!$E$110/100,0.21,0.21,0.0,0.0,yes,
Revenue,E94,=Inputs!$E$118/100,0.19,0.19,0.0,0.0,yes,
Revenue,F94,=Inputs!$E$126/100,0.19,0.19,0.0,0.0,yes,
Revenue,G94,=Inputs!$E$134/100,0.19,0.19,0.0,0.0,yes,
Revenue,H94,=Inputs!$E$142/100,0.19,0.19,0.0,0.0,yes,
Revenue,C95,=Inputs!$E$103/100,0.19,0.19,0.0,0.0,yes,
Revenue,D95,=Inputs!$E$111/100,0.19,0.19,0.0,0.0,yes,
Revenue,E95,=Inputs!$E$119/100,0.18,0.18,0.0,0.0,yes,
Revenue,F95,=Inputs!$E$127/100,0.18,0.18,0.0,0.0,yes,
Revenue,G95,=Inputs!$E$135/100,0.18,0.18,0.0,0.0,yes,
Revenue,H95,=Inputs!$E$143/100,0.18,0.18,0.0,0.0,yes,
Revenue,C96,=Inputs!$E$43*Inputs!$C$151/100,0.0,0.0,0.0,0.0,yes,
Revenue,D96,=Inputs!$E$43*Inputs!$C$151/100,0.0,0.0,0.0,0.0,yes,
Revenue,E96,=Inputs!$E$66*Inputs!$C$155/100,0.0,0.0,0.0,0.0,yes,
Revenue,F96,=Inputs!$E$66*Inputs!$C$155/100,0.0,0.0,0.0,0.0,yes,
Revenue,G96,=Inputs!$E$66*Inputs!$C$155/100,0.0,0.0,0.0,0.0,yes,
Revenue,H96,=Inputs!$E$66*Inputs!$C$155/100,0.0,0.0,0.0,0.0,yes,
Revenue,K96,=Inputs!$E$89*Inputs!$C$159/100,0.0,0.0,0.0,0.0,yes,
Revenue,C97,=Inputs!$E$43*Inputs!$C$152/100,0.0,0.0,0.0,0.0,yes,
Revenue,D97,=Inputs!$E$43*Inputs!$C$152/100,0.0,0.0,0.0,0.0,yes,
Revenue,E97,=Inputs!$E$66*Inputs!$C$156/100,0.0,0.0,0.0,0.0,yes,
Revenue,F97,=Inputs!$E$66*Inputs!$C$156/100,0.0,0.0,0.0,0.0,yes,
Revenue,G97,=Inputs!$E$66*Inputs!$C$156/100,0.0,0.0,0.0,0.0,yes,
Revenue,H97,=Inputs!$E$66*Inputs!$C$156/100,0.0,0.0,0.0,0.0,yes,
Revenue,K97,=Inputs!$E$89*Inputs!$C$160/100,0.0,0.0,0.0,0.0,yes,
Revenue,C98,=Inputs!$E$43*Inputs!$C$153/100,0.0,0.0,0.0,0.0,yes,
Revenue,D98,=Inputs!$E$43*Inputs!$C$153/100,0.0,0.0,0.0,0.0,yes,
Revenue,E98,=Inputs!$E$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,F98,=Inputs!$E$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,G98,=Inputs!$E$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,H98,=Inputs!$E$66*Inputs!$C$157/100,0.0,0.0,0.0,0.0,yes,
Revenue,K98,=Inputs!$E$89*Inputs!$C$161/100,0.0,0.0,0.0,0.0,yes,
Revenue,C99,=Inputs!$E$43*Inputs!$C$154/100,0.0,0.0,0.0,0.0,yes,
Revenue,D99,=Inputs!$E$43*Inputs!$C$154/100,0.0,0.0,0.0,0.0,yes,
Revenue,E99,=Inputs!$E$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,F99,=Inputs!$E$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,G99,=Inputs!$E$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,H99,=Inputs!$E$66*Inputs!$C$158/100,0.0,0.0,0.0,0.0,yes,
Revenue,K99,=Inputs!$E$89*Inputs!$C$162/100,0.0,0.0,0.0,0.0,yes,
Revenue,C100,=C88*(1+C92-C96),44.706568,44.706568000000004,7.105427357601002e-15,1.5893475333648965e-16,yes,
Revenue,D100,=D88*(1+D92-D96),39.8214785214785,39.821478521478525,2.842170943040401e-14,7.137281307893724e-16,yes,
Revenue,E100,=E88*(1+E92-E96),49.427928,49.427928,0.0,0.0,yes,
Revenue,F100,=F88*(1+F92-F96),46.975027027027,46.97502702702703,3.552713678800501e-14,7.562983788719166e-16,yes,
Revenue,G100,=G88*(1+G92-G96),48.28309344,48.28309344000001,7.105427357601002e-15,1.471618086448978e-16,yes,
Revenue,H100,=H88*(1+H92-H96),43.0071968031968,43.00719680319681,1.4210854715202004e-14,3.3042969018026496e-16,yes,
Revenue,I100,=D100/D104*I104,172.174335041554,172.17433504155431,3.126388037344441e-13,1.8158269852413756e-15,yes,
