window,draw,weight_0,weight_1,weight_2,weight_3,lambda_Q1,lambda_Q2,lambda_Q3,lambda_Q4
W1,82,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,83,0.2923935648120138,0.1908165303125013,0.5167899048754849,0.0,0.10916338029207677,0.15057448442994983,0.1730244091063874,0.12380086993557785
W1,84,0.29245268751126985,0.19110890337342573,0.5164384091153045,1.0164395367051604e-20,0.10878134157453277,0.15010924604745793,0.17206437053902984,0.12363587469065354
W1,85,0.2922090635463281,0.23884235051042968,0.4689485859432421,0.0,0.11022398551177805,0.1476121345013564,0.17326296802334132,0.12397308029124335
W1,86,0.23290098789195385,0.3575479783694356,0.4095510337386106,3.2526065174565133e-19,0.11473794762410575,0.14295507265815224,0.1739735896870811,0.12364862059318561
W1,87,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
W1,88,0.4032245063633704,0.0,0.5967754936366296,0.0,0.10436838367846842,0.15525406846685003,0.17193218894995674,0.12514231516319035
W1,89,0.43404965231931947,0.0,0.5659503476806806,4.618734962539816e-17,0.1041827089860876,0.15328386087927368,0.17205384019234854,0.12576401073708682
W1,90,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,91,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,92,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,93,0.3427391826357362,2.0147601761543154e-18,0.6572608173642638,2.1964765532878693e-17,0.10703115652461057,0.15853928095735023,0.17075383162870525,0.12419335900111127
W1,94,0.4363101081635267,4.779350244759621e-19,0.5636898918364732,8.795836042080948e-19,0.10430607747644281,0.15394442935446953,0.17208996509417548,0.1258089375130489
W1,95,0.3016038457688482,0.17169130899744475,0.5267048452337072,0.0,0.1099556057495004,0.15049477041329395,0.1728490222948078,0.12423392896031486
W1,96,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,97,0.004777913358022425,9.198215576303291e-06,0.9624435383138483,0.032769350112552956,0.11660652878563568,0.17579140764826054,0.16447781522764485,0.11743953017264094
W1,98,0.25,0.25,0.25,0.25,0.10786943620178042,0.14358260869565218,0.18250696378830084,0.12648833238474672
W1,99,0.21479907179376082,0.412990797722348,0.3722097869629978,3.435208935066727e-07,0.11532784839184661,0.1415182022455138,0.17499456095297114,0.12324735122877635
W1,100,0.4363101081635267,4.779350244759621e-19,0.5636898918364732,8.795836042080948e-19,0.10430607747644281,0.15394442935446953,0.17208996509417548,0.1258089375130489
W1,101,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
W1,102,0.412762023348576,1.0861356347698514e-17,0.587237976651424,0.0,0.10504520376525492,0.15465404389545842,0.17169014717947056,0.12547608779132563
W1,103,0.22570001701249806,0.3557763435830533,0.41852363940444864,1.4823076576950256e-20,0.11566199665341033,0.1426490692072475,0.1732088816881099,0.12368380142126782
W1,104,0.00478626556226326,3.379525687700704e-06,0.9624417813714995,0.032768573540549614,0.11660619225568189,0.17579137756261637,0.16447787927159707,0.11743965315682187
W1,105,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,106,0.2924289061611244,0.1909860524777099,0.5165850413611658,4.6590948002049284e-21,0.1089404588242367,0.15030262826481805,0.17246457838270723,0.12370476002526974
W1,107,0.2923935648120138,0.1908165303125013,0.5167899048754849,0.0,0.10916338029207677,0.15057448442994983,0.1730244091063874,0.12380086993557785
W1,108,0.0047906840276413605,0.0,0.9624404404464318,0.03276887552592684,0.11660600397693195,0.17579136768968104,0.16447794044107086,0.11743972430264542
W1,109,0.00478626556226326,3.379525687700704e-06,0.9624417813714995,0.032768573540549614,0.11660619225568189,0.17579137756261637,0.16447787927159707,0.11743965315682187
W1,110,0.36892947963934686,0.05273014843055227,0.5783403719301009,1.3764698983188657e-20,0.10596620312765437,0.15427788680294457,0.17233353805162763,0.12487217145545748
W1,111,0.29245268751126985,0.19110890337342573,0.5164384091153045,1.0164395367051604e-20,0.10878134157453277,0.15010924604745793,0.17206437053902984,0.12363587469065354
W1,112,0.21479900459158804,0.41299081000326016,0.3722098157031206,3.6970203123207294e-07,0.11532785077473161,0.14151820426352604,0.17499456120538656,0.12324735002472163
W1,113,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,114,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,115,0.412762023348576,1.0861356347698514e-17,0.587237976651424,0.0,0.10504520376525492,0.15465404389545842,0.17169014717947056,0.12547608779132563
W1,116,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,117,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,118,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,119,0.43489759005793627,5.643284105049992e-17,0.5651024099420636,0.0,0.1047759170844279,0.15306382080987002,0.17209216252891835,0.12602020881750448
W1,120,0.6668442204458984,0.27246446997730683,0.0001183666098222939,0.06057294296697242,0.10110777708155552,0.13119125898420111,0.17946084716092492,0.13152848273659878
W1,121,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,122,0.43489759005793627,5.643284105049992e-17,0.5651024099420636,0.0,0.1047759170844279,0.15306382080987002,0.17209216252891835,0.12602020881750448
W1,123,0.22570001701249806,0.3557763435830533,0.41852363940444864,1.4823076576950256e-20,0.11566199665341033,0.1426490692072475,0.1732088816881099,0.12368380142126782
W1,124,0.4363101081635267,4.779350244759621e-19,0.5636898918364732,8.795836042080948e-19,0.10430607747644281,0.15394442935446953,0.17208996509417548,0.1258089375130489
W1,125,0.4363101081635267,4.779350244759621e-19,0.5636898918364732,8.795836042080948e-19,0.10430607747644281,0.15394442935446953,0.17208996509417548,0.1258089375130489
W1,126,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
W1,127,0.22570001701249806,0.3557763435830533,0.41852363940444864,1.4823076576950256e-20,0.11566199665341033,0.1426490692072475,0.1732088816881099,0.12368380142126782
W1,128,0.3417817549380928,0.20205906797307593,0.4561591770888313,0.0,0.10824733312357888,0.1473718418540005,0.1729158169923424,0.12462418955960466
W1,129,0.3253602246598522,0.23621760047287443,0.43842217486727336,8.907949044741938e-17,0.10950616033107492,0.14623247767283165,0.17331890645292178,0.12454152019670332
W1,130,0.3253602246598522,0.23621760047287443,0.43842217486727336,8.907949044741938e-17,0.10950616033107492,0.14623247767283165,0.17331890645292178,0.12454152019670332
W1,131,0.3016038457688482,0.17169130899744475,0.5267048452337072,0.0,0.1099556057495004,0.15049477041329395,0.1728490222948078,0.12423392896031486
W1,132,0.29245268751126985,0.19110890337342573,0.5164384091153045,1.0164395367051604e-20,0.10878134157453277,0.15010924604745793,0.17206437053902984,0.12363587469065354
W1,133,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,134,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
W1,135,0.3016038457688482,0.17169130899744475,0.5267048452337072,0.0,0.1099556057495004,0.15049477041329395,0.1728490222948078,0.12423392896031486
W1,136,0.6392192824281621,0.2275428226100858,0.1150816661514012,0.018156228810351054,0.10152324103961108,0.13462733814871747,0.17691182995239707,0.13019385996309008
W1,137,0.33725595533467895,0.05807692114590027,0.6046671235194209,3.1109826500346255e-17,0.10767948942043681,0.1554420856527043,0.17175149044274954,0.12442169510291841
W1,138,0.0047906840276413605,0.0,0.9624404404464318,0.03276887552592684,0.11660600397693195,0.17579136768968104,0.16447794044107086,0.11743972430264542
W1,139,0.00478626556226326,3.379525687700704e-06,0.9624417813714995,0.032768573540549614,0.11660619225568189,0.17579137756261637,0.16447787927159707,0.11743965315682187
W1,140,0.4333276589682958,0.0,0.566672341031704,1.6763162717559584e-16,0.10368226870922088,0.15346827679415181,0.17202518706947584,0.12555010699433566
W1,141,0.4032245063633704,0.0,0.5967754936366296,0.0,0.10436838367846842,0.15525406846685003,0.17193218894995674,0.12514231516319035
W1,142,0.36892947963934686,0.05273014843055227,0.5783403719301009,1.3764698983188657e-20,0.10596620312765437,0.15427788680294457,0.17233353805162763,0.12487217145545748
W1,143,0.0047906840276413605,0.0,0.9624404404464318,0.03276887552592684,0.11660600397693195,0.17579136768968104,0.16447794044107086,0.11743972430264542
W1,144,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,145,0.4333276589682958,0.0,0.566672341031704,1.6763162717559584e-16,0.10368226870922088,0.15346827679415181,0.17202518706947584,0.12555010699433566
W1,146,0.412762023348576,1.0861356347698514e-17,0.587237976651424,0.0,0.10504520376525492,0.15465404389545842,0.17169014717947056,0.12547608779132563
W1,147,0.4363101081635267,4.779350244759621e-19,0.5636898918364732,8.795836042080948e-19,0.10430607747644281,0.15394442935446953,0.17208996509417548,0.1258089375130489
W1,148,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
W1,149,0.29245268751126985,0.19110890337342573,0.5164384091153045,1.0164395367051604e-20,0.10878134157453277,0.15010924604745793,0.17206437053902984,0.12363587469065354
W1,150,0.3016038457688482,0.17169130899744475,0.5267048452337072,0.0,0.1099556057495004,0.15049477041329395,0.1728490222948078,0.12423392896031486
W1,151,0.3417817549380928,0.20205906797307593,0.4561591770888313,0.0,0.10824733312357888,0.1473718418540005,0.1729158169923424,0.12462418955960466
W1,152,0.3253602246598522,0.23621760047287443,0.43842217486727336,8.907949044741938e-17,0.10950616033107492,0.14623247767283165,0.17331890645292178,0.12454152019670332
W1,153,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,154,0.23290098789195385,0.3575479783694356,0.4095510337386106,3.2526065174565133e-19,0.11473794762410575,0.14295507265815224,0.1739735896870811,0.12364862059318561
W1,155,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,156,0.2922090635463281,0.23884235051042968,0.4689485859432421,0.0,0.11022398551177805,0.1476121345013564,0.17326296802334132,0.12397308029124335
W1,157,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
W1,158,0.43404965231931947,0.0,0.5659503476806806,4.618734962539816e-17,0.1041827089860876,0.15328386087927368,0.17205384019234854,0.12576401073708682
W1,159,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W1,160,0.412762023348576,1.0861356347698514e-17,0.587237976651424,0.0,0.10504520376525492,0.15465404389545842,0.17169014717947056,0.12547608779132563
W1,161,0.22570001701249806,0.3557763435830533,0.41852363940444864,1.4823076576950256e-20,0.11566199665341033,0.1426490692072475,0.1732088816881099,0.12368380142126782
W1,162,0.2922090635463281,0.23884235051042968,0.4689485859432421,0.0,0.11022398551177805,0.1476121345013564,0.17326296802334132,0.12397308029124335
W1,163,0.36892947963934686,0.05273014843055227,0.5783403719301009,1.3764698983188657e-20,0.10596620312765437,0.15427788680294457,0.17233353805162763,0.12487217145545748
W1,164,0.004777913358022425,9.198215576303291e-06,0.9624435383138483,0.032769350112552956,0.11660652878563568,0.17579140764826054,0.16447781522764485,0.11743953017264094
W1,165,0.6391627541828043,0.2274478563521237,0.1153210681927233,0.01806832127234872,0.10152406951200432,0.1346346972917642,0.17690661694768506,0.13019112896881366
W1,166,0.3417817549380928,0.20205906797307593,0.4561591770888313,0.0,0.10824733312357888,0.1473718418540005,0.1729158169923424,0.12462418955960466
W1,167,0.2922090635463281,0.23884235051042968,0.4689485859432421,0.0,0.11022398551177805,0.1476121345013564,0.17326296802334132,0.12397308029124335
W1,168,0.4363101081635267,4.779350244759621e-19,0.5636898918364732,8.795836042080948e-19,0.10430607747644281,0.15394442935446953,0.17208996509417548,0.1258089375130489
W1,169,0.2922090635463281,0.23884235051042968,0.4689485859432421,0.0,0.11022398551177805,0.1476121345013564,0.17326296802334132,0.12397308029124335
W1,170,0.29245268751126985,0.19110890337342573,0.5164384091153045,1.0164395367051604e-20,0.10878134157453277,0.15010924604745793,0.17206437053902984,0.12363587469065354
W1,171,0.41054709664272926,4.686008060292775e-18,0.5894529033572709,1.8511917613751297e-19,0.10482964210473866,0.1547856968068215,0.17203123575164583,0.12550491082888876
W1,172,0.4603685796461705,0.0,0.5396314203538295,4.5144614971716514e-20,0.10344887848871819,0.1525820887339597,0.17241944027085612,0.126129110145113
