quarter,vintage_date,point,sd,n_train,actual,target,pool,scheme,window,prior_basis
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,equal,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,equal,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,equal,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,equal,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,equal,W1,PIT
2024Q2,2024-05-08,2875.5857118186664,147.5887864892191,4,2748.0,revenue_musd,all,equal,W1,PIT
2024Q3,2024-08-06,3818.1061270781393,188.92052883349325,5,3732.0,revenue_musd,all,equal,W1,PIT
2024Q4,2024-11-07,2454.379949785245,110.35123159715343,6,2480.0,revenue_musd,all,equal,W1,PIT
2025Q1,2025-02-13,2371.687964650136,107.90237269660587,7,2272.0,revenue_musd,all,equal,W1,PIT
2025Q2,2025-05-01,3068.8794415146385,166.63696309461352,8,3096.0,revenue_musd,all,equal,W1,PIT
2025Q3,2025-08-06,4130.597653439652,188.24958592596985,9,4095.0,revenue_musd,all,equal,W1,PIT
2025Q4,2025-11-06,2741.3843127468717,108.71577009962401,10,2778.0,revenue_musd,all,equal,W1,PIT
2026Q1,2026-02-12,2652.664425967818,126.17903009226403,11,2678.0,revenue_musd,all,equal,W1,PIT
2026Q2,2026-05-07,3621.034844836319,147.66408810859554,12,3608.0,revenue_musd,all,equal,W1,PIT
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,inv_mse,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,inv_mse,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,inv_mse,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,inv_mse,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,inv_mse,W1,PIT
2024Q2,2024-05-08,2838.4483329170084,114.00941079206203,4,2748.0,revenue_musd,all,inv_mse,W1,PIT
2024Q3,2024-08-06,3779.4385250107453,132.08780470444768,5,3732.0,revenue_musd,all,inv_mse,W1,PIT
2024Q4,2024-11-07,2457.8923173416088,66.61872187197376,6,2480.0,revenue_musd,all,inv_mse,W1,PIT
2025Q1,2025-02-13,2354.0073487729906,76.62461728439304,7,2272.0,revenue_musd,all,inv_mse,W1,PIT
2025Q2,2025-05-01,3053.9403117404895,107.76943886507397,8,3096.0,revenue_musd,all,inv_mse,W1,PIT
2025Q3,2025-08-06,4128.812223682608,123.60282357542368,9,4095.0,revenue_musd,all,inv_mse,W1,PIT
2025Q4,2025-11-06,2746.655631535728,70.21864334183103,10,2778.0,revenue_musd,all,inv_mse,W1,PIT
2026Q1,2026-02-12,2667.533815089027,85.61861692087518,11,2678.0,revenue_musd,all,inv_mse,W1,PIT
2026Q2,2026-05-07,3623.204585413924,96.6317275870946,12,3608.0,revenue_musd,all,inv_mse,W1,PIT
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,stack_ls,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,stack_ls,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,stack_ls,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,stack_ls,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,stack_ls,W1,PIT
2024Q2,2024-05-08,2813.9660144235086,122.96767874183847,4,2748.0,revenue_musd,all,stack_ls,W1,PIT
2024Q3,2024-08-06,3766.0917779631927,119.1816782494994,5,3732.0,revenue_musd,all,stack_ls,W1,PIT
2024Q4,2024-11-07,2460.2546006564953,46.366943678063784,6,2480.0,revenue_musd,all,stack_ls,W1,PIT
2025Q1,2025-02-13,2339.3457013176785,55.62815253185566,7,2272.0,revenue_musd,all,stack_ls,W1,PIT
2025Q2,2025-05-01,3061.800855247314,55.30230501822857,8,3096.0,revenue_musd,all,stack_ls,W1,PIT
2025Q3,2025-08-06,4121.198540026272,71.87865616340764,9,4095.0,revenue_musd,all,stack_ls,W1,PIT
2025Q4,2025-11-06,2742.6844222793948,48.39915454854074,10,2778.0,revenue_musd,all,stack_ls,W1,PIT
2026Q1,2026-02-12,2661.403185442371,64.06669101133087,11,2678.0,revenue_musd,all,stack_ls,W1,PIT
2026Q2,2026-05-07,3621.33827206805,64.20279200824514,12,3608.0,revenue_musd,all,stack_ls,W1,PIT
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,stack_shrunk,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,stack_shrunk,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,stack_shrunk,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,stack_shrunk,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,stack_shrunk,W1,PIT
2024Q2,2024-05-08,2844.7758631210877,139.28746078892325,4,2748.0,revenue_musd,all,stack_shrunk,W1,PIT
2024Q3,2024-08-06,3792.0989525206655,160.07495885056431,5,3732.0,revenue_musd,all,stack_shrunk,W1,PIT
2024Q4,2024-11-07,2457.31727522087,84.68926597415658,6,2480.0,revenue_musd,all,stack_shrunk,W1,PIT
2025Q1,2025-02-13,2355.5168329839075,87.35108581579752,7,2272.0,revenue_musd,all,stack_shrunk,W1,PIT
2025Q2,2025-05-01,3065.340148380976,124.19999114632971,8,3096.0,revenue_musd,all,stack_shrunk,W1,PIT
2025Q3,2025-08-06,4125.898096732963,142.5633534251269,9,4095.0,revenue_musd,all,stack_shrunk,W1,PIT
2025Q4,2025-11-06,2742.0343675131335,84.14999100346391,10,2778.0,revenue_musd,all,stack_shrunk,W1,PIT
2026Q1,2026-02-12,2657.033805705094,100.15955144354146,11,2678.0,revenue_musd,all,stack_shrunk,W1,PIT
2026Q2,2026-05-07,3621.1865584521847,113.85676846951068,12,3608.0,revenue_musd,all,stack_shrunk,W1,PIT
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,bma_logscore,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,bma_logscore,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,bma_logscore,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,bma_logscore,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,bma_logscore,W1,PIT
2024Q2,2024-05-08,2788.136763205459,53.94860355818666,4,2748.0,revenue_musd,all,bma_logscore,W1,PIT
2024Q3,2024-08-06,3791.474585067995,59.602736608537285,5,3732.0,revenue_musd,all,bma_logscore,W1,PIT
2024Q4,2024-11-07,2474.336370730239,33.65172649101458,6,2480.0,revenue_musd,all,bma_logscore,W1,PIT
2025Q1,2025-02-13,2308.5124246134133,37.025958047208846,7,2272.0,revenue_musd,all,bma_logscore,W1,PIT
2025Q2,2025-05-01,3084.6336208406733,42.66867908293647,8,3096.0,revenue_musd,all,bma_logscore,W1,PIT
2025Q3,2025-08-06,4143.83612233499,51.888915762500226,9,4095.0,revenue_musd,all,bma_logscore,W1,PIT
2025Q4,2025-11-06,2744.7468324913784,35.89475346650219,10,2778.0,revenue_musd,all,bma_logscore,W1,PIT
2026Q1,2026-02-12,2663.089356001191,35.143034787828284,11,2678.0,revenue_musd,all,bma_logscore,W1,PIT
2026Q2,2026-05-07,3638.967811919437,35.08165088138383,12,3608.0,revenue_musd,all,bma_logscore,W1,PIT
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,top3_inv_mse,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,top3_inv_mse,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,top3_inv_mse,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,top3_inv_mse,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,top3_inv_mse,W1,PIT
2024Q2,2024-05-08,2823.267809538149,117.01370229164394,4,2748.0,revenue_musd,all,top3_inv_mse,W1,PIT
2024Q3,2024-08-06,3783.080334981246,125.41729807099613,5,3732.0,revenue_musd,all,top3_inv_mse,W1,PIT
2024Q4,2024-11-07,2467.4940375959536,35.53384397072123,6,2480.0,revenue_musd,all,top3_inv_mse,W1,PIT
2025Q1,2025-02-13,2327.031788031789,49.79521562832015,7,2272.0,revenue_musd,all,top3_inv_mse,W1,PIT
2025Q2,2025-05-01,3072.941474833485,51.3875884395023,8,3096.0,revenue_musd,all,top3_inv_mse,W1,PIT
2025Q3,2025-08-06,4134.836721533652,60.879540712120495,9,4095.0,revenue_musd,all,top3_inv_mse,W1,PIT
2025Q4,2025-11-06,2747.784576003774,39.09090789432258,10,2778.0,revenue_musd,all,top3_inv_mse,W1,PIT
2026Q1,2026-02-12,2673.4434776525036,43.72732880516803,11,2678.0,revenue_musd,all,top3_inv_mse,W1,PIT
2026Q2,2026-05-07,3633.1562979145683,43.286272609439244,12,3608.0,revenue_musd,all,top3_inv_mse,W1,PIT
2023Q1,2023-02-14,1877.7315341908372,144.67560402959256,0,1818.0,revenue_musd,all,top1_trailing,W1,PIT
2023Q2,2023-05-09,2566.870143747862,162.8990584367046,0,2484.0,revenue_musd,all,top1_trailing,W1,PIT
2023Q3,2023-08-03,3430.649246636949,204.71936268804183,1,3397.0,revenue_musd,all,top1_trailing,W1,PIT
2023Q4,2023-11-01,2216.5441472071834,111.22929083892359,2,2218.0,revenue_musd,all,top1_trailing,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,top1_trailing,W1,PIT
2024Q2,2024-05-08,2780.5746964338723,32.983881699385144,4,2748.0,revenue_musd,all,top1_trailing,W1,PIT
2024Q3,2024-08-06,3797.505297997992,43.49625372391965,5,3732.0,revenue_musd,all,top1_trailing,W1,PIT
2024Q4,2024-11-07,2475.4926233313317,31.939743649814577,6,2480.0,revenue_musd,all,top1_trailing,W1,PIT
2025Q1,2025-02-13,2304.4525605571416,28.733357730666455,7,2272.0,revenue_musd,all,top1_trailing,W1,PIT
2025Q2,2025-05-01,3089.7995563511695,41.358009032753266,8,3096.0,revenue_musd,all,top1_trailing,W1,PIT
2025Q3,2025-08-06,4148.845512842963,52.1261829545349,9,4095.0,revenue_musd,all,top1_trailing,W1,PIT
2025Q4,2025-11-06,2747.0467926243923,36.19947446316084,10,2778.0,revenue_musd,all,top1_trailing,W1,PIT
2026Q1,2026-02-12,2661.139952591579,34.72667964248334,11,2678.0,revenue_musd,all,top1_trailing,W1,PIT
2026Q2,2026-05-07,3639.950050096528,34.7487289741326,12,3608.0,revenue_musd,all,top1_trailing,W1,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,equal,W2,PIT
2024Q2,2024-05-08,2875.5857118186664,147.5887864892191,4,2748.0,revenue_musd,all,equal,W2,PIT
2024Q3,2024-08-06,3818.1061270781393,188.92052883349325,5,3732.0,revenue_musd,all,equal,W2,PIT
2024Q4,2024-11-07,2454.379949785245,110.35123159715343,6,2480.0,revenue_musd,all,equal,W2,PIT
2025Q1,2025-02-13,2371.687964650136,107.90237269660587,7,2272.0,revenue_musd,all,equal,W2,PIT
2025Q2,2025-05-01,3068.8794415146385,166.63696309461352,8,3096.0,revenue_musd,all,equal,W2,PIT
2025Q3,2025-08-06,4130.597653439652,188.24958592596985,9,4095.0,revenue_musd,all,equal,W2,PIT
2025Q4,2025-11-06,2741.3843127468717,108.71577009962401,10,2778.0,revenue_musd,all,equal,W2,PIT
2026Q1,2026-02-12,2652.664425967818,126.17903009226403,11,2678.0,revenue_musd,all,equal,W2,PIT
2026Q2,2026-05-07,3621.034844836319,147.66408810859554,12,3608.0,revenue_musd,all,equal,W2,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,inv_mse,W2,PIT
2024Q2,2024-05-08,2838.4483329170084,114.00941079206203,4,2748.0,revenue_musd,all,inv_mse,W2,PIT
2024Q3,2024-08-06,3779.4385250107453,132.08780470444768,5,3732.0,revenue_musd,all,inv_mse,W2,PIT
2024Q4,2024-11-07,2457.8923173416088,66.61872187197376,6,2480.0,revenue_musd,all,inv_mse,W2,PIT
2025Q1,2025-02-13,2354.0073487729906,76.62461728439304,7,2272.0,revenue_musd,all,inv_mse,W2,PIT
2025Q2,2025-05-01,3053.9403117404895,107.76943886507397,8,3096.0,revenue_musd,all,inv_mse,W2,PIT
2025Q3,2025-08-06,4128.812223682608,123.60282357542368,9,4095.0,revenue_musd,all,inv_mse,W2,PIT
2025Q4,2025-11-06,2746.655631535728,70.21864334183103,10,2778.0,revenue_musd,all,inv_mse,W2,PIT
2026Q1,2026-02-12,2667.533815089027,85.61861692087518,11,2678.0,revenue_musd,all,inv_mse,W2,PIT
2026Q2,2026-05-07,3623.204585413924,96.6317275870946,12,3608.0,revenue_musd,all,inv_mse,W2,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,stack_ls,W2,PIT
2024Q2,2024-05-08,2813.9660144235086,122.96767874183847,4,2748.0,revenue_musd,all,stack_ls,W2,PIT
2024Q3,2024-08-06,3766.0917779631927,119.1816782494994,5,3732.0,revenue_musd,all,stack_ls,W2,PIT
2024Q4,2024-11-07,2460.2546006564953,46.366943678063784,6,2480.0,revenue_musd,all,stack_ls,W2,PIT
2025Q1,2025-02-13,2339.3457013176785,55.62815253185566,7,2272.0,revenue_musd,all,stack_ls,W2,PIT
2025Q2,2025-05-01,3061.800855247314,55.30230501822857,8,3096.0,revenue_musd,all,stack_ls,W2,PIT
2025Q3,2025-08-06,4121.198540026272,71.87865616340764,9,4095.0,revenue_musd,all,stack_ls,W2,PIT
2025Q4,2025-11-06,2742.6844222793948,48.39915454854074,10,2778.0,revenue_musd,all,stack_ls,W2,PIT
2026Q1,2026-02-12,2661.403185442371,64.06669101133087,11,2678.0,revenue_musd,all,stack_ls,W2,PIT
2026Q2,2026-05-07,3621.33827206805,64.20279200824514,12,3608.0,revenue_musd,all,stack_ls,W2,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,stack_shrunk,W2,PIT
2024Q2,2024-05-08,2844.7758631210877,139.28746078892325,4,2748.0,revenue_musd,all,stack_shrunk,W2,PIT
2024Q3,2024-08-06,3792.0989525206655,160.07495885056431,5,3732.0,revenue_musd,all,stack_shrunk,W2,PIT
2024Q4,2024-11-07,2457.31727522087,84.68926597415658,6,2480.0,revenue_musd,all,stack_shrunk,W2,PIT
2025Q1,2025-02-13,2355.5168329839075,87.35108581579752,7,2272.0,revenue_musd,all,stack_shrunk,W2,PIT
2025Q2,2025-05-01,3065.340148380976,124.19999114632971,8,3096.0,revenue_musd,all,stack_shrunk,W2,PIT
2025Q3,2025-08-06,4125.898096732963,142.5633534251269,9,4095.0,revenue_musd,all,stack_shrunk,W2,PIT
2025Q4,2025-11-06,2742.0343675131335,84.14999100346391,10,2778.0,revenue_musd,all,stack_shrunk,W2,PIT
2026Q1,2026-02-12,2657.033805705094,100.15955144354146,11,2678.0,revenue_musd,all,stack_shrunk,W2,PIT
2026Q2,2026-05-07,3621.1865584521847,113.85676846951068,12,3608.0,revenue_musd,all,stack_shrunk,W2,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,bma_logscore,W2,PIT
2024Q2,2024-05-08,2788.136763205459,53.94860355818666,4,2748.0,revenue_musd,all,bma_logscore,W2,PIT
2024Q3,2024-08-06,3791.474585067995,59.602736608537285,5,3732.0,revenue_musd,all,bma_logscore,W2,PIT
2024Q4,2024-11-07,2474.336370730239,33.65172649101458,6,2480.0,revenue_musd,all,bma_logscore,W2,PIT
2025Q1,2025-02-13,2308.5124246134133,37.025958047208846,7,2272.0,revenue_musd,all,bma_logscore,W2,PIT
2025Q2,2025-05-01,3084.6336208406733,42.66867908293647,8,3096.0,revenue_musd,all,bma_logscore,W2,PIT
2025Q3,2025-08-06,4143.83612233499,51.888915762500226,9,4095.0,revenue_musd,all,bma_logscore,W2,PIT
2025Q4,2025-11-06,2744.7468324913784,35.89475346650219,10,2778.0,revenue_musd,all,bma_logscore,W2,PIT
2026Q1,2026-02-12,2663.089356001191,35.143034787828284,11,2678.0,revenue_musd,all,bma_logscore,W2,PIT
2026Q2,2026-05-07,3638.967811919437,35.08165088138383,12,3608.0,revenue_musd,all,bma_logscore,W2,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,top3_inv_mse,W2,PIT
2024Q2,2024-05-08,2823.267809538149,117.01370229164394,4,2748.0,revenue_musd,all,top3_inv_mse,W2,PIT
2024Q3,2024-08-06,3783.080334981246,125.41729807099613,5,3732.0,revenue_musd,all,top3_inv_mse,W2,PIT
2024Q4,2024-11-07,2467.4940375959536,35.53384397072123,6,2480.0,revenue_musd,all,top3_inv_mse,W2,PIT
2025Q1,2025-02-13,2327.031788031789,49.79521562832015,7,2272.0,revenue_musd,all,top3_inv_mse,W2,PIT
2025Q2,2025-05-01,3072.941474833485,51.3875884395023,8,3096.0,revenue_musd,all,top3_inv_mse,W2,PIT
2025Q3,2025-08-06,4134.836721533652,60.879540712120495,9,4095.0,revenue_musd,all,top3_inv_mse,W2,PIT
2025Q4,2025-11-06,2747.784576003774,39.09090789432258,10,2778.0,revenue_musd,all,top3_inv_mse,W2,PIT
2026Q1,2026-02-12,2673.4434776525036,43.72732880516803,11,2678.0,revenue_musd,all,top3_inv_mse,W2,PIT
2026Q2,2026-05-07,3633.1562979145683,43.286272609439244,12,3608.0,revenue_musd,all,top3_inv_mse,W2,PIT
2024Q1,2024-02-13,2128.1263053940766,107.33845712374021,3,2142.0,revenue_musd,all,top1_trailing,W2,PIT
2024Q2,2024-05-08,2780.5746964338723,32.983881699385144,4,2748.0,revenue_musd,all,top1_trailing,W2,PIT
2024Q3,2024-08-06,3797.505297997992,43.49625372391965,5,3732.0,revenue_musd,all,top1_trailing,W2,PIT
2024Q4,2024-11-07,2475.4926233313317,31.939743649814577,6,2480.0,revenue_musd,all,top1_trailing,W2,PIT
2025Q1,2025-02-13,2304.4525605571416,28.733357730666455,7,2272.0,revenue_musd,all,top1_trailing,W2,PIT
2025Q2,2025-05-01,3089.7995563511695,41.358009032753266,8,3096.0,revenue_musd,all,top1_trailing,W2,PIT
2025Q3,2025-08-06,4148.845512842963,52.1261829545349,9,4095.0,revenue_musd,all,top1_trailing,W2,PIT
2025Q4,2025-11-06,2747.0467926243923,36.19947446316084,10,2778.0,revenue_musd,all,top1_trailing,W2,PIT
2026Q1,2026-02-12,2661.139952591579,34.72667964248334,11,2678.0,revenue_musd,all,top1_trailing,W2,PIT
2026Q2,2026-05-07,3639.950050096528,34.7487289741326,12,3608.0,revenue_musd,all,top1_trailing,W2,PIT
2023Q1,2023-02-14,1848.7828253977161,128.74323438665567,0,1818.0,revenue_musd,all,equal,W1,full_sample
2023Q2,2023-05-09,2516.0271581857696,126.55871131665761,0,2484.0,revenue_musd,all,equal,W1,full_sample
2023Q3,2023-08-03,3407.896254264088,149.76415150913147,1,3397.0,revenue_musd,all,equal,W1,full_sample
2023Q4,2023-11-01,2222.537797211648,86.26116748697908,2,2218.0,revenue_musd,all,equal,W1,full_sample
2024Q1,2024-02-13,2104.2494030707003,82.92296217767507,3,2142.0,revenue_musd,all,equal,W1,full_sample
2024Q2,2024-05-08,2839.353362776823,118.90304459379506,4,2748.0,revenue_musd,all,equal,W1,full_sample
2024Q3,2024-08-06,3800.9258364376906,152.30228721801677,5,3732.0,revenue_musd,all,equal,W1,full_sample
2024Q4,2024-11-07,2462.44898971313,92.69574284111309,6,2480.0,revenue_musd,all,equal,W1,full_sample
2025Q1,2025-02-13,2348.804627164361,91.63069135824892,7,2272.0,revenue_musd,all,equal,W1,full_sample
2025Q2,2025-05-01,3068.8291059813073,141.75131721943754,8,3096.0,revenue_musd,all,equal,W1,full_sample
2025Q3,2025-08-06,4134.476872007583,159.6293586497898,9,4095.0,revenue_musd,all,equal,W1,full_sample
2025Q4,2025-11-06,2748.8610042618398,103.4951207711447,10,2778.0,revenue_musd,all,equal,W1,full_sample
2026Q1,2026-02-12,2649.417329621845,123.28888670894197,11,2678.0,revenue_musd,all,equal,W1,full_sample
2026Q2,2026-05-07,3619.195731974368,148.47606903458856,12,3608.0,revenue_musd,all,equal,W1,full_sample
2023Q1,2023-02-14,1848.7828253977161,128.74323438665567,0,1818.0,revenue_musd,all,inv_mse,W1,full_sample
2023Q2,2023-05-09,2516.0271581857696,126.55871131665761,0,2484.0,revenue_musd,all,inv_mse,W1,full_sample
2023Q3,2023-08-03,3407.896254264088,149.76415150913147,1,3397.0,revenue_musd,all,inv_mse,W1,full_sample
2023Q4,2023-11-01,2222.537797211648,86.26116748697908,2,2218.0,revenue_musd,all,inv_mse,W1,full_sample
2024Q1,2024-02-13,2104.2494030707003,82.92296217767507,3,2142.0,revenue_musd,all,inv_mse,W1,full_sample
2024Q2,2024-05-08,2822.70944710282,97.27540778377225,4,2748.0,revenue_musd,all,inv_mse,W1,full_sample
2024Q3,2024-08-06,3777.351627824459,126.4836485396822,5,3732.0,revenue_musd,all,inv_mse,W1,full_sample
2024Q4,2024-11-07,2464.4526918564443,71.34692948169621,6,2480.0,revenue_musd,all,inv_mse,W1,full_sample
2025Q1,2025-02-13,2337.681900551865,71.887725043946,7,2272.0,revenue_musd,all,inv_mse,W1,full_sample
2025Q2,2025-05-01,3063.4268078077275,104.45027478802209,8,3096.0,revenue_musd,all,inv_mse,W1,full_sample
2025Q3,2025-08-06,4133.140737002288,125.81956662008137,9,4095.0,revenue_musd,all,inv_mse,W1,full_sample
2025Q4,2025-11-06,2763.346490113806,79.96011726778852,10,2778.0,revenue_musd,all,inv_mse,W1,full_sample
2026Q1,2026-02-12,2680.634532201774,88.75574983414393,11,2678.0,revenue_musd,all,inv_mse,W1,full_sample
2026Q2,2026-05-07,3627.0723057414034,112.10980667797155,12,3608.0,revenue_musd,all,inv_mse,W1,full_sample
2023Q1,2023-02-14,1848.7828253977161,128.74323438665567,0,1818.0,revenue_musd,all,stack_ls,W1,full_sample
2023Q2,2023-05-09,2516.0271581857696,126.55871131665761,0,2484.0,revenue_musd,all,stack_ls,W1,full_sample
2023Q3,2023-08-03,3407.896254264088,149.76415150913147,1,3397.0,revenue_musd,all,stack_ls,W1,full_sample
2023Q4,2023-11-01,2222.537797211648,86.26116748697908,2,2218.0,revenue_musd,all,stack_ls,W1,full_sample
2024Q1,2024-02-13,2104.2494030707003,82.92296217767507,3,2142.0,revenue_musd,all,stack_ls,W1,full_sample
2024Q2,2024-05-08,2797.789692989666,113.12945900089863,4,2748.0,revenue_musd,all,stack_ls,W1,full_sample
2024Q3,2024-08-06,3785.170228984925,135.90284914852205,5,3732.0,revenue_musd,all,stack_ls,W1,full_sample
2024Q4,2024-11-07,2467.210411339745,41.83433428157614,6,2480.0,revenue_musd,all,stack_ls,W1,full_sample
2025Q1,2025-02-13,2333.5323924398535,44.809628014306256,7,2272.0,revenue_musd,all,stack_ls,W1,full_sample
2025Q2,2025-05-01,3071.533685722896,54.57914330139355,8,3096.0,revenue_musd,all,stack_ls,W1,full_sample
2025Q3,2025-08-06,4137.942299440404,73.62720216655164,9,4095.0,revenue_musd,all,stack_ls,W1,full_sample
2025Q4,2025-11-06,2760.6019175117567,43.430575429309464,10,2778.0,revenue_musd,all,stack_ls,W1,full_sample
2026Q1,2026-02-12,2689.483332726524,59.831157090069766,11,2678.0,revenue_musd,all,stack_ls,W1,full_sample
2026Q2,2026-05-07,3634.534200193994,68.63289059207104,12,3608.0,revenue_musd,all,stack_ls,W1,full_sample
2023Q1,2023-02-14,1848.7828253977161,128.74323438665567,0,1818.0,revenue_musd,all,stack_shrunk,W1,full_sample
2023Q2,2023-05-09,2516.0271581857696,126.55871131665761,0,2484.0,revenue_musd,all,stack_shrunk,W1,full_sample
2023Q3,2023-08-03,3407.896254264088,149.76415150913147,1,3397.0,revenue_musd,all,stack_shrunk,W1,full_sample
2023Q4,2023-11-01,2222.537797211648,86.26116748697908,2,2218.0,revenue_musd,all,stack_shrunk,W1,full_sample
2024Q1,2024-02-13,2104.2494030707003,82.92296217767507,3,2142.0,revenue_musd,all,stack_shrunk,W1,full_sample
2024Q2,2024-05-08,2818.571527883245,117.89821421590305,4,2748.0,revenue_musd,all,stack_shrunk,W1,full_sample
2024Q3,2024-08-06,3793.048032711308,144.55049408706296,5,3732.0,revenue_musd,all,stack_shrunk,W1,full_sample
2024Q4,2024-11-07,2464.8297005264376,71.95119121182645,6,2480.0,revenue_musd,all,stack_shrunk,W1,full_sample
2025Q1,2025-02-13,2341.168509802107,72.52829426613933,7,2272.0,revenue_musd,all,stack_shrunk,W1,full_sample
2025Q2,2025-05-01,3070.1813958521016,107.41502733032507,8,3096.0,revenue_musd,all,stack_shrunk,W1,full_sample
2025Q3,2025-08-06,4136.209585723994,124.31512706719076,9,4095.0,revenue_musd,all,stack_shrunk,W1,full_sample
2025Q4,2025-11-06,2754.7314608867982,79.58134023603085,10,2778.0,revenue_musd,all,stack_shrunk,W1,full_sample
2026Q1,2026-02-12,2669.4503311741846,98.95089501126067,11,2678.0,revenue_musd,all,stack_shrunk,W1,full_sample
2026Q2,2026-05-07,3626.864966084181,115.91645925115499,12,3608.0,revenue_musd,all,stack_shrunk,W1,full_sample
2023Q1,2023-02-14,1848.7828253977161,128.74323438665567,0,1818.0,revenue_musd,all,bma_logscore,W1,full_sample
2023Q2,2023-05-09,2516.0271581857696,126.55871131665761,0,2484.0,revenue_musd,all,bma_logscore,W1,full_sample
2023Q3,2023-08-03,3407.896254264088,149.76415150913147,1,3397.0,revenue_musd,all,bma_logscore,W1,full_sample
2023Q4,2023-11-01,2222.537797211648,86.26116748697908,2,2218.0,revenue_musd,all,bma_logscore,W1,full_sample
2024Q1,2024-02-13,2104.2494030707003,82.92296217767507,3,2142.0,revenue_musd,all,bma_logscore,W1,full_sample
2024Q2,2024-05-08,2795.46069418083,57.112031211175214,4,2748.0,revenue_musd,all,bma_logscore,W1,full_sample
2024Q3,2024-08-06,3772.5101162399133,73.36205063673631,5,3732.0,revenue_musd,all,bma_logscore,W1,full_sample
2024Q4,2024-11-07,2470.3263885497026,42.00962788831022,6,2480.0,revenue_musd,all,bma_logscore,W1,full_sample
2025Q1,2025-02-13,2322.7254074179546,43.96369222232345,7,2272.0,revenue_musd,all,bma_logscore,W1,full_sample
2025Q2,2025-05-01,3081.2829731755405,54.731491731319196,8,3096.0,revenue_musd,all,bma_logscore,W1,full_sample
2025Q3,2025-08-06,4156.479620114621,67.59501570755894,9,4095.0,revenue_musd,all,bma_logscore,W1,full_sample
