quarter,vintage_date,point,sd,n_train,actual,target,pool,scheme,window,prior_basis
2026Q1,2026-02-12,9.070952218982287,0.3400957825578901,11,9.17,take_rate_pct,repaired,bma_logscore,W2,PIT
2026Q2,2026-05-07,12.926472225891384,0.2948508036877235,12,13.26,take_rate_pct,repaired,bma_logscore,W2,PIT
2024Q1,2024-02-13,9.18731877163071,0.3747064064962348,3,9.35,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2024Q2,2024-05-08,13.404274572954545,0.3401689845694856,4,12.96,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2024Q3,2024-08-06,18.724187674276454,0.32028305105457644,5,18.57,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2024Q4,2024-11-07,14.469947381925627,0.29423735957531233,6,14.09,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2025Q1,2025-02-13,9.361138104725136,0.28559324594481883,7,9.27,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2025Q2,2025-05-01,13.149156955406992,0.4812844336444329,8,13.17,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2025Q3,2025-08-06,18.563774298802585,0.2935367617501188,9,17.88,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2025Q4,2025-11-06,13.895958589926519,0.3147196263999268,10,13.62,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2026Q1,2026-02-12,9.246380170462565,0.43877001594474885,11,9.17,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2026Q2,2026-05-07,12.98987453592706,0.32344938577506566,12,13.26,take_rate_pct,repaired,top3_inv_mse,W2,PIT
2024Q1,2024-02-13,9.18731877163071,0.3747064064962348,3,9.35,take_rate_pct,repaired,top1_trailing,W2,PIT
2024Q2,2024-05-08,13.35,0.2657360062166954,4,12.96,take_rate_pct,repaired,top1_trailing,W2,PIT
2024Q3,2024-08-06,18.73,0.2570846164203522,5,18.57,take_rate_pct,repaired,top1_trailing,W2,PIT
2024Q4,2024-11-07,14.465000000000002,0.2349588363137348,6,14.09,take_rate_pct,repaired,top1_trailing,W2,PIT
2025Q1,2025-02-13,9.395,0.2275912297456619,7,9.27,take_rate_pct,repaired,top1_trailing,W2,PIT
2025Q2,2025-05-01,12.875000000000002,0.2147418508349032,8,13.17,take_rate_pct,repaired,top1_trailing,W2,PIT
2025Q3,2025-08-06,18.55,0.2559155676737494,9,17.88,take_rate_pct,repaired,top1_trailing,W2,PIT
2025Q4,2025-11-06,13.895,0.2889257139505206,10,13.62,take_rate_pct,repaired,top1_trailing,W2,PIT
2026Q1,2026-02-12,9.0125,0.2763815160683548,11,9.17,take_rate_pct,repaired,top1_trailing,W2,PIT
2026Q2,2026-05-07,12.9075,0.2829892801720723,12,13.26,take_rate_pct,repaired,top1_trailing,W2,PIT
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,equal,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,equal,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,equal,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,equal,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,equal,W1,full_sample
2024Q2,2024-05-08,13.26058802829888,0.3643192708733665,4,12.96,take_rate_pct,repaired,equal,W1,full_sample
2024Q3,2024-08-06,18.6737289878671,0.37261750015378214,5,18.57,take_rate_pct,repaired,equal,W1,full_sample
2024Q4,2024-11-07,14.50429435358385,0.3615364158642866,6,14.09,take_rate_pct,repaired,equal,W1,full_sample
2025Q1,2025-02-13,9.344281654777841,0.4180863277424479,7,9.27,take_rate_pct,repaired,equal,W1,full_sample
2025Q2,2025-05-01,13.415472505035504,0.43999048064818286,8,13.17,take_rate_pct,repaired,equal,W1,full_sample
2025Q3,2025-08-06,18.662021829947314,0.37849143123143947,9,17.88,take_rate_pct,repaired,equal,W1,full_sample
2025Q4,2025-11-06,14.091899889267037,0.4143081336954795,10,13.62,take_rate_pct,repaired,equal,W1,full_sample
2026Q1,2026-02-12,9.554300405834338,0.37009799992508446,11,9.17,take_rate_pct,repaired,equal,W1,full_sample
2026Q2,2026-05-07,13.234506936968,0.3875596502143955,12,13.26,take_rate_pct,repaired,equal,W1,full_sample
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,inv_mse,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,inv_mse,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,inv_mse,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,inv_mse,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,inv_mse,W1,full_sample
2024Q2,2024-05-08,13.232411193309,0.34864699486050876,4,12.96,take_rate_pct,repaired,inv_mse,W1,full_sample
2024Q3,2024-08-06,18.725283190907803,0.3557290127769888,5,18.57,take_rate_pct,repaired,inv_mse,W1,full_sample
2024Q4,2024-11-07,14.509724728679371,0.34877665077255604,6,14.09,take_rate_pct,repaired,inv_mse,W1,full_sample
2025Q1,2025-02-13,9.447580617576447,0.394693141236681,7,9.27,take_rate_pct,repaired,inv_mse,W1,full_sample
2025Q2,2025-05-01,13.318546576588451,0.42147365353822497,8,13.17,take_rate_pct,repaired,inv_mse,W1,full_sample
2025Q3,2025-08-06,18.699377784399204,0.36908209171066747,9,17.88,take_rate_pct,repaired,inv_mse,W1,full_sample
2025Q4,2025-11-06,14.17497839581084,0.3972243020902308,10,13.62,take_rate_pct,repaired,inv_mse,W1,full_sample
2026Q1,2026-02-12,9.542093610069706,0.36636927974124117,11,9.17,take_rate_pct,repaired,inv_mse,W1,full_sample
2026Q2,2026-05-07,13.239242713617957,0.38678897386710626,12,13.26,take_rate_pct,repaired,inv_mse,W1,full_sample
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,stack_ls,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,stack_ls,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,stack_ls,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,stack_ls,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,stack_ls,W1,full_sample
2024Q2,2024-05-08,13.2145,0.3370851133265509,4,12.96,take_rate_pct,repaired,stack_ls,W1,full_sample
2024Q3,2024-08-06,18.7645,0.3370851133265509,5,18.57,take_rate_pct,repaired,stack_ls,W1,full_sample
2024Q4,2024-11-07,14.5145,0.3370851133265509,6,14.09,take_rate_pct,repaired,stack_ls,W1,full_sample
2025Q1,2025-02-13,9.5545,0.3370851133265509,7,9.27,take_rate_pct,repaired,stack_ls,W1,full_sample
2025Q2,2025-05-01,13.1645,0.3370851133265509,8,13.17,take_rate_pct,repaired,stack_ls,W1,full_sample
2025Q3,2025-08-06,18.768208846049777,0.34051673982052966,9,17.88,take_rate_pct,repaired,stack_ls,W1,full_sample
2025Q4,2025-11-06,14.285080433277594,0.34372055965341497,10,13.62,take_rate_pct,repaired,stack_ls,W1,full_sample
2026Q1,2026-02-12,9.51151716128991,0.3550207208798578,11,9.17,take_rate_pct,repaired,stack_ls,W1,full_sample
2026Q2,2026-05-07,13.250902891984888,0.38463643837682976,12,13.26,take_rate_pct,repaired,stack_ls,W1,full_sample
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2024Q2,2024-05-08,13.237544014149439,0.35172216160793335,4,12.96,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2024Q3,2024-08-06,18.719114493933553,0.3581828188014069,5,18.57,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2024Q4,2024-11-07,14.509397176791925,0.34956189096621626,6,14.09,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2025Q1,2025-02-13,9.449390827388921,0.3940294579124196,7,9.27,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2025Q2,2025-05-01,13.289986252517751,0.41152861129530877,8,13.17,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2025Q3,2025-08-06,18.715115337998547,0.3638991995099729,9,17.88,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2025Q4,2025-11-06,14.188490161272316,0.39271771927606947,10,13.62,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2026Q1,2026-02-12,9.532908783562124,0.36326811366363815,11,9.17,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2026Q2,2026-05-07,13.242704914476445,0.38618783374931376,12,13.26,take_rate_pct,repaired,stack_shrunk,W1,full_sample
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,bma_logscore,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,bma_logscore,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,bma_logscore,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,bma_logscore,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,bma_logscore,W1,full_sample
2024Q2,2024-05-08,13.221580087162508,0.3418143429229212,4,12.96,take_rate_pct,repaired,bma_logscore,W1,full_sample
2024Q3,2024-08-06,18.753051748175736,0.34309614015455103,5,18.57,take_rate_pct,repaired,bma_logscore,W1,full_sample
2024Q4,2024-11-07,14.513486173963255,0.3396065872393691,6,14.09,take_rate_pct,repaired,bma_logscore,W1,full_sample
2025Q1,2025-02-13,9.53290797607247,0.35211091013803675,7,9.27,take_rate_pct,repaired,bma_logscore,W1,full_sample
2025Q2,2025-05-01,13.193077799717983,0.35928738902778085,8,13.17,take_rate_pct,repaired,bma_logscore,W1,full_sample
2025Q3,2025-08-06,18.759577709317192,0.3449826262477108,9,17.88,take_rate_pct,repaired,bma_logscore,W1,full_sample
2025Q4,2025-11-06,14.283827291116918,0.34457427711034017,10,13.62,take_rate_pct,repaired,bma_logscore,W1,full_sample
2026Q1,2026-02-12,9.49835834066221,0.3492004863014251,11,9.17,take_rate_pct,repaired,bma_logscore,W1,full_sample
2026Q2,2026-05-07,13.242415497339639,0.3862393096496406,12,13.26,take_rate_pct,repaired,bma_logscore,W1,full_sample
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2024Q2,2024-05-08,13.232411193309,0.34864699486050876,4,12.96,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2024Q3,2024-08-06,18.725283190907803,0.3557290127769888,5,18.57,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2024Q4,2024-11-07,14.509724728679371,0.34877665077255604,6,14.09,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2025Q1,2025-02-13,9.447580617576447,0.394693141236681,7,9.27,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2025Q2,2025-05-01,13.318546576588451,0.42147365353822497,8,13.17,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2025Q3,2025-08-06,18.699377784399204,0.36908209171066747,9,17.88,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2025Q4,2025-11-06,14.17497839581084,0.3972243020902308,10,13.62,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2026Q1,2026-02-12,9.542093610069706,0.36636927974124117,11,9.17,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2026Q2,2026-05-07,13.239242713617957,0.38678897386710626,12,13.26,take_rate_pct,repaired,top3_inv_mse,W1,full_sample
2023Q1,2023-02-14,8.939209139034473,0.36311137360995865,0,8.91,take_rate_pct,repaired,top1_trailing,W1,full_sample
2023Q2,2023-05-09,12.559355188102868,0.3622660435958151,0,13.01,take_rate_pct,repaired,top1_trailing,W1,full_sample
2023Q3,2023-08-03,19.01029101756324,0.4799254020687484,1,18.56,take_rate_pct,repaired,top1_trailing,W1,full_sample
2023Q4,2023-11-01,14.21472285857472,0.37009298435827154,2,14.31,take_rate_pct,repaired,top1_trailing,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,top1_trailing,W1,full_sample
2024Q2,2024-05-08,13.2145,0.3370851133265509,4,12.96,take_rate_pct,repaired,top1_trailing,W1,full_sample
2024Q3,2024-08-06,18.7645,0.3370851133265509,5,18.57,take_rate_pct,repaired,top1_trailing,W1,full_sample
2024Q4,2024-11-07,14.5145,0.3370851133265509,6,14.09,take_rate_pct,repaired,top1_trailing,W1,full_sample
2025Q1,2025-02-13,9.5545,0.3370851133265509,7,9.27,take_rate_pct,repaired,top1_trailing,W1,full_sample
2025Q2,2025-05-01,13.1645,0.3370851133265509,8,13.17,take_rate_pct,repaired,top1_trailing,W1,full_sample
2025Q3,2025-08-06,18.7745,0.3370851133265509,9,17.88,take_rate_pct,repaired,top1_trailing,W1,full_sample
2025Q4,2025-11-06,14.2945,0.3370851133265509,10,13.62,take_rate_pct,repaired,top1_trailing,W1,full_sample
2026Q1,2026-02-12,9.4745,0.3370851133265509,11,9.17,take_rate_pct,repaired,top1_trailing,W1,full_sample
2026Q2,2026-05-07,13.3745,0.3370851133265509,12,13.26,take_rate_pct,repaired,top1_trailing,W1,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,equal,W2,full_sample
2024Q2,2024-05-08,13.26058802829888,0.3643192708733665,4,12.96,take_rate_pct,repaired,equal,W2,full_sample
2024Q3,2024-08-06,18.6737289878671,0.37261750015378214,5,18.57,take_rate_pct,repaired,equal,W2,full_sample
2024Q4,2024-11-07,14.50429435358385,0.3615364158642866,6,14.09,take_rate_pct,repaired,equal,W2,full_sample
2025Q1,2025-02-13,9.344281654777841,0.4180863277424479,7,9.27,take_rate_pct,repaired,equal,W2,full_sample
2025Q2,2025-05-01,13.415472505035504,0.43999048064818286,8,13.17,take_rate_pct,repaired,equal,W2,full_sample
2025Q3,2025-08-06,18.662021829947314,0.37849143123143947,9,17.88,take_rate_pct,repaired,equal,W2,full_sample
2025Q4,2025-11-06,14.091899889267037,0.4143081336954795,10,13.62,take_rate_pct,repaired,equal,W2,full_sample
2026Q1,2026-02-12,9.554300405834338,0.37009799992508446,11,9.17,take_rate_pct,repaired,equal,W2,full_sample
2026Q2,2026-05-07,13.234506936968,0.3875596502143955,12,13.26,take_rate_pct,repaired,equal,W2,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,inv_mse,W2,full_sample
2024Q2,2024-05-08,13.232411193309,0.34864699486050876,4,12.96,take_rate_pct,repaired,inv_mse,W2,full_sample
2024Q3,2024-08-06,18.725283190907803,0.3557290127769888,5,18.57,take_rate_pct,repaired,inv_mse,W2,full_sample
2024Q4,2024-11-07,14.509724728679371,0.34877665077255604,6,14.09,take_rate_pct,repaired,inv_mse,W2,full_sample
2025Q1,2025-02-13,9.447580617576447,0.394693141236681,7,9.27,take_rate_pct,repaired,inv_mse,W2,full_sample
2025Q2,2025-05-01,13.318546576588451,0.42147365353822497,8,13.17,take_rate_pct,repaired,inv_mse,W2,full_sample
2025Q3,2025-08-06,18.699377784399204,0.36908209171066747,9,17.88,take_rate_pct,repaired,inv_mse,W2,full_sample
2025Q4,2025-11-06,14.17497839581084,0.3972243020902308,10,13.62,take_rate_pct,repaired,inv_mse,W2,full_sample
2026Q1,2026-02-12,9.542093610069706,0.36636927974124117,11,9.17,take_rate_pct,repaired,inv_mse,W2,full_sample
2026Q2,2026-05-07,13.239242713617957,0.38678897386710626,12,13.26,take_rate_pct,repaired,inv_mse,W2,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,stack_ls,W2,full_sample
2024Q2,2024-05-08,13.2145,0.3370851133265509,4,12.96,take_rate_pct,repaired,stack_ls,W2,full_sample
2024Q3,2024-08-06,18.7645,0.3370851133265509,5,18.57,take_rate_pct,repaired,stack_ls,W2,full_sample
2024Q4,2024-11-07,14.5145,0.3370851133265509,6,14.09,take_rate_pct,repaired,stack_ls,W2,full_sample
2025Q1,2025-02-13,9.5545,0.3370851133265509,7,9.27,take_rate_pct,repaired,stack_ls,W2,full_sample
2025Q2,2025-05-01,13.1645,0.3370851133265509,8,13.17,take_rate_pct,repaired,stack_ls,W2,full_sample
2025Q3,2025-08-06,18.768208846049777,0.34051673982052966,9,17.88,take_rate_pct,repaired,stack_ls,W2,full_sample
2025Q4,2025-11-06,14.285080433277594,0.34372055965341497,10,13.62,take_rate_pct,repaired,stack_ls,W2,full_sample
2026Q1,2026-02-12,9.51151716128991,0.3550207208798578,11,9.17,take_rate_pct,repaired,stack_ls,W2,full_sample
2026Q2,2026-05-07,13.250902891984888,0.38463643837682976,12,13.26,take_rate_pct,repaired,stack_ls,W2,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2024Q2,2024-05-08,13.237544014149439,0.35172216160793335,4,12.96,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2024Q3,2024-08-06,18.719114493933553,0.3581828188014069,5,18.57,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2024Q4,2024-11-07,14.509397176791925,0.34956189096621626,6,14.09,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2025Q1,2025-02-13,9.449390827388921,0.3940294579124196,7,9.27,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2025Q2,2025-05-01,13.289986252517751,0.41152861129530877,8,13.17,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2025Q3,2025-08-06,18.715115337998547,0.3638991995099729,9,17.88,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2025Q4,2025-11-06,14.188490161272316,0.39271771927606947,10,13.62,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2026Q1,2026-02-12,9.532908783562124,0.36326811366363815,11,9.17,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2026Q2,2026-05-07,13.242704914476445,0.38618783374931376,12,13.26,take_rate_pct,repaired,stack_shrunk,W2,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,bma_logscore,W2,full_sample
2024Q2,2024-05-08,13.221580087162508,0.3418143429229212,4,12.96,take_rate_pct,repaired,bma_logscore,W2,full_sample
2024Q3,2024-08-06,18.753051748175736,0.34309614015455103,5,18.57,take_rate_pct,repaired,bma_logscore,W2,full_sample
2024Q4,2024-11-07,14.513486173963255,0.3396065872393691,6,14.09,take_rate_pct,repaired,bma_logscore,W2,full_sample
2025Q1,2025-02-13,9.53290797607247,0.35211091013803675,7,9.27,take_rate_pct,repaired,bma_logscore,W2,full_sample
2025Q2,2025-05-01,13.193077799717983,0.35928738902778085,8,13.17,take_rate_pct,repaired,bma_logscore,W2,full_sample
2025Q3,2025-08-06,18.759577709317192,0.3449826262477108,9,17.88,take_rate_pct,repaired,bma_logscore,W2,full_sample
2025Q4,2025-11-06,14.283827291116918,0.34457427711034017,10,13.62,take_rate_pct,repaired,bma_logscore,W2,full_sample
2026Q1,2026-02-12,9.49835834066221,0.3492004863014251,11,9.17,take_rate_pct,repaired,bma_logscore,W2,full_sample
2026Q2,2026-05-07,13.242415497339639,0.3862393096496406,12,13.26,take_rate_pct,repaired,bma_logscore,W2,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2024Q2,2024-05-08,13.232411193309,0.34864699486050876,4,12.96,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2024Q3,2024-08-06,18.725283190907803,0.3557290127769888,5,18.57,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2024Q4,2024-11-07,14.509724728679371,0.34877665077255604,6,14.09,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2025Q1,2025-02-13,9.447580617576447,0.394693141236681,7,9.27,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2025Q2,2025-05-01,13.318546576588451,0.42147365353822497,8,13.17,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2025Q3,2025-08-06,18.699377784399204,0.36908209171066747,9,17.88,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2025Q4,2025-11-06,14.17497839581084,0.3972243020902308,10,13.62,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2026Q1,2026-02-12,9.542093610069706,0.36636927974124117,11,9.17,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2026Q2,2026-05-07,13.239242713617957,0.38678897386710626,12,13.26,take_rate_pct,repaired,top3_inv_mse,W2,full_sample
2024Q1,2024-02-13,9.077309634563282,0.3633009056671061,3,9.35,take_rate_pct,repaired,top1_trailing,W2,full_sample
2024Q2,2024-05-08,13.2145,0.3370851133265509,4,12.96,take_rate_pct,repaired,top1_trailing,W2,full_sample
2024Q3,2024-08-06,18.7645,0.3370851133265509,5,18.57,take_rate_pct,repaired,top1_trailing,W2,full_sample
2024Q4,2024-11-07,14.5145,0.3370851133265509,6,14.09,take_rate_pct,repaired,top1_trailing,W2,full_sample
2025Q1,2025-02-13,9.5545,0.3370851133265509,7,9.27,take_rate_pct,repaired,top1_trailing,W2,full_sample
2025Q2,2025-05-01,13.1645,0.3370851133265509,8,13.17,take_rate_pct,repaired,top1_trailing,W2,full_sample
2025Q3,2025-08-06,18.7745,0.3370851133265509,9,17.88,take_rate_pct,repaired,top1_trailing,W2,full_sample
2025Q4,2025-11-06,14.2945,0.3370851133265509,10,13.62,take_rate_pct,repaired,top1_trailing,W2,full_sample
2026Q1,2026-02-12,9.4745,0.3370851133265509,11,9.17,take_rate_pct,repaired,top1_trailing,W2,full_sample
2026Q2,2026-05-07,13.3745,0.3370851133265509,12,13.26,take_rate_pct,repaired,top1_trailing,W2,full_sample
2023Q1,2023-02-14,22221.710704289733,1848.157434993552,0,20400.0,gbv_musd,all,equal,W1,PIT
2023Q2,2023-05-09,20919.3097636178,1509.381934120263,0,19100.0,gbv_musd,all,equal,W1,PIT
2023Q3,2023-08-03,18273.03030786499,1307.2583196731607,1,18300.0,gbv_musd,all,equal,W1,PIT
2023Q4,2023-11-01,16006.876650220946,1229.255070720369,2,15500.0,gbv_musd,all,equal,W1,PIT
2024Q1,2024-02-13,23747.35323002803,1779.9758108469655,3,22900.0,gbv_musd,all,equal,W1,PIT
2024Q2,2024-05-08,21792.633977818445,1568.5093670096755,4,21200.0,gbv_musd,all,equal,W1,PIT
2024Q3,2024-08-06,20683.384562014744,1437.9885469154062,5,20100.0,gbv_musd,all,equal,W1,PIT
2024Q4,2024-11-07,17288.44008385881,1151.1027973186876,6,17600.0,gbv_musd,all,equal,W1,PIT
2025Q1,2025-02-13,26008.430394479452,1761.1634780840407,7,24500.0,gbv_musd,all,equal,W1,PIT
2025Q2,2025-05-01,23127.049479425175,1511.224679393462,8,23500.0,gbv_musd,all,equal,W1,PIT
2025Q3,2025-08-06,22376.31852051427,1187.63243550848,9,22900.0,gbv_musd,all,equal,W1,PIT
2025Q4,2025-11-06,19969.360341681873,1041.0534532079464,10,20400.0,gbv_musd,all,equal,W1,PIT
2026Q1,2026-02-12,28128.38362793377,1177.2762640184196,11,29200.0,gbv_musd,all,equal,W1,PIT
2026Q2,2026-05-07,27671.552189638864,1110.7471515991801,12,27200.0,gbv_musd,all,equal,W1,PIT
2023Q1,2023-02-14,22221.710704289733,1848.157434993552,0,20400.0,gbv_musd,all,inv_mse,W1,PIT
2023Q2,2023-05-09,20919.3097636178,1509.381934120263,0,19100.0,gbv_musd,all,inv_mse,W1,PIT
2023Q3,2023-08-03,18273.03030786499,1307.2583196731607,1,18300.0,gbv_musd,all,inv_mse,W1,PIT
2023Q4,2023-11-01,16006.876650220946,1229.255070720369,2,15500.0,gbv_musd,all,inv_mse,W1,PIT
2024Q1,2024-02-13,23747.35323002803,1779.9758108469655,3,22900.0,gbv_musd,all,inv_mse,W1,PIT
2024Q2,2024-05-08,21562.902158088385,1797.0793504461587,4,21200.0,gbv_musd,all,inv_mse,W1,PIT
2024Q3,2024-08-06,20444.046713539145,1633.496808592863,5,20100.0,gbv_musd,all,inv_mse,W1,PIT
2024Q4,2024-11-07,17116.957462260838,1311.6542308644377,6,17600.0,gbv_musd,all,inv_mse,W1,PIT
2025Q1,2025-02-13,26002.952583805887,1989.426033375084,7,24500.0,gbv_musd,all,inv_mse,W1,PIT
2025Q2,2025-05-01,22852.043166938733,1663.3374362500606,8,23500.0,gbv_musd,all,inv_mse,W1,PIT
2025Q3,2025-08-06,22323.93529547197,1094.9671096949396,9,22900.0,gbv_musd,all,inv_mse,W1,PIT
2025Q4,2025-11-06,19992.224603205872,974.8792037443199,10,20400.0,gbv_musd,all,inv_mse,W1,PIT
2026Q1,2026-02-12,28219.329267965477,1116.9470262021089,11,29200.0,gbv_musd,all,inv_mse,W1,PIT
2026Q2,2026-05-07,27795.816970231605,1080.4218772547451,12,27200.0,gbv_musd,all,inv_mse,W1,PIT
2023Q1,2023-02-14,22221.710704289733,1848.157434993552,0,20400.0,gbv_musd,all,stack_ls,W1,PIT
2023Q2,2023-05-09,20919.3097636178,1509.381934120263,0,19100.0,gbv_musd,all,stack_ls,W1,PIT
2023Q3,2023-08-03,18273.03030786499,1307.2583196731607,1,18300.0,gbv_musd,all,stack_ls,W1,PIT
2023Q4,2023-11-01,16006.876650220946,1229.255070720369,2,15500.0,gbv_musd,all,stack_ls,W1,PIT
2024Q1,2024-02-13,23747.35323002803,1779.9758108469655,3,22900.0,gbv_musd,all,stack_ls,W1,PIT
2024Q2,2024-05-08,21440.686274509804,1899.3800743986308,4,21200.0,gbv_musd,all,stack_ls,W1,PIT
2024Q3,2024-08-06,20312.041884816754,1718.169038843429,5,20100.0,gbv_musd,all,stack_ls,W1,PIT
2024Q4,2024-11-07,17024.590163934427,1380.7110225956774,6,17600.0,gbv_musd,all,stack_ls,W1,PIT
2025Q1,2025-02-13,26002.58064516129,2097.620839537119,7,24500.0,gbv_musd,all,stack_ls,W1,PIT
2025Q2,2025-05-01,22681.222707423574,1726.9323787376916,8,23500.0,gbv_musd,all,stack_ls,W1,PIT
