quarter,year,season,vintage_date,actual_print_date,model,loss,point,actual,n_train,w,lambda_Q1_pct,lambda_Q2_pct,lambda_Q3_pct,lambda_Q4_pct,train_quarters,max_input_date,last_train_outcome_date,gbv_l1,gbv_l2,lag1_print_date,lag2_print_date,n_parameters,q10,q90,n_cal,evidence_status,info_set,variant,source_reference,error_musd,relative_error_pct,covered_80
2025Q4,2025,4,2025-11-06,2026-02-12,fixed_2_3_usd,usd,2780.51681124,2778,19,0.666666666667,12.7716160638,13.8033833459,17.2453803661,12.0368693127,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3,2025-11-06,2025-11-06,22900,23500,2025-11-06,2025-08-06,4,2635.10313303,2925.93048945,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,2.51681123831,0.0905979567425,1
2025Q4,2025,4,2025-11-06,2026-02-12,free_w_relative,relative,2799.45124917,2778,19,0.768317445301,13.1338085433,13.4413553403,17.3139933105,12.1509184029,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3,2025-11-06,2025-11-06,22900,23500,2025-11-06,2025-08-06,5,2626.32417021,2972.57832813,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,21.4512491718,0.772183195529,1
2025Q4,2025,4,2025-11-06,2026-02-12,fixed_2_3_relative,relative,2785.36344198,2778,19,0.666666666667,12.9183801741,13.9641396379,17.3227649991,12.0578503982,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3,2025-11-06,2025-11-06,22900,23500,2025-11-06,2025-08-06,4,2623.59238359,2947.13450037,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,7.3634419799,0.26506270626,1
2025Q4,2025,4,2025-11-06,2026-02-12,K0_fixed_operational,inherited_K0_policy,2764.42151781,2778,3,0.666666666667,,,,,,2025-11-06,,,,,,,,,,frozen_operational_comparator_PIT_post_letter,K0 API as_of=guide_date+1; recorded source max date must remain <=guide date,ex_covid,,-13.5784821871,-0.488786255837,
2026Q1,2026,1,2026-02-12,2026-05-07,free_w_usd,usd,2720.76095105,2678,20,0.789606941007,13.0018312491,13.2180438222,17.3041972824,12.1136069745,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4,2026-02-12,2026-02-12,20400,22900,2026-02-12,2025-11-06,5,2573.39259783,2868.12930427,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,42.7609510501,1.59674947909,1
2026Q1,2026,1,2026-02-12,2026-05-07,fixed_2_3_usd,usd,2711.83981088,2678,20,0.666666666667,12.7716160638,13.8033833459,17.2453803661,12.033467646,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4,2026-02-12,2026-02-12,20400,22900,2026-02-12,2025-11-06,4,2570.01775822,2853.66186354,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,33.8398108783,1.26362251226,1
2026Q1,2026,1,2026-02-12,2026-05-07,free_w_relative,relative,2755.09549118,2678,20,0.766068910368,13.1289878926,13.4525048085,17.3142413668,12.1302698807,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4,2026-02-12,2026-02-12,20400,22900,2026-02-12,2025-11-06,5,2584.71151511,2925.47946725,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,77.0954911792,2.87884582447,1
2026Q1,2026,1,2026-02-12,2026-05-07,fixed_2_3_relative,relative,2743.00272363,2678,20,0.666666666667,12.9183801741,13.9641396379,17.3227649991,12.0514467566,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4,2026-02-12,2026-02-12,20400,22900,2026-02-12,2025-11-06,4,2583.69193242,2902.31351485,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,65.0027236336,2.42728617004,1
2026Q1,2026,1,2026-02-12,2026-05-07,K0_fixed_operational,inherited_K0_policy,2701.07796173,2678,3,0.666666666667,,,,,,2026-02-12,,,,,,,,,,frozen_operational_comparator_PIT_post_letter,K0 API as_of=guide_date+1; recorded source max date must remain <=guide date,ex_covid,,23.0779617323,0.861761080369,
2026Q2,2026,2,2026-05-07,2026-08-06,free_w_usd,usd,3615.27225321,3608,21,0.785702644105,12.9305298671,13.235879022,17.3023833232,12.1110503418,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1,2026-05-07,2026-05-07,29200,20400,2026-05-07,2026-02-12,5,3419.45324229,3811.09126413,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,7.2722532116,0.20155912449,1
2026Q2,2026,2,2026-05-07,2026-08-06,fixed_2_3_usd,usd,3625.6886922,3608,21,0.666666666667,12.7216599329,13.8033833459,17.2453803661,12.033467646,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1,2026-05-07,2026-05-07,29200,20400,2026-05-07,2026-02-12,4,3436.07475904,3815.30262535,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,17.688692196,0.490263087473,1
2026Q2,2026,2,2026-05-07,2026-08-06,free_w_relative,relative,3652.4620513,3608,21,0.758342669495,13.0490794033,13.490954078,17.3150751234,12.1241161079,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1,2026-05-07,2026-05-07,29200,20400,2026-05-07,2026-02-12,5,3426.5820378,3878.3420648,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,44.4620513005,1.23231849502,1
2026Q2,2026,2,2026-05-07,2026-08-06,fixed_2_3_relative,relative,3667.91401157,3608,21,0.666666666667,12.8652497075,13.9641396379,17.3227649991,12.0514467566,2021Q1|2021Q2|2021Q3|2021Q4|2022Q1|2022Q2|2022Q3|2022Q4|2023Q1|2023Q2|2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1,2026-05-07,2026-05-07,29200,20400,2026-05-07,2026-02-12,4,3454.88531923,3880.9427039,8,chronological_PIT_post_letter_no_target_guide_used,prior-quarter print available at same-day letter close; target outcome and target GBV excluded,,,59.9140115676,1.66058790376,1
2026Q2,2026,2,2026-05-07,2026-08-06,K0_fixed_operational,inherited_K0_policy,3607.07869567,3608,4,0.666666666667,,,,,,2026-05-07,,,,,,,,,,frozen_operational_comparator_PIT_post_letter,K0 API as_of=guide_date+1; recorded source max date must remain <=guide date,ex_covid,,-0.921304326839,-0.0255350423181,
2023Q1,2023,1,2023-02-14,2023-05-09,legacy_fixed_season_mean,frozen_registry_method,1883.88306658,1818,8,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,65.8830665818,3.62393105511,
2023Q2,2023,2,2023-05-09,2023-08-03,legacy_fixed_season_mean,frozen_registry_method,2617.42051744,2484,9,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,133.420517443,5.37119635439,
2023Q3,2023,3,2023-08-03,2023-11-01,legacy_fixed_season_mean,frozen_registry_method,3417.10139404,3397,10,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,20.1013940364,0.59173959483,
2023Q4,2023,4,2023-11-01,2024-02-13,legacy_fixed_season_mean,frozen_registry_method,2245.91803864,2218,11,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,27.9180386383,1.25870327495,
2024Q1,2024,1,2024-02-13,2024-05-08,legacy_fixed_season_mean,frozen_registry_method,2154.75954902,2142,12,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,12.7595490217,0.595683894569,
2024Q2,2024,2,2024-05-08,2024-08-06,legacy_fixed_season_mean,frozen_registry_method,2904.63447169,2748,13,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,156.634471691,5.69994438469,
2024Q3,2024,3,2024-08-06,2024-11-07,legacy_fixed_season_mean,frozen_registry_method,3800.32731548,3732,14,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,68.3273154787,1.83084982526,
2024Q4,2024,4,2024-11-07,2025-02-13,legacy_fixed_season_mean,frozen_registry_method,2465.49332822,2480,15,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,-14.5066717847,-0.58494644293,
2025Q1,2025,1,2025-02-13,2025-05-01,legacy_fixed_season_mean,frozen_registry_method,2413.42398166,2272,16,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,141.423981657,6.22464707996,
2025Q2,2025,2,2025-05-01,2025-08-06,legacy_fixed_season_mean,frozen_registry_method,3113.22498958,3096,17,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,17.2249895756,0.556362712389,
2025Q3,2025,3,2025-08-06,2025-11-06,legacy_fixed_season_mean,frozen_registry_method,4142.45103051,4095,18,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,47.4510305137,1.1587553239,
2025Q4,2025,4,2025-11-06,2026-02-12,legacy_fixed_season_mean,frozen_registry_method,2786.80807384,2778,19,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,8.80807384352,0.317065293143,
2026Q1,2026,1,2026-02-12,2026-05-07,legacy_fixed_season_mean,frozen_registry_method,2747.43880841,2678,20,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,69.4388084127,2.59293534028,
2026Q2,2026,2,2026-05-07,2026-08-06,legacy_fixed_season_mean,frozen_registry_method,3679.43938953,3608,21,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q.csv,71.4393895322,1.98002742606,
2023Q1,2023,1,2023-02-14,2023-05-09,legacy_fixed_last3_ex2021,frozen_registry_method,1863.28695652,1818,4,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,45.2869565217,2.49103171187,
2023Q2,2023,2,2023-05-09,2023-08-03,legacy_fixed_last3_ex2021,frozen_registry_method,2499.93873085,2484,5,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,15.9387308534,0.641655831457,
2023Q3,2023,3,2023-08-03,2023-11-01,legacy_fixed_last3_ex2021,frozen_registry_method,3300.828125,3397,6,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-96.171875,-2.83108257286,
2023Q4,2023,4,2023-11-01,2024-02-13,legacy_fixed_last3_ex2021,frozen_registry_method,2197.95435685,2218,7,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-20.0456431535,-0.903771107012,
2024Q1,2024,1,2024-02-13,2024-05-08,legacy_fixed_last3_ex2021,frozen_registry_method,2130.13435395,2142,8,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-11.8656460502,-0.553951729702,
2024Q2,2024,2,2024-05-08,2024-08-06,legacy_fixed_last3_ex2021,frozen_registry_method,2813.21771824,2748,9,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,65.2177182441,2.37327941209,
2024Q3,2024,3,2024-08-06,2024-11-07,legacy_fixed_last3_ex2021,frozen_registry_method,3731.81038023,3732,10,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-0.18961977389,-0.00508091569909,
2024Q4,2024,4,2024-11-07,2025-02-13,legacy_fixed_last3_ex2021,frozen_registry_method,2433.92816437,2480,11,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-46.071835634,-1.85773530782,
2025Q1,2025,1,2025-02-13,2025-05-01,legacy_fixed_last3_ex2021,frozen_registry_method,2393.81649457,2272,12,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,121.81649457,5.36164148634,
2025Q2,2025,2,2025-05-01,2025-08-06,legacy_fixed_last3_ex2021,frozen_registry_method,3032.82979918,3096,13,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-63.170200815,-2.04038116328,
2025Q3,2025,3,2025-08-06,2025-11-06,legacy_fixed_last3_ex2021,frozen_registry_method,4086.20155371,4095,14,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-8.79844628722,-0.214858273192,
2025Q4,2025,4,2025-11-06,2026-02-12,legacy_fixed_last3_ex2021,frozen_registry_method,2764.42151781,2778,15,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-13.5784821871,-0.488786255837,
2026Q1,2026,1,2026-02-12,2026-05-07,legacy_fixed_last3_ex2021,frozen_registry_method,2701.07796173,2678,16,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,23.0779617323,0.861761080369,
2026Q2,2026,2,2026-05-07,2026-08-06,legacy_fixed_last3_ex2021,frozen_registry_method,3600.13702093,3608,17,,,,,,,,,,,,,5,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/kernel-lambda__revenue_level_next_q_last3_ex_covid.csv,-7.86297907328,-0.217931792497,
2023Q1,2023,1,2023-02-14,2023-05-09,harness_naive,frozen_registry_method,1873.44516971,1818,10,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,55.4451697128,3.04978931313,
2023Q2,2023,2,2023-05-09,2023-08-03,harness_naive,frozen_registry_method,2534.8389662,2484,11,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,50.8389662028,2.04665725454,
2023Q3,2023,3,2023-08-03,2023-11-01,harness_naive,frozen_registry_method,3404.87452471,3397,12,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,7.87452471483,0.231808204734,
2023Q4,2023,4,2023-11-01,2024-02-13,harness_naive,frozen_registry_method,2240.32385576,2218,13,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,22.3238557559,1.0064858321,
2024Q1,2024,1,2024-02-13,2024-05-08,harness_naive,frozen_registry_method,2120.04416404,2142,14,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,-21.9558359621,-1.02501568451,
2024Q2,2024,2,2024-05-08,2024-08-06,harness_naive,frozen_registry_method,2926.69306931,2748,15,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,178.693069307,6.50265899952,
2024Q3,2024,3,2024-08-06,2024-11-07,harness_naive,frozen_registry_method,3758.03381643,3732,16,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,26.0338164251,0.697583505496,
2024Q4,2024,4,2024-11-07,2025-02-13,harness_naive,frozen_registry_method,2436.73123344,2480,17,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,-43.2687665587,-1.74470832898,
2025Q1,2025,1,2025-02-13,2025-05-01,harness_naive,frozen_registry_method,2395.02254283,2272,18,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,123.022542831,5.41472459645,
2025Q2,2025,2,2025-05-01,2025-08-06,harness_naive,frozen_registry_method,2914.77871148,3096,19,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,-181.221288515,-5.85340079184,
2025Q3,2025,3,2025-08-06,2025-11-06,harness_naive,frozen_registry_method,4204.61135371,4095,20,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,109.611353712,2.67671193435,
2025Q4,2025,4,2025-11-06,2026-02-12,harness_naive,frozen_registry_method,2721.22186495,2778,21,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,-56.7781350482,-2.04384935379,
2026Q1,2026,1,2026-02-12,2026-05-07,harness_naive,frozen_registry_method,2545.00645161,2678,22,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,-132.993548387,-4.96615191886,
2026Q2,2026,2,2026-05-07,2026-08-06,harness_naive,frozen_registry_method,3649.24647887,3608,23,,,,,,,,,,,,,1,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__naive.csv,41.2464788732,1.14319509072,
2023Q1,2023,1,2023-02-14,2023-05-09,harness_ar1,frozen_registry_method,1733.35335734,1818,10,,,,,,,,,,,,,2,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-84.6466426601,-4.6560309494,
2023Q2,2023,2,2023-05-09,2023-08-03,harness_ar1,frozen_registry_method,2404.80096359,2484,11,,,,,,,,,,,,,2,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-79.199036415,-3.18836700543,
2023Q3,2023,3,2023-08-03,2023-11-01,harness_ar1,frozen_registry_method,3273.30078536,3397,12,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-123.699214644,-3.64142521765,
2023Q4,2023,4,2023-11-01,2024-02-13,harness_ar1,frozen_registry_method,2178.32150338,2218,13,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-39.6784966238,-1.78893131757,
2024Q1,2024,1,2024-02-13,2024-05-08,harness_ar1,frozen_registry_method,2071.95099664,2142,14,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-70.0490033635,-3.27026159493,
2024Q2,2024,2,2024-05-08,2024-08-06,harness_ar1,frozen_registry_method,2875.82138395,2748,15,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,127.821383946,4.65143318582,
2024Q3,2024,3,2024-08-06,2024-11-07,harness_ar1,frozen_registry_method,3688.38622282,3732,16,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-43.613777184,-1.16864354727,
2024Q4,2024,4,2024-11-07,2025-02-13,harness_ar1,frozen_registry_method,2398.22125883,2480,17,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-81.7787411734,-3.29752988603,
2025Q1,2025,1,2025-02-13,2025-05-01,harness_ar1,frozen_registry_method,2364.56555582,2272,18,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,92.565555823,4.07418819643,
2025Q2,2025,2,2025-05-01,2025-08-06,harness_ar1,frozen_registry_method,2879.50197596,3096,19,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-216.498024039,-6.9928302338,
2025Q3,2025,3,2025-08-06,2025-11-06,harness_ar1,frozen_registry_method,4162.34172164,4095,20,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,67.3417216389,1.64448648691,
2025Q4,2025,4,2025-11-06,2026-02-12,harness_ar1,frozen_registry_method,2698.86052063,2778,21,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-79.1394793688,-2.84879335381,
2026Q1,2026,1,2026-02-12,2026-05-07,harness_ar1,frozen_registry_method,2524.03920598,2678,22,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,-153.960794018,-5.74909611717,
2026Q2,2026,2,2026-05-07,2026-08-06,harness_ar1,frozen_registry_method,3609.63982629,3608,23,,,,,,,,,,,,,3,,,,frozen_PIT_registry_comparator,same target/vintage PIT registry row,,data/processed/forecast_methods/registry/baselines__ar1.csv,1.63982628639,0.0454497307759,
2023Q1,2023,1,2023-02-14,2023-05-09,guide_cushion_postguide,frozen_registry_method,1845.14673913,1818,5,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,27.1467391304,1.49321997417,
2023Q2,2023,2,2023-05-09,2023-08-03,guide_cushion_postguide,frozen_registry_method,2463.33230911,2484,6,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,-20.6676908895,-0.832032644506,
2023Q3,2023,3,2023-08-03,2023-11-01,guide_cushion_postguide,frozen_registry_method,3462.88043478,3397,7,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,65.8804347826,1.9393710563,
2023Q4,2023,4,2023-11-01,2024-02-13,guide_cushion_postguide,frozen_registry_method,2206.73519358,2218,8,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,-11.2648064219,-0.507881263385,
2024Q1,2024,1,2024-02-13,2024-05-08,guide_cushion_postguide,frozen_registry_method,2101.97690854,2142,8,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,-40.0230914619,-1.86849166489,
2024Q2,2024,2,2024-05-08,2024-08-06,guide_cushion_postguide,frozen_registry_method,2778.71093763,2748,8,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,30.7109376284,1.11757414951,
2024Q3,2024,3,2024-08-06,2024-11-07,guide_cushion_postguide,frozen_registry_method,3793.81198126,3732,8,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,61.8119812639,1.65626959442,
2024Q4,2024,4,2024-11-07,2025-02-13,guide_cushion_postguide,frozen_registry_method,2475.51422709,2480,8,,,,,,,,,,,,,1,,,,postguide_advantaged_benchmark,uses already-issued target guide and trailing cushion,,data/processed/forecast_methods/registry/baselines__guide_cushion.csv,-4.48577291382,-0.180877940073,
