id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
483128,Cosy apt with terrace in Thessaloniki center!,2358521,1462592949902471839,Stelios,,Thessaloniki,40.6385498046875,22.950674057006836,Entire home/apt,62,2,425,2026-01-15,2.48,1,358,9,00000502736
494816,"City View Apartment  ""Thessaloniki""",1977386,1462521469061207270,Cristina And Tomas Skgbnb,,Neapolis – Sykeon,40.64763,22.94309,Entire home/apt,49,20,50,2026-03-27,0.31,39,225,3,00001900000
550239,Kripis Studio Thessaloniki No1,1193625,1462539365013127919,Olga,,Thessaloniki,40.64008,22.95598,Entire home/apt,46,7,11,2025-07-28,0.07,6,302,1,1133335
817373,Hermes - Cosy central apartment,4293278,1462652874355363908,Andreas,,Thessaloniki,40.63968,22.93879,Entire home/apt,56,2,209,2024-12-31,1.27,2,88,0,00000057587
912803,This Must Be The Place,3835591,1462640630981559995,Olga,,Pavlou Mela,40.65929,22.93068,Private room,35,2,164,2026-06-13,1.05,1,179,7,00000477581
1006153,Kripis Studio Thessaloniki No4,1193625,1462539365013127919,Olga,,Thessaloniki,40.64058,22.95678,Entire home/apt,71,3,23,2026-06-04,0.21,6,239,4,1133335
1007872,Cozy studio in old city near city center,5543143,1462683301578599116,Giannis,,Thessaloniki,40.6378,22.9571,Entire home/apt,39,3,71,2026-06-14,0.65,1,270,8,00000332400
1013340,Kripis Studio Thessaloniki No2,1193625,1462539365013127919,Olga,,Thessaloniki,40.63974,22.95704,Entire home/apt,53,3,7,2026-03-14,0.07,6,267,1,1133335
1058022,Afrodite - Pantheon apartments,4293278,1462652874355363908,Andreas,,Thessaloniki,40.63955,22.93885,Entire home/apt,72,2,106,2022-12-18,0.66,2,88,0,00000126170
1060922,"The Epsilon Suite, a modern flat @ City center",5841701,1462690977825059923,Yiorgos,,Thessaloniki,40.6346435546875,22.94386863708496,Entire home/apt,106,4,89,2026-03-15,0.57,1,133,2,00001237460
1117177,Kripis Studio Thessaloniki No3,1193625,1462539365013127919,Olga,,Thessaloniki,40.64126,22.95705,Entire home/apt,51,4,9,2023-08-12,0.09,6,358,0,1133335
1397321,Kripis Studio Thessaloniki No5,1193625,1462539365013127919,Olga,,Thessaloniki,40.6396,22.95499,Entire home/apt,127,7,1,2020-01-01,0.01,6,179,0,Exempt
2086784,Waterfront #8Design - Bubblegum Box,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63177,22.94171,Entire home/apt,46,1,892,2026-06-15,5.86,26,331,49,00003558757
2174678,Art Gallery Center Apartment,7591507,1462736064398170725,Alexandros,,Thessaloniki,40.62761,22.94842,Entire home/apt,240,2,122,2026-05-10,0.99,1,343,9,00000510135
2417714,Thessaloniki Central Cozy Apartment wifi,12356276,1462885841099131162,Yiannis,,Thessaloniki,40.6415,22.94488,Entire home/apt,60,2,563,2026-05-31,3.75,2,365,37,00000357571
2525130,Luxurious fabulous modern studio - Panorama centre,12928977,1462584379251027383,Despina,,Pilea – Chortiatis,40.5926,23.03319,Entire home/apt,,3,5,2021-07-04,0.04,2,0,0,00000040650
2639807,Apollon - Central apartment,13516901,1462913069751456867,Ioulianos,,Thessaloniki,40.63948,22.93883,Entire home/apt,93,2,107,2022-04-17,0.72,1,82,0,00000161920
2656518,The bohemian studio by the centre,13597375,1462914900556770277,Filitsa,,Thessaloniki,40.60826,22.96228,Entire home/apt,47,2,146,2026-06-12,0.98,6,361,10,00002237438
2788858,Waterfront #7Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,46,1,829,2026-06-18,5.59,26,301,64,00003602898
3276780,"Apartment in Ano Poli, Thessaloniki",16565876,1462989672674187034,Stathis,,Thessaloniki,40.63801,22.95393,Entire home/apt,35,1,113,2018-09-04,0.78,1,192,0,
3923918,Luxury  studio city,20326948,1463104698165163182,Raoul-Ernesto,,Thessaloniki,40.6119,22.97425,Entire home/apt,61,2,148,2026-05-03,1.03,2,339,16,00000147644
3929429,Thessaloniki Central Apartment wifi,12356276,1462885841099131162,Yiannis,,Thessaloniki,40.63684,22.95384,Entire home/apt,54,2,535,2026-06-07,3.72,2,363,34,00000283257
4186142,CityCenter Eclectic - #3Design CozyFlat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.64179,22.94335,Entire home/apt,97,1,781,2026-06-24,5.47,26,337,66,00003558640
4467736,Mini suite neighboring the centre,13597375,1462914900556770277,Filitsa,,Thessaloniki,40.60973,22.96299,Entire home/apt,49,2,116,2026-06-13,0.83,6,117,9,00002237464
4530300,Luxury studio,20326948,1463104698165163182,Raoul-Ernesto,,Thessaloniki,40.61252,22.97284,Entire home/apt,60,2,123,2026-05-17,0.87,2,364,13,00000147622
4560699,Velis apartment Thessaloniki,7886224,1462562865846630245,Velissarios,,Kalamaria,40.57776,22.94626,Entire home/apt,116,2,23,2025-08-15,0.17,1,339,1,00000262565
5499527,Super Stylish Central Studio,14213975,1462933180166789175,Konstantinos,,Thessaloniki,40.63542,22.9434,Entire home/apt,44,2,661,2026-06-11,4.87,1,339,24,00000214056
5520086,♠ Apartment next to University ♠,17489165,1463011300800220003,Andrew,,Thessaloniki,40.63086,22.95325,Entire home/apt,65,3,83,2026-05-25,0.61,3,236,8,00002500107
5693168,CityCenter Gem - #2Design CozyQuiet Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.64179,22.94335,Entire home/apt,64,1,480,2026-06-24,3.50,26,349,38,00003558720
5702461,Houseloft Koromila Sea View,29565272,1465435129496837056,Houseloft,,Thessaloniki,40.63002,22.94411,Entire home/apt,121,1,295,2026-05-22,2.17,28,333,11,00003714309
6279775,Waterfront #9Design - CozyCityCenter Studio,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,40,1,808,2026-06-22,5.96,26,359,59,00003558778
6332299,Homy cosy studio towards the centre,13597375,1462914900556770277,Filitsa,,Thessaloniki,40.6097,22.96191,Entire home/apt,47,2,45,2026-06-23,0.34,6,203,3,00002237422
6408303,Studio / top floor / city center,33423195,1465489092905062733,Chris,,Thessaloniki,40.62843,22.9536,Entire home/apt,34,1,130,2026-02-22,0.99,1,234,15,00000124467
6408408,EVANGELIA: Only Good News Here...,33423743,1462661861513080920,Evangelia,,Thessaloniki,40.64017,22.94416,Private room,35,1,66,2022-10-04,0.49,1,179,0,00000378638
6478641,Apartment in the Historical Center of Thessaloniki,33849266,1462663320483499043,Athanasios,,Thessaloniki,40.64114,22.94394,Entire home/apt,79,2,221,2026-06-20,1.65,1,329,25,00000091790
6682912,thess1home,34979760,1462667148803699582,Thess1home Apartments,,Pilea – Chortiatis,40.59153,22.97563,Entire home/apt,,1,233,2025-07-01,1.74,9,0,0,00002931076
6773050,Penthouse in Ladadika District !,25211962,1465338016611695889,Elina,,Thessaloniki,40.63547,22.93888,Entire home/apt,77,3,91,2026-06-26,0.69,1,67,8,00003249285
6781712,Cozy & central flat with great view,35502056,1462668937041255680,Asteropi,,Thessaloniki,40.62205,22.9539,Private room,93,5,52,2022-09-11,0.39,1,362,0,00000161024
6831358,Trie City Experience,6077150,1462697364445588690,Evangelia,,Thessaloniki,40.62928,22.94926,Entire home/apt,,3,192,2026-01-03,1.43,1,0,9,00003051843
7609332,Ιn the heart of Thessaloniki 4 bd 180sqm apt,9531550,1462816531907213610,Katerina,,Thessaloniki,40.62995,22.94825,Entire home/apt,110,1,446,2026-06-03,3.37,12,292,39,00001111422
7710541,Tailor's Suites #1,40505568,1465603648054575954,Thanos,,Thessaloniki,40.6394717,22.9384145,Entire home/apt,82,1,81,2026-05-17,1.98,2,182,19,00002470248
7721006,Άνετο vintage διαμέρισμα με μεγάλο μπαλκόνι,25979571,1465353338681756227,Vasilia,,Thessaloniki,40.63551,22.95409,Entire home/apt,46,7,39,2025-04-21,0.32,1,363,0,00002248380
7766335,SWEET  Home 15'from airport @15'from center,40585741,1462685017224146503,Χριστινα,,Thessaloniki,40.60098,22.96422,Entire home/apt,48,2,297,2026-01-02,2.26,1,274,21,00000378810
8163226,Single room,43087202,1465639743671856801,Dimitra,,Ampelokipon – Menemeni,40.65041,22.93347,Private room,,14,23,2025-03-11,0.19,2,0,0,00000239172
8214869,Downtown Central Cozy3BD - #8Design Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63719,22.95002,Entire home/apt,88,1,839,2026-06-24,6.40,26,333,76,00003558698
8269518,98m2 with Sea view and Parking spot | New,24967117,1465327817594946473,Angeliki,,Thessaloniki,40.61389856135103,22.98510415717036,Entire home/apt,95,6,3,2025-09-30,0.24,1,271,2,01244186707
8330733,Villa in Thessaloniki,43914534,1465652310064644483,Anastasios,,Pilea – Chortiatis,40.57767,23.03114,Entire home/apt,,2,50,2025-09-02,0.39,1,0,3,00000097550
8350326,"""Feels like taking home with you""!",8862760,1462788896815564425,Aimilios,,Kalamaria,40.58279,22.9658,Entire home/apt,79,2,39,2026-05-03,0.30,1,246,1,00000201604
8540269,Vintage 1930's flat in the center of Thessaloniki,44960779,1462698601857153569,George,,Thessaloniki,40.63995,22.94543,Entire home/apt,47,2,241,2026-05-31,2.39,1,141,18,00000037066
8609770,Passer Domesticus - Unique Living,24114811,1462628006307321180,Babis,,Thessaloniki,40.63712,22.93944,Entire home/apt,106,2,89,2026-05-24,0.83,1,174,4,00000328868
8820310,The SuperHeroes Apartment,1900494,1462521058476274397,Vassilis,,Thessaloniki,40.59944,22.97574,Entire home/apt,167,1,81,2026-05-04,0.63,1,168,5,00000434923
8987878,Elegant studio in Aristotelous Square,37912682,1465567286249041839,Βασιλικη,,Thessaloniki,40.63295,22.94004,Private room,91,3,171,2026-05-20,1.32,1,77,28,00003721173
9020776,Modern Cozy Studio (city center),24759607,1462630698931815707,Georgios,,Thessaloniki,40.6407,22.93661,Entire home/apt,54,3,210,2026-06-14,1.63,1,164,17,00000384426
9184637,Lovely flat at the historic center,47786468,1465721748382346600,Gregory,,Thessaloniki,40.6304,22.951,Entire home/apt,,31,56,2020-02-16,0.45,1,0,0,00000256438
9327845,"Sweet Home 1 # Natural Life, 20' from city center",43603727,1465647409610301089,Ioanna - Kostas,,Neapolis – Sykeon,40.65562057495117,22.9864444732666,Entire home/apt,70,2,50,2026-05-03,0.40,2,168,6,00000477107
10133783,Thess1Home Premium [new 2016],34979760,1462667148803699582,Thess1home Apartments,,Kalamaria,40.57659,22.96432,Entire home/apt,134,1,358,2026-03-22,2.82,9,79,5,00002465960
10579877,Sunny & Happy apartment in Historical center,3688135,1462637099857969535,Marianna,,Thessaloniki,40.63202244549462,22.952944278717062,Entire home/apt,112,1,160,2026-05-31,1.29,2,192,19,00000427734
10983314,"Balcony #5Design - SeaSideView, CityCenter Studio",10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,52,1,938,2026-06-16,7.43,26,313,83,00003602840
10988905,"Central, smart choice for 1 - 4 prs",57017231,1465931872827572488,Anninos,,Thessaloniki,40.61398,22.95581,Entire home/apt,50,3,97,2025-12-22,0.77,1,135,3,00000289500
11001184,Modern&Cozy Apartment with Balcony View in Evosmos,57087329,1465933029488487120,Anastasia,,Kordelio – Evosmos,40.66664,22.91616,Entire home/apt,110,2,50,2025-12-26,0.41,1,22,5,00000143231
11033155,Spiti mas,47104896,1465706488366840924,Kostis,,Thessaloniki,40.5992577,22.95498,Entire home/apt,82,2,8,2026-05-10,0.38,1,349,5,00002860896
11168139,Trykonos Central Oasis One,9238072,1462568688025068237,Trifonas Nakos,,Thessaloniki,40.63369,22.95892,Entire home/apt,65,2,107,2026-06-21,0.85,1,346,3,00001538463
11297354,Acheiropoietos Apartment,25201186,1462632570890453952,Vasilis,,Thessaloniki,40.63513946533203,22.94681167602539,Entire home/apt,164,2,19,2026-05-31,0.21,1,87,5,00000462280
11307085,Apartment Thessaloniki,26302519,1462636858905683222,Joulia,,Thessaloniki,40.60729,22.96807,Entire home/apt,94,2,15,2026-05-25,0.15,1,176,4,00000370843
11333610,Comfortable rooms 15' min to center,25449575,1465342958252137217,Jannis,,Thessaloniki,40.61432,22.97565,Private room,36,1,132,2026-04-17,1.05,1,362,19,00001676599
11382498,MaziRooms 1.1,59687021,1462743344155481697,Pau,,Thessaloniki,40.63797,22.94272,Entire home/apt,72,1,196,2026-05-25,1.56,14,326,6,00002294476
11415222,Authentic Retro Flat in City Center #FeelsLikeHome,9244884,1462809229353517425,FeelsLikeHomeGR,,Thessaloniki,40.62999,22.95225,Entire home/apt,115,1,121,2026-05-09,0.97,18,79,13,00002504454
11462299,"Amazing view,downtown luxurious 2bd",16478745,1462598057041253391,Ioanna,,Thessaloniki,40.63039326011929,22.949924057671712,Entire home/apt,86,1,401,2026-06-13,3.26,6,252,34,00003746286
11541483,Downtown apartment,60890376,1462746499775710745,Mariam,,Thessaloniki,40.621895,22.953457,Entire home/apt,92,1,191,2026-05-11,1.54,1,315,6,00001869877
11631797,Brand New luxury central apartment,61635658,1462748437433261547,Alex,,Thessaloniki,40.60664,22.9519,Entire home/apt,85,4,22,2018-02-04,0.19,1,268,0,00003780678
11651643,City center elegant loft,36326447,1465539609820804179,Stamatis,,Thessaloniki,40.63377,22.94019,Entire home/apt,171,3,59,2019-07-25,0.55,1,364,0,00000209181
11663126,"Modern Urban Studio, Skg City Centre",5617850,1462685148968389110,Tina,,Thessaloniki,40.63129,22.94986,Entire home/apt,49,14,130,2026-01-04,1.04,1,27,4,00002521280
11789259,Lovely Studio in old city center,193416558,1487948724883536136,Vasilis,,Thessaloniki,40.6387107,22.9554154,Entire home/apt,70,2,131,2026-05-25,1.06,1,67,9,00003638534
11856321,Classic Villas Ouziel,13574689,1462914432664210854,Stelios,,Thessaloniki,40.5947,22.95292,Entire home/apt,23465,3,26,2023-09-02,0.21,1,365,0,0933Κ91000768401
11926568,"BIG MODERN CENTER APARTMENT, BALCONY AND PARKING#1",59212565,1466713299106376789,Dimitris,,Thessaloniki,40.64631,22.9252,Entire home/apt,72,1,607,2026-06-15,4.86,1,136,74,00000538605
12070194,apartment Nikos,17305188,1462601883364120613,Nikolaos,,Kalamaria,40.57752,22.9514,Entire home/apt,172,2,13,2026-05-23,0.11,1,103,3,00000007814
12085965,The NEW Aristotelous Boarding house 90 τ.μ sq.m,31923782,1465469152878719514,Matina,,Thessaloniki,40.6333,22.94074,Entire home/apt,286,1,8,2025-12-21,0.06,1,363,1,00002279819
12106564,Upper 6 Residence,64917515,1466802853891450822,Jose,,Thessaloniki,40.638004,22.94009,Entire home/apt,174,3,77,2026-06-14,0.63,1,179,4,00000619201
12145518,"karen studio in Old Town, Thessaloniki",22756563,1463187646311218875,Konstantinos,,Thessaloniki,40.63917,22.95615,Entire home/apt,35,14,51,2026-05-15,0.44,1,69,4,00000295954
12163783,Central 2-room apartment,45888139,1465685370867503912,Olia & Stelios,,Thessaloniki,40.62859,22.953062,Entire home/apt,67,2,229,2026-05-28,1.92,1,240,16,00000291461
12238767,"Thess1Home Relax [new, May 2016]",34979760,1462667148803699582,Thess1home Apartments,,Pilea – Chortiatis,40.59152,22.97576,Entire home/apt,125,1,167,2025-08-17,1.36,9,61,2,00002930892
12262261,"The Place To Be, Ancient Agora #FeelsLikeHome",9244884,1462809229353517425,FeelsLikeHomeGR,,Thessaloniki,40.63728,22.94701,Entire home/apt,,1,72,2024-08-18,0.58,18,0,0,00003181347
12293989,Penny's luxury city apartment,14950487,1462950722611212853,Panagiota,,Thessaloniki,40.64474365040625,22.941653088885502,Entire home/apt,,1,4,2024-10-13,0.11,1,0,0,00002120476
12360708,Modern Central Fully Equipped Apart,29452692,1465433629348133961,Dimitris And Paki,,Thessaloniki,40.618106842041016,22.954917907714844,Entire home/apt,120,2,128,2025-07-31,1.03,1,147,1,00000554944
12372555,"Amazing location, with bay views!",53772040,1465873697624453077,Rolando,,Thessaloniki,40.60738,22.95249,Entire home/apt,68,7,31,2026-04-21,0.25,1,353,3,00000410695
12472289,Center/Bright/Balcony/Great view/WF,63960745,1466789322788361016,Antonis,,Thessaloniki,40.63528,22.95292,Entire home/apt,73,1,317,2026-06-13,2.58,1,52,29,00000495931
12606597,Studio 48,54756606,1465894797627384324,Roxani,,Pilea – Chortiatis,40.58685,23.03448,Entire home/apt,114,3,2,2023-09-11,0.02,1,314,0,1006290
12654178,Feel like home,49978437,1465763706465569774,Magdalena,,Thessaloniki,40.63794,22.93946,Entire home/apt,66,2,179,2026-06-18,1.48,1,293,29,00000574440
12759457,Terrace studio in Old Town,43526191,1465646277827600327,Kelly,,Thessaloniki,40.64059,22.95602,Entire home/apt,,3,159,2026-06-16,1.30,1,0,11,00000027429
12765235,Luxury Living Apartments And Spa- No21,53934947,1462727451116360570,Vasilis,,Thessaloniki,40.63034,22.94695,Entire home/apt,123,1,10,2026-03-08,0.09,7,364,2,00000023443
12767915,Luxury Living Apartments - No22,53934947,1462727451116360570,Vasilis,,Thessaloniki,40.63034,22.94695,Entire home/apt,125,1,7,2026-01-11,0.06,7,362,1,00000008520
12820336,lovely little quiet apartment,69929135,1466865541529589442,Elena,,Pavlou Mela,40.68322,22.93438,Entire home/apt,46,2,72,2026-03-15,0.58,1,30,2,00001369903
12839242,Million dollars view,70104544,1466867919673864057,Κωνσταντινος,,Thessaloniki,40.64123,22.95175,Entire home/apt,52,2,133,2021-10-26,1.08,1,338,0,00000144789
12926477,white tower city center loft,70494327,1466872659932377924,Hlias,,Thessaloniki,40.62753,22.94931,Entire home/apt,58,1,363,2026-05-28,4.19,2,83,37,00003713354
13108337,Ideal Location at the Heart of Thessaloniki Centre,72865728,1462809124668314748,Caterina,,Thessaloniki,40.64122,22.93601,Entire home/apt,,7,37,2024-01-06,0.31,1,0,0,1671579
13113431,"The Little GReeNce, by Zormir! The one and only!",32221596,1465473319456494199,Dimitrios,,Thessaloniki,40.63422,22.95365,Entire home/apt,6,90,38,2020-02-28,0.31,1,291,0,
13218557,Mazi Rooms 1.2,59687021,1462743344155481697,Pau,,Thessaloniki,40.63812,22.94275,Entire home/apt,69,1,139,2026-05-26,1.14,14,359,2,00002294582
13223162,Cosy modern apartment,71808744,1466887781732959018,John,,Thessaloniki,40.59188,22.96074,Entire home/apt,67,2,135,2025-10-27,1.11,1,260,4,00000362650
13240426,"Comfortable Bright 71m² (parking, easy free)",74062141,1466912291722577745,Κώστας,,Neapolis – Sykeon,40.6519928,22.9484445,Entire home/apt,98,2,219,2026-05-03,1.79,1,206,21,00000044475
13277703,villa loco lav,74839332,1462813851499759398,Κωστας,,Thessaloniki,40.60199,22.97101,Entire home/apt,116,10,5,2016-09-24,0.04,1,89,0,
13440422,♣ Modern Apartment with Terrace ♣,17489165,1463011300800220003,Andrew,,Thessaloniki,40.63815,22.93667,Entire home/apt,63,4,109,2026-04-20,0.89,3,188,4,00002500095
13511324,Bright Charming Apartment,77554386,1466950579009919684,Yannis,,Thessaloniki,40.64497,22.92974,Entire home/apt,54,3,61,2025-12-02,0.50,1,147,8,00000418796
13579817,Apartment in listed building in historical centre,78373548,1466959854766460790,Dimitris,,Thessaloniki,40.631462,22.947037,Entire home/apt,161,1,180,2026-06-11,1.48,1,299,26,00000453877
13637342,Family friendly apartment,79093986,1466967317167440146,Ioanna,,Kalamaria,40.56893,22.96022,Entire home/apt,89,2,72,2026-05-17,0.65,1,182,10,00000012742
13721480,Escape ... in style // Downtown Seaside Gate_301,80206409,1466978080707613559,EscapeInStyle,,Thessaloniki,40.63145,22.94071,Entire home/apt,62,1,419,2026-05-31,3.47,14,266,29,00003014010
13814156,Cosy 1 bedroom apartment at the heart of the city,81323610,1466989016775257853,Galateia,,Thessaloniki,40.63039,22.95314,Entire home/apt,,2,45,2026-05-03,0.37,1,0,10,00002841923
13870009,Escape ... in style // Downtown Seaside Gate_302,80206409,1466978080707613559,EscapeInStyle,,Thessaloniki,40.63176,22.94171,Entire home/apt,68,1,369,2026-06-10,3.05,14,317,40,00003014068
13886914,Escape ... in style // Downtown Seaside Gate_304,80206409,1466978080707613559,EscapeInStyle,,Thessaloniki,40.63176,22.94171,Entire home/apt,61,1,420,2026-06-08,3.50,14,314,24,00003014111
13887094,Escape ... in style // Downtown Seaside Gate_305,80206409,1466978080707613559,EscapeInStyle,,Thessaloniki,40.63176,22.94171,Entire home/apt,85,1,322,2026-06-08,2.66,14,316,24,00003014169
13888976,Beautiful Cosy Sea view Apartment near CityCenter!,75326711,1462815017686839132,Vagelis,,Thessaloniki,40.64239,22.94914,Entire home/apt,50,2,90,2026-05-13,0.74,3,326,11,00000487443
13894892,Mazi Rooms 1.3,59687021,1462743344155481697,Pau,,Thessaloniki,40.63807,22.94273,Entire home/apt,71,1,256,2026-05-17,2.12,14,344,5,00002294678
13903922,Escape ... in style // Downtown Seaside Gate_306,80206409,1466978080707613559,EscapeInStyle,,Thessaloniki,40.63176,22.94171,Entire home/apt,62,1,403,2026-05-23,3.34,14,243,20,00003014180
13909705,Tiny escape,82496628,1467000734878404563,Stella,,Thessaloniki,40.64217,22.95107,Entire home/apt,42,2,11,2026-05-17,0.10,2,24,1,00000277312
13992175,Magnificent view  Loft Near CityCenter,75326711,1462815017686839132,Vagelis,,Thessaloniki,40.64155,22.94931,Entire home/apt,58,2,161,2026-05-17,1.34,3,333,6,00000487352
13993488,Dreamy Attic Roomy Loft near City Center,75326711,1462815017686839132,Vagelis,,Thessaloniki,40.64337,22.94978,Entire home/apt,54,2,132,2026-01-05,1.10,3,334,8,00000487545
14135392,Luxury Living Apartments - No31,53934947,1462727451116360570,Vasilis,,Thessaloniki,40.63034,22.94695,Entire home/apt,101,1,3,2024-07-04,0.03,7,361,0,00000023560
14227611,Your SKG House /Unique View/Kid Friendly/P/2bdrms,44486345,1462697160091433448,Αντώνιος-Πηνελόπη,,Thessaloniki,40.62142,22.9577,Entire home/apt,126,2,145,2026-06-22,1.23,2,318,18,00000177613
14242961,Waterfront #22Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,48,1,736,2026-06-22,6.14,26,350,49,00003603130
14243826,Waterfront #21Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,86,1,856,2026-06-17,7.11,26,337,83,00003603125
14246128,Waterfront #24Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,63,1,710,2026-06-22,5.90,26,338,69,00003603066
14246384,Waterfront #23Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63175964355469,22.941707611083984,Entire home/apt,,1,716,2026-06-18,5.95,26,316,64,00003603087
14246742,Waterfront #25Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63177,22.94171,Entire home/apt,57,1,717,2026-06-24,5.95,26,325,77,00003560070
14247504,Waterfront #26Design - CozyCityCenter Flat,10654206,1462575208681244404,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,,1,863,2026-06-24,7.22,26,308,105,00003603092
14325198,Cosy flat in city center,43317900,1465643232404829911,Anna,,Thessaloniki,40.63329,22.94866,Entire home/apt,90,30,0,,,1,364,0,
14333612,Aristotelous Modern Flat,68821322,1466851045833827960,Nektarios,,Thessaloniki,40.6374,22.94383,Entire home/apt,103,2,263,2026-05-24,2.19,1,86,14,00000041159
14617345,Home sweet Home!,43812179,1465650780421048321,Christopher,,Thessaloniki,40.61137,22.95806,Entire home/apt,59,2,48,2025-06-18,0.40,1,57,0,00000137465
14765140,Stylish Apartment 80sq.m in the heart of the city,92089947,1467112219743235575,Lianna,,Thessaloniki,40.63508,22.94791,Entire home/apt,92,2,7,2017-08-05,0.06,1,363,0,
14796869,Tiny Loft Studio 17m² in the heart of Thessaloniki,32602396,1465478241768730030,Dimitrios,,Thessaloniki,40.63396,22.94563,Entire home/apt,44,1,210,2026-05-18,1.77,1,50,2,00000982674
14890837,Modern Turnkey 1Bdr+ 2nd study room- near sea,24603505,1465309002262498892,Daisy,,Thessaloniki,40.59414,22.95301,Entire home/apt,98,2,2,2023-02-28,0.04,1,357,0,00001489955
14926217,Stellar Penthouse City Center,9823777,1462824438558817938,Augusta,,Thessaloniki,40.63907,22.94966,Entire home/apt,82,2,123,2026-03-13,1.08,1,312,10,00000302442
14972838,GINA'S APARTMENT,94316012,1462857663826670622,Asteris,,Thessaloniki,40.600174,22.956545,Entire home/apt,97,2,22,2023-06-05,0.41,1,57,0,00001422930
15277594,Elegant Supercentral Apartment,97216720,1467171177691185536,Petros,,Thessaloniki,40.63194,22.94368,Entire home/apt,92,1,109,2026-06-13,1.01,1,60,19,00000017798
15349145,Charming Home in the Heart of Thessaloniki,27599375,1465407619073677933,Dominiki,,Thessaloniki,40.62926,22.9461,Entire home/apt,110,2,240,2024-08-12,2.03,1,57,0,00000116580
15494686,Rain Apartments: Spacious House 15' from Center,99504003,1467196087989797468,Alexandros,,Thessaloniki,40.62957,22.9671,Entire home/apt,87,2,251,2026-06-21,2.13,1,226,28,00002860774
15519018,"Downtown Thessaloniki 37sm, sunny & refurbished",99747969,1467198794189181968,George,,Thessaloniki,40.63754653930664,22.943801879882812,Entire home/apt,60,2,245,2026-06-21,2.08,1,190,38,00000437265
15526140,Aristotelous Square Apartment,52755258,1462723944294524179,Angelos,,Thessaloniki,40.63238,22.94206,Entire home/apt,120,1,283,2026-06-07,2.69,1,329,31,00000341925
15569577,the wall bnb / downtown apartment / museums area,100287175,1462871025007777485,Giorgos,,Thessaloniki,40.63083,22.95147,Entire home/apt,88,2,333,2026-06-12,2.83,2,308,27,00001733411
15726010,alexandros house,57417006,1465938871810888455,Αλεξανδρος,,Ampelokipon – Menemeni,40.64994215523798,22.930452230688477,Entire home/apt,50,2,2,2023-11-12,0.06,1,149,0,00002320806
15809727,Τhess1home Central,101074682,1467212913642273228,Thess1home Apartments,,Thessaloniki,40.61592,22.95562,Entire home/apt,127,1,158,2024-07-21,1.36,1,94,0,00002867373
15819752,apartment villa panorama,88525295,1462844632114249657,Θεοδοσία,,Pilea – Chortiatis,40.58525,23.0274,Entire home/apt,121,1,16,2026-05-14,0.16,1,225,8,00002586739
15863041,"Thea Apartments ""Melite""",1619493,1462519264173984731,Georgios,,Thessaloniki,40.64464,22.92364,Entire home/apt,46,20,64,2026-01-08,0.55,3,147,4,00002172208
15868940,Cosy Penthouse (up to 6 guests) in the CityCentre,92718261,1462854093731416578,Dimitrios,,Thessaloniki,40.63853,22.94914,Entire home/apt,71,1,299,2026-05-16,2.56,1,68,3,00003563135
15972249,Panoramic View Lux Penthouse Apartment,103706671,1467245043150167851,Ανεστης,,Thessaloniki,40.6099981,22.9592021,Entire home/apt,72,2,1,2024-07-15,0.04,1,241,0,00002335506
16115782,Navarinou sq.-ancient ruins view-lux 2BD apartment,16478745,1462598057041253391,Ioanna,,Thessaloniki,40.63065,22.94789,Entire home/apt,87,1,406,2026-05-26,3.48,6,275,50,00000070690
16182856,modeRnEST.6,27837960,1465410821131709279,Χρήστος,,Thessaloniki,40.63884,22.94233,Entire home/apt,,3,31,2025-03-31,0.27,1,0,0,00000136596
16376696,Beautiful apartment Excellent location!,25021710,1465331279353445493,Eleni,,Thessaloniki,40.6304,22.95053,Entire home/apt,94,3,426,2026-06-23,3.71,1,203,42,00000074770
16490221,Exotic Home Paradise!,77882456,1466954508583698860,Kalliniki,,Thessaloniki,40.6044,22.95616,Entire home/apt,32,2,289,2026-04-06,2.53,1,256,25,00000573730
