market_key,region,dump_2023,dump_2025,ymi,ym,n23,n23_lag,n25,n25_lag,yoy23,yoy25
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24271,2022-08,18495,7283,6961,3524,1.5394754908691475,0.9753121452894438
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24272,2022-09,19472,7309,7328,3439,1.6641127377206186,1.1308519918580981
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24273,2022-10,21249,8457,7793,3949,1.5125931181269956,0.9734109901240819
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24274,2022-11,17865,8282,6472,3833,1.1570876599855109,0.6884946517088442
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24275,2022-12,15238,7726,5446,3521,0.9723013202174475,0.5467196819085487
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24276,2023-01,19375,8858,6604,3956,1.1872883269361028,0.6693629929221436
turkey_marmara_istanbul,EMEA,2023-03-31,2025-08-31,24277,2023-02,14770,7562,4986,3376,0.9531869875694261,0.4768957345971565
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24266,2022-03,2147,259,1457,163,7.289575289575289,7.938650306748466
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24267,2022-04,2594,888,1714,606,1.9211711711711712,1.8283828382838285
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24268,2022-05,2825,1412,1838,962,1.0007082152974505,0.9106029106029105
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24269,2022-06,2909,1600,1852,1112,0.818125,0.6654676258992807
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24270,2022-07,3406,2037,2138,1420,0.6720667648502701,0.5056338028169014
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24271,2022-08,3146,2632,1975,1838,0.19528875379939215,0.07453754080522312
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24272,2022-09,3138,2169,2081,1552,0.44674965421853385,0.3408505154639174
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24273,2022-10,2974,2275,1905,1587,0.3072527472527473,0.2003780718336483
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24274,2022-11,2699,1943,1717,1309,0.38908903757076696,0.3116883116883118
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24275,2022-12,2086,1564,1277,1064,0.3337595907928388,0.20018796992481214
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24276,2023-01,1879,1304,1190,889,0.4409509202453987,0.3385826771653544
united-kingdom_england_bristol,EMEA,2023-03-28,2025-08-28,24277,2023-02,2599,1922,1651,1308,0.35223725286160246,0.26223241590214075
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24266,2022-03,3240,583,1828,367,4.55746140651801,3.9809264305177114
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24267,2022-04,3973,1247,2253,811,2.186046511627907,1.7780517879161528
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24268,2022-05,4170,1893,2329,1214,1.202852614896989,0.9184514003294892
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24269,2022-06,5609,1653,3147,1037,2.393224440411373,2.034715525554484
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24270,2022-07,4771,2283,2712,1387,1.0897941305300045,0.955299206921413
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24271,2022-08,4740,3403,2630,2017,0.3928886276814576,0.30391670798215165
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24272,2022-09,4585,3487,2564,2139,0.31488385431603105,0.19869097709209904
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24273,2022-10,6170,3786,3339,2232,0.629688325409403,0.49596774193548376
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24274,2022-11,5160,3109,2831,1830,0.6596976519781279,0.5469945355191257
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24275,2022-12,4397,3018,2393,1761,0.4569251159708416,0.35888699602498586
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24276,2023-01,4113,1831,2205,1080,1.2463134898962314,1.0416666666666665
united-kingdom_england_greater-manchester,EMEA,2023-03-27,2025-08-28,24277,2023-02,4744,2650,2414,1537,0.790188679245283,0.5705920624593364
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24266,2022-03,20566,2937,13257,1828,6.0023833844058565,6.25218818380744
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24267,2022-04,26085,5540,16469,3506,3.7084837545126357,3.697375926982316
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24268,2022-05,31890,7525,20240,4751,3.237873754152824,3.2601557566828037
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24269,2022-06,38110,8173,23609,5367,3.6629144744891713,3.398919321781256
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24270,2022-07,43748,10545,26691,6924,3.148696064485538,2.854852686308492
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24271,2022-08,39824,13804,23678,9288,1.8849608809040856,1.5493109388458226
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24272,2022-09,37832,14752,22030,9778,1.5645336225596531,1.2530169768868888
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24273,2022-10,44914,17786,25165,11794,1.525244574384347,1.1337120569781245
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24274,2022-11,38389,17155,21325,11160,1.2377732439522005,0.9108422939068099
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24275,2022-12,38766,15347,20804,10079,1.5259659868378184,1.0640936600853261
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24276,2023-01,33633,10893,18047,7119,2.087579179289452,1.5350470571709511
united-kingdom_england_london,EMEA,2023-03-14,2025-09-14,24277,2023-02,34707,14256,17690,9184,1.434553872053872,0.9261759581881532
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24266,2022-03,6687,634,4265,417,9.547318611987382,9.227817745803357
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24267,2022-04,9961,998,6229,627,8.980961923847696,8.934609250398724
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24268,2022-05,12100,3479,7554,2232,2.478010922678931,2.3844086021505375
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24269,2022-06,13725,5226,8470,3346,1.6262916188289323,1.5313807531380754
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24270,2022-07,15990,6531,9552,4185,1.4483233807992653,1.282437275985663
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24271,2022-08,19136,9749,10758,5828,0.9628679864601497,0.8459162663006177
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24272,2022-09,14343,7639,8614,4700,0.8776017803377405,0.8327659574468085
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24273,2022-10,13613,8246,8239,5152,0.6508610235265584,0.5991847826086956
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24274,2022-11,10774,8701,6619,5398,0.2382484771865303,0.2261948869951833
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24275,2022-12,10529,8265,6349,5085,0.27392619479733815,0.24857423795476885
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24276,2023-01,7550,4097,4571,2549,0.8428118135220892,0.7932522557865829
united-kingdom_scotland_edinburgh,EMEA,2023-03-17,2025-08-17,24277,2023-02,8291,6485,5026,4127,0.2784888203546647,0.21783377756239397
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24266,2022-03,26481,13568,16534,9409,0.9517246462264151,0.7572536932723988
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24267,2022-04,27306,15625,16782,10836,0.747584,0.5487264673311185
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24268,2022-05,31734,18271,19109,12624,0.7368507470855454,0.5137040557667933
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24269,2022-06,29565,19276,17636,13048,0.5337725669225981,0.3516247700797057
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24270,2022-07,32945,21162,19594,14303,0.5567999243927795,0.3699223939033769
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24271,2022-08,33646,22795,19650,15385,0.4760254441763545,0.27721806954826134
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24272,2022-09,30619,20172,17562,13470,0.5178960935950823,0.30378619153674835
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24273,2022-10,34942,22576,19730,14877,0.5477498228206945,0.3262082409087854
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24274,2022-11,30794,21997,17086,14266,0.3999181706596353,0.19767278844805825
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24275,2022-12,27064,21755,14926,13891,0.24403585382670645,0.0745086746814485
united-states_ca_los-angeles,NAM,2023-03-07,2025-09-01,24276,2023-01,30863,20657,16589,12984,0.49406980684513724,0.2776494146642021
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24266,2022-03,1925,1094,1309,778,0.759597806215722,0.6825192802056554
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24267,2022-04,2095,1169,1455,803,0.7921300256629598,0.8119551681195516
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24268,2022-05,2838,1556,1880,1032,0.8239074550128536,0.821705426356589
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24269,2022-06,2522,1736,1644,1167,0.45276497695852536,0.40874035989717217
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24270,2022-07,2742,1896,1812,1259,0.44620253164556956,0.43923749007148527
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24271,2022-08,2864,2024,1850,1389,0.41501976284584985,0.33189344852411806
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24272,2022-09,2569,1866,1614,1243,0.37674169346195074,0.29847144006436044
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24273,2022-10,2587,1911,1667,1268,0.3537414965986394,0.31466876971608837
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24274,2022-11,2023,1709,1262,1121,0.1837331772966646,0.12578055307760927
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24275,2022-12,1764,1616,1063,1070,0.09158415841584167,-0.0065420560747663226
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24276,2023-01,1872,1475,1074,979,0.26915254237288133,0.09703779366700704
united-states_ca_oakland,NAM,2023-03-24,2025-08-26,24277,2023-02,1954,1501,1163,969,0.30179880079946697,0.20020639834881315
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24266,2022-03,254,217,225,200,0.17050691244239635,0.125
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24267,2022-04,302,192,268,169,0.5729166666666667,0.5857988165680474
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24268,2022-05,332,255,295,225,0.3019607843137255,0.3111111111111111
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24269,2022-06,274,246,245,219,0.11382113821138207,0.11872146118721472
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24270,2022-07,301,254,268,211,0.18503937007874005,0.27014218009478674
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24271,2022-08,280,256,256,228,0.09375,0.12280701754385959
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24272,2022-09,255,208,220,194,0.22596153846153855,0.134020618556701
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24273,2022-10,243,251,218,234,-0.031872509960159334,-0.06837606837606836
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24274,2022-11,198,287,175,269,-0.31010452961672474,-0.34944237918215615
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24275,2022-12,194,226,181,207,-0.1415929203539823,-0.12560386473429952
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24276,2023-01,191,227,180,198,-0.15859030837004406,-0.09090909090909094
united-states_ca_pacific-grove,NAM,2023-03-31,2025-08-31,24277,2023-02,203,227,195,198,-0.10572687224669608,-0.015151515151515138
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24266,2022-03,16501,9869,10345,6269,0.6720032424764413,0.6501834423353008
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24267,2022-04,17280,11133,10862,7160,0.5521422797089732,0.5170391061452515
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24268,2022-05,18714,13211,11568,8442,0.4165468170464006,0.37029140014214645
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24269,2022-06,19452,13932,11715,8973,0.3962101636520241,0.30558341691741897
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24270,2022-07,22934,15772,13589,9994,0.4540958660918082,0.35971582949769854
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24271,2022-08,20647,16069,12245,10247,0.28489638434252296,0.19498389772616376
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24272,2022-09,18451,13632,10924,8687,0.353506455399061,0.2575112236675492
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24273,2022-10,18771,13721,11264,8951,0.3680489760221559,0.2584068819126355
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24274,2022-11,15395,12360,9218,7979,0.24555016181229772,0.1552826168692818
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24275,2022-12,12278,11145,7397,7194,0.10165993719156563,0.028217959410619997
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24276,2023-01,14615,11643,8568,7373,0.25526067164820065,0.1620778516207786
united-states_ca_san-diego,NAM,2023-03-24,2025-08-26,24277,2023-02,15630,11837,9054,7401,0.3204359212638337,0.22334819618970414
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24266,2022-03,5290,1996,3892,1547,1.6503006012024048,1.5158371040723981
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24267,2022-04,5725,2471,4302,1915,1.3168757588021043,1.2464751958224545
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24268,2022-05,6864,3145,5087,2389,1.182511923688394,1.1293428212641272
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24269,2022-06,6658,3743,4905,2861,0.7787870691958323,0.7144355120587207
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24270,2022-07,6795,4647,4928,3487,0.46223369916074897,0.41324921135646697
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24271,2022-08,7431,5052,5319,3785,0.4709026128266034,0.40528401585204765
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24272,2022-09,7388,4516,5234,3424,0.6359610274579273,0.5286214953271029
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24273,2022-10,6922,4466,4977,3391,0.5499328257948948,0.46770864051902095
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24274,2022-11,5349,4605,3853,3388,0.16156351791530943,0.13724911452184174
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24275,2022-12,4475,3963,3115,2871,0.12919505425182942,0.08498780912574011
united-states_ca_san-francisco,NAM,2023-03-06,2025-09-01,24276,2023-01,5338,3754,3781,2738,0.42194992008524235,0.3809349890430971
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24266,2022-03,3202,1910,2079,1295,0.6764397905759163,0.6054054054054054
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24267,2022-04,3422,2108,2199,1410,0.6233396584440227,0.5595744680851065
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24268,2022-05,4151,2550,2695,1720,0.627843137254902,0.566860465116279
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24269,2022-06,4103,2747,2696,1882,0.4936294139060793,0.4325185972369818
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24270,2022-07,4259,3095,2746,2122,0.37609046849757677,0.29406220546654094
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24271,2022-08,4456,3252,2833,2163,0.37023370233702346,0.30975496994914464
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24272,2022-09,4785,2890,3084,1980,0.6557093425605536,0.5575757575757576
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24273,2022-10,4183,2947,2648,2003,0.4194095690532744,0.32201697453819267
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24274,2022-11,3422,2836,2261,1815,0.2066290550070522,0.24573002754820927
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24275,2022-12,2959,2638,1951,1711,0.12168309325246396,0.14026884862653421
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24276,2023-01,3097,2460,1995,1606,0.2589430894308944,0.24221668742216695
united-states_ca_san-mateo-county,NAM,2023-03-26,2025-08-26,24277,2023-02,3045,2517,1980,1655,0.20977353992848635,0.1963746223564955
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24266,2022-03,3344,1858,2404,1328,0.7997847147470398,0.8102409638554218
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24267,2022-04,3944,2126,2808,1514,0.8551269990592663,0.8546895640686922
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24268,2022-05,4912,2586,3469,1883,0.8994586233565351,0.8422729686670207
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24269,2022-06,4539,2939,3145,2151,0.5444028581150051,0.4621106462110647
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24270,2022-07,4504,3335,3090,2530,0.3505247376311844,0.22134387351778662
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24271,2022-08,5061,3613,3457,2758,0.4007749792416275,0.253444525018129
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24272,2022-09,4977,3302,3358,2463,0.5072683222289522,0.36337799431587503
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24273,2022-10,4994,3213,3349,2354,0.5543106131341426,0.42268479184367025
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24274,2022-11,4179,3099,2688,2281,0.3484995159728945,0.17843051293292422
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24275,2022-12,3781,2977,2320,2157,0.27007054081289894,0.0755679184051925
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24276,2023-01,4059,2743,2503,1972,0.4797666788188115,0.26926977687626774
united-states_ca_santa-clara-county,NAM,2023-03-26,2025-08-27,24277,2023-02,3857,2657,2446,1966,0.45163718479488146,0.24415055951169884
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24266,2022-03,2552,1896,1804,1405,0.3459915611814346,0.2839857651245552
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24267,2022-04,2980,2150,2127,1590,0.38604651162790704,0.3377358490566038
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24268,2022-05,3036,2416,2164,1804,0.2566225165562914,0.19955654101995557
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24269,2022-06,3207,2533,2257,1803,0.2660876431109356,0.25180255130338325
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24270,2022-07,3750,2964,2662,2075,0.2651821862348178,0.2828915662650602
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24271,2022-08,3540,3042,2518,2212,0.1637080867850098,0.13833634719710663
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24272,2022-09,2898,2719,2059,1988,0.06583302684810599,0.03571428571428581
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24273,2022-10,2656,2508,1840,1865,0.05901116427432207,-0.013404825737265424
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24274,2022-11,2027,2128,1399,1527,-0.047462406015037595,-0.08382449246889323
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24275,2022-12,1538,1801,1071,1321,-0.14602998334258743,-0.18925056775170324
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24276,2023-01,1333,1861,903,1348,-0.2837184309511016,-0.3301186943620178
united-states_ca_santa-cruz-county,NAM,2023-03-31,2025-08-31,24277,2023-02,1634,2139,1075,1523,-0.23609163160355306,-0.29415627051871307
united-states_co_denver,NAM,2023-03-31,2025-08-31,24266,2022-03,5278,3371,3443,2276,0.5657075051913378,0.5127416520210897
united-states_co_denver,NAM,2023-03-31,2025-08-31,24267,2022-04,5829,3815,3848,2556,0.5279161205766711,0.5054773082942097
united-states_co_denver,NAM,2023-03-31,2025-08-31,24268,2022-05,7251,4900,4693,3244,0.47979591836734703,0.44667077681874234
united-states_co_denver,NAM,2023-03-31,2025-08-31,24269,2022-06,7700,5002,4993,3262,0.5393842463014793,0.5306560392397301
united-states_co_denver,NAM,2023-03-31,2025-08-31,24270,2022-07,8278,5926,5347,3894,0.39689503881201493,0.37313816127375454
united-states_co_denver,NAM,2023-03-31,2025-08-31,24271,2022-08,7681,6256,4847,4132,0.2277813299232736,0.17303969022265253
united-states_co_denver,NAM,2023-03-31,2025-08-31,24272,2022-09,7446,5939,4715,3884,0.2537464219565584,0.2139546858908341
united-states_co_denver,NAM,2023-03-31,2025-08-31,24273,2022-10,7690,5862,4891,3812,0.31183896281132717,0.28305351521511013
united-states_co_denver,NAM,2023-03-31,2025-08-31,24274,2022-11,5286,4559,3378,3005,0.15946479491116472,0.12412645590682203
united-states_co_denver,NAM,2023-03-31,2025-08-31,24275,2022-12,4439,4060,2785,2587,0.09334975369458132,0.07653652879783523
united-states_co_denver,NAM,2023-03-31,2025-08-31,24276,2023-01,5107,4364,3154,2768,0.17025664527955997,0.13945086705202314
united-states_co_denver,NAM,2023-03-31,2025-08-31,24277,2023-02,5012,4152,3211,2628,0.2071290944123314,0.22184170471841713
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24266,2022-03,7442,2894,5038,2007,1.5715272978576365,1.5102142501245641
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24267,2022-04,8884,3766,6074,2579,1.3590015932023367,1.355176424970919
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24268,2022-05,9827,4369,6668,2986,1.249256122682536,1.2330877427997322
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24269,2022-06,8038,4476,5586,3077,0.7957998212689901,0.8154046148846279
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24270,2022-07,7782,5351,5359,3702,0.4543076060549429,0.4475958941112912
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24271,2022-08,7673,6085,5156,4057,0.26096959737058345,0.2708898200640868
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24272,2022-09,7893,5159,5372,3584,0.5299476642760226,0.4988839285714286
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24273,2022-10,9338,6449,6503,4379,0.4479764304543341,0.4850422470883764
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24274,2022-11,6737,5444,4539,3669,0.23750918442321822,0.2371218315617334
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24275,2022-12,5510,4995,3680,3305,0.10310310310310311,0.11346444780635401
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24276,2023-01,5543,4236,3721,2752,0.30854579792256853,0.352107558139535
united-states_dc_washington-dc,NAM,2023-03-19,2025-08-19,24277,2023-02,5634,4233,3845,2812,0.33097094259390514,0.36735419630156474
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24266,2022-03,16765,8500,9507,5282,0.9723529411764706,0.7998864066641425
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24267,2022-04,16429,9315,9524,5776,0.7637144390767578,0.6488919667590027
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24268,2022-05,17277,10972,9904,6721,0.5746445497630333,0.4735902395476863
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24269,2022-06,12382,10335,7051,6304,0.19806482825350757,0.11849619289340096
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24270,2022-07,15202,10790,8390,6555,0.40889712696941616,0.2799389778794814
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24271,2022-08,12693,9622,7054,5797,0.31916441488256075,0.21683629463515608
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24272,2022-09,11100,7272,6043,4293,0.5264026402640265,0.40764034474726296
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24273,2022-10,13899,8621,7453,5046,0.6122259598654449,0.4770114942528736
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24274,2022-11,13619,9602,7222,5574,0.4183503436784004,0.29565841406530313
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24275,2022-12,14511,10760,7491,6191,0.34860594795539024,0.2099822322726539
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24276,2023-01,19050,12305,9529,7279,0.5481511580658269,0.3091083940101662
united-states_fl_broward-county,NAM,2023-03-27,2025-08-28,24277,2023-02,19419,11731,9346,6727,0.6553575995226324,0.3893265943213915
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24266,2022-03,26758,13816,19801,10557,0.936740011580776,0.8756275457042721
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24267,2022-04,26852,15307,20083,11613,0.754230090808127,0.7293550331525016
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24268,2022-05,29594,19755,22131,15070,0.4980511262971399,0.4685467816854678
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24269,2022-06,26978,20258,20275,15393,0.33172080165860396,0.3171571493536023
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24270,2022-07,29330,22414,22007,16934,0.3085571517801373,0.2995748198889807
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24271,2022-08,29366,23616,21868,17882,0.2434789972899729,0.22290571524437985
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24272,2022-09,27378,19788,20453,15141,0.3835657974530018,0.3508354798229971
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24273,2022-10,27339,19977,20272,15274,0.36852380237272864,0.3272227314390468
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24274,2022-11,24202,20233,17714,15288,0.19616468146097965,0.15868655154369438
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24275,2022-12,25211,22613,18581,16940,0.11488966523681077,0.09687131050767417
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24276,2023-01,30373,23611,22171,17653,0.2863919359620515,0.25593383560867844
united-states_hi_hawaii,NAM,2023-03-16,2025-08-16,24277,2023-02,27532,22455,19837,16744,0.2260966377198843,0.18472288580984242
united-states_il_chicago,NAM,2023-03-19,2025-08-19,24266,2022-03,7033,3261,4458,2081,1.1567003986507207,1.1422393080249882
united-states_il_chicago,NAM,2023-03-19,2025-08-19,24267,2022-04,7164,3981,4592,2616,0.7995478522984174,0.7553516819571866
united-states_il_chicago,NAM,2023-03-19,2025-08-19,24268,2022-05,9808,5356,6285,3508,0.8312173263629574,0.7916191562143671
united-states_il_chicago,NAM,2023-03-19,2025-08-19,24269,2022-06,10120,6099,6484,4010,0.6592884079357271,0.6169576059850375
united-states_il_chicago,NAM,2023-03-19,2025-08-19,24270,2022-07,10980,6894,6948,4514,0.5926892950391645,0.5392113424900311
