market,dimension,bucket,listings,reviews_ltm,reviews_per_listing,median_price,supply_share,demand_share,demand_index,guest_stay_share,guest_stay_index,revenue_share,revenue_index,median_price_per_guest
mt_bozeman,accommodates,1-2 guests,80,1835,22.9375,243.03,0.17467248908296942,0.21489635788734043,1.2302816489050241,0.09505299437663584,0.5441783928062401,0.1460112578308999,0.835914451081902,121.515
mt_bozeman,accommodates,3-4 guests,189,3343,17.687830687830687,302.33,0.4126637554585153,0.39149783346996136,0.9487090356044566,0.3259218948404986,0.789800147285441,0.3560411999464876,0.8627876697115943,80.5925
mt_bozeman,accommodates,5-6 guests,125,2331,18.648,362.88,0.27292576419213976,0.2729827848694226,1.0002089237615643,0.3490113762989453,1.2787776827593353,0.29958935903276807,1.097695411496062,66.5
mt_bozeman,accommodates,7+ guests,64,1030,16.09375,587.0,0.13973799126637554,0.12062302377327556,0.8632085138775033,0.2300137344839203,1.6460357874005547,0.1983581831898444,1.419500748452324,72.0
mt_bozeman,bedrooms,0-1 br,150,3488,23.253333333333334,269.5,0.32751091703056767,0.4084787445836749,1.2472217667954875,0.2537769830780792,0.7748657216650686,0.29669341443556607,0.9059038920765952,95.58333333333334
mt_bozeman,bedrooms,2 br,172,3183,18.50581395348837,340.92999999999995,0.37554585152838427,0.3727602763789671,0.9925825964044589,0.3948793697685869,1.0514811125233303,0.36120326112991147,0.9618086837063922,71.68
mt_bozeman,bedrooms,3 br,97,1348,13.896907216494846,423.5,0.21179039301310043,0.15786391849162665,0.7453780893728351,0.21843012257379046,1.031350475657691,0.21665727288149073,1.0229797008218842,72.5952380952381
mt_bozeman,bedrooms,4+ br,39,520,13.333333333333334,647.165,0.0851528384279476,0.06089706054573135,0.7151500956396143,0.1329135245795434,1.560881904036689,0.12544605155303176,1.473186964392014,73.47443181818181
se_stockholm,accommodates,1-2 guests,804,11469,14.264925373134329,1520.0,0.3105446118192352,0.33156023243040095,1.0676734350277464,0.17061517777794658,0.5494063373968952,0.20661147302050867,0.6653197806593246,795.0
se_stockholm,accommodates,3-4 guests,949,14486,15.264488935721813,2197.0,0.36655079181151023,0.4187794513023619,1.1424868276309956,0.4089538407784099,1.1156812368549034,0.373929353233763,1.020129710771562,589.6158333333333
se_stockholm,accommodates,5-6 guests,585,6610,11.2991452991453,3349.085,0.22595596755504055,0.19109016796276487,0.8456964869326467,0.28374590780308845,1.2557575304311044,0.2923654785725755,1.2939046564519623,580.49
se_stockholm,accommodates,7+ guests,251,2026,8.071713147410359,4382.83,0.09694862881421398,0.05857014830447226,0.6041359121923454,0.1366850736405551,1.4098711380693114,0.1270936951731529,1.3109385530011666,525.0
se_stockholm,bedrooms,0-1 br,1388,23894,17.214697406340058,1698.335,0.5361143298570876,0.6907577115434651,1.2884522443703397,0.530356315465656,0.9892597267583454,0.49897811863331465,0.9307307990934091,662.9166666666667
se_stockholm,bedrooms,2 br,452,6330,14.004424778761061,2853.0,0.17458478176902278,0.18299557688416063,1.048175992374097,0.2448254122579812,1.4023296290617553,0.25980162325460926,1.4881115101906712,656.25
se_stockholm,bedrooms,3 br,412,2743,6.657766990291262,3422.5,0.15913480108149866,0.0792980833164696,0.4983076157920869,0.12649920624672434,0.7949185557591487,0.13609541293637414,0.8552209322627976,626.6966666666666
se_stockholm,bedrooms,4+ br,337,1624,4.818991097922849,3883.7200000000003,0.13016608729239088,0.04694862825590471,0.3606824882923956,0.09831906602963852,0.755335495402772,0.10512484517570192,0.8076208432044282,568.7083333333333
tx_austin,accommodates,1-2 guests,1447,23098,15.962681409813406,142.57999999999998,0.17903984162336056,0.18195138090211585,1.0162619629930203,0.05867109184329659,0.3276985240342246,0.09662476505159516,0.5396830346558342,72.5
tx_austin,accommodates,3-4 guests,2446,36964,15.112019623875716,184.41500000000002,0.30264785944073247,0.2911789264726734,0.9621046949109349,0.1776573752446653,0.5870101826358892,0.19767802717622984,0.6531618216019173,50.0175
tx_austin,accommodates,5-6 guests,1786,26416,14.790593505039194,252.33,0.22098490472655283,0.20808847856568935,0.9416411443269325,0.1944128735820279,0.879756351786086,0.1910761976108516,0.8646572391326443,44.4
tx_austin,accommodates,7+ guests,2403,40468,16.840615896795672,431.21000000000004,0.2973273942093541,0.31878121405952137,1.072155543915544,0.5692586593300102,1.914585303664229,0.5146210101613234,1.730822723314114,42.190357142857145
tx_austin,bedrooms,0-1 br,2898,48243,16.646997929606624,159.0,0.3585746102449889,0.3800277283254297,1.0598288821001114,0.18178807989352985,0.5069742103863037,0.21007778233950697,0.5858690948474449,56.0
tx_austin,bedrooms,2 br,2035,31608,15.532186732186732,223.0,0.2517941103687206,0.248987758574512,0.9888545772969071,0.20969175048038138,0.8327905294262615,0.2030477576812251,0.8064039201865657,47.2
tx_austin,bedrooms,3 br,1562,22939,14.685659411011523,305.84,0.19326899282355853,0.18069887983867156,0.9349605293573262,0.22529535624930483,1.165708751092754,0.20858671431430048,1.0792559699668223,43.5625
tx_austin,bedrooms,4+ br,1587,24156,15.22117202268431,525.0,0.196362286562732,0.19028563326138673,0.9690538676865328,0.38322481337678393,1.951621261317686,0.3782877456649674,1.9264786140291537,45.5625
uk_bristol,accommodates,1-2 guests,569,9339,16.413005272407734,116.0,0.329091960670908,0.3454027664768104,1.0495630636878825,0.16585711848732707,0.5039841087251117,0.22891235500838328,0.695587806343576,58.25
uk_bristol,accommodates,3-4 guests,567,9493,16.742504409171076,154.67,0.32793522267206476,0.35109845402766476,1.0706335573436196,0.32727893049856793,0.9979987139894603,0.33034219851065566,1.0073397905201475,40.0
uk_bristol,accommodates,5-6 guests,353,5543,15.702549575070822,197.75,0.20416425679583575,0.20500776684666025,1.0041315265662196,0.28544878298422505,1.3981329908774083,0.2377712285244372,1.1646075187500053,34.5
uk_bristol,accommodates,7+ guests,240,2663,11.095833333333333,262.75,0.13880855986119145,0.09849101264886456,0.7095456702911951,0.22141516802987996,1.59511177301526,0.20297421795652387,1.462260095195124,32.083333333333336
uk_bristol,bedrooms,0-1 br,747,13095,17.53012048192771,118.0,0.43204164256795835,0.4843183667431023,1.1209992718859758,0.2920478725792115,0.6759715819135966,0.334946980243772,0.7752655004571376,53.0
uk_bristol,bedrooms,2 br,537,8872,16.521415270018622,169.0,0.31058415268941586,0.3281307789037651,1.0564955618707816,0.36475457671553885,1.1744146427209807,0.33984512270472217,1.0942126948909956,39.1
uk_bristol,bedrooms,3 br,237,3310,13.966244725738397,213.83499999999998,0.13707345286292655,0.12242029735927214,0.8930999752497111,0.1888237459485181,1.3775369482910877,0.17165593100128482,1.252291581017812,35.541666666666664
uk_bristol,bedrooms,4+ br,208,1761,8.466346153846153,279.1,0.12030075187969924,0.06513055699386049,0.5413977550114654,0.15437380475673151,1.2832322520403308,0.153551966050221,1.2764007177924621,34.53125
uk_edinburgh,accommodates,1-2 guests,1072,31560,29.440298507462686,206.735,0.2718052738336714,0.30515751000754193,1.1227063614456578,0.15725574676736526,0.5785603220620229,0.19778680030520868,0.7276783026154319,103.75
uk_edinburgh,accommodates,3-4 guests,1747,47432,27.150543789353176,282.41499999999996,0.44295131845841784,0.45862582429270365,1.0353865203265158,0.45522044894511393,1.0276985979619515,0.43043702047523086,0.9717479157151176,73.49875
uk_edinburgh,accommodates,5-6 guests,796,18454,23.183417085427134,370.5,0.20182555780933062,0.17843398889984724,0.8841000656042682,0.25690886644107785,1.2729253382457426,0.2453132565725656,1.215471713470099,67.18333333333334
uk_edinburgh,accommodates,7+ guests,329,5976,18.164133738601823,540.0,0.08341784989858012,0.05778267679990717,0.6926895966529906,0.13061493784644299,1.5657912305968729,0.12646292264699485,1.5160175286314521,64.0
uk_edinburgh,bedrooms,0-1 br,1569,46470,29.617590822179732,216.0,0.39781947261663286,0.4493241283285955,1.1294674073473425,0.2944009316785709,0.7400365038497665,0.30979946248768997,0.7787438368715419,90.335
uk_edinburgh,bedrooms,2 br,1562,39734,25.437900128040972,301.0,0.3960446247464503,0.3841929183345903,0.970074820686059,0.4189829508819457,1.057918539230726,0.39627695369302934,1.000586623153206,73.125
