gap_days,months_before_early_dump,n_pairs,median_ratio,mean_ratio,pooled_ratio,den
314,6,1,0.9298347910592809,0.9298347910592809,0.9298347910592809,5145
314,7,1,0.9300184162062615,0.9300184162062615,0.9300184162062615,5430
314,8,1,0.9467329545454546,0.9467329545454546,0.9467329545454546,5632
315,0,5,13.914600550964188,14.866333960610763,12.40724174653887,4695
315,1,5,0.9699563611950319,0.949563914678544,0.9388231268179626,64289
315,2,5,0.8781991982732038,0.8625985278105223,0.8569386127289419,66447
315,3,5,0.8720945165018621,0.8649595945411024,0.8612678090835829,65767
315,4,5,0.8680529300567108,0.8640861797288129,0.8584579820505848,73540
315,5,5,0.8646181032790105,0.8633224252638598,0.8509041591320072,77420
315,6,5,0.8733139381116107,0.8665674871908446,0.8535079246955999,63157
315,7,5,0.8636798469387755,0.866491615493062,0.8530768380931337,72412
315,8,5,0.8506752608962553,0.8675913974401459,0.8550352581808729,61546
318,0,1,4.795310344827586,4.795310344827586,4.795310344827586,3625
318,1,1,0.7770446735395189,0.7770446735395189,0.7770446735395189,21825
318,2,1,0.7496543380573799,0.7496543380573799,0.7496543380573799,23144
318,3,1,0.7572130141190915,0.7572130141190915,0.7572130141190915,22806
318,4,1,0.7713436145549843,0.7713436145549843,0.7713436145549843,19842
318,5,1,0.7857827476038338,0.7857827476038338,0.7857827476038338,18780
318,6,1,0.8054832772735927,0.8054832772735927,0.8054832772735927,15757
318,7,1,0.8285482672431264,0.8285482672431264,0.8285482672431264,14803
318,8,1,0.8327570655441973,0.8327570655441973,0.8327570655441973,13304
328,0,2,1.1845381578053997,1.1845381578053997,1.2169083969465648,26200
328,1,2,0.855528244708942,0.855528244708942,0.8385832941545213,31905
328,2,2,0.8651210297491411,0.8651210297491411,0.8436261870322621,31802
328,3,2,0.8638276251467734,0.8638276251467734,0.8408847543836167,29884
328,4,2,0.8642894023533163,0.8642894023533163,0.8360482873972802,27502
328,5,2,0.8698936524991266,0.8698936524991266,0.8387611022546118,21955
328,6,2,0.8781688129482261,0.8781688129482261,0.8376841421143848,18464
328,7,2,0.8747375560660631,0.8747375560660631,0.8342307491243661,19129
328,8,2,0.8799619374012777,0.8799619374012777,0.8374925845362864,25285
329,0,3,1.1774617977009372,1.16639094671147,1.1484209808335037,29322
329,1,3,0.8366976638693582,0.8421702154920779,0.8569399823066536,42954
329,2,3,0.8445824481124367,0.8490001091584213,0.8668126856491344,33329
329,3,3,0.8484548008593621,0.8433268468509924,0.8664614804811407,31841
329,4,3,0.8383349467570184,0.838320364801854,0.8611148859837469,36793
329,5,3,0.8519251529327097,0.84689328761482,0.8704344067430301,37016
329,6,3,0.8589033756027862,0.8358281058588787,0.8698010849909584,25991
329,7,3,0.8376246302180343,0.8301064047836307,0.8640849732201962,33234
329,8,3,0.8455172413793104,0.8481069330779047,0.8698996290639319,36664
335,0,1,1.7622617931896283,1.7622617931896283,1.7622617931896283,3201
335,1,1,0.7443007598986802,0.7443007598986802,0.7443007598986802,7501
335,2,1,0.7505553377760356,0.7505553377760356,0.7505553377760356,7653
335,3,1,0.7516034206306788,0.7516034206306788,0.7516034206306788,7484
335,4,1,0.7573896901328002,0.7573896901328002,0.7573896901328002,7003
335,5,1,0.7679880700882317,0.7679880700882317,0.7679880700882317,8047
335,6,1,0.7827184466019418,0.7827184466019418,0.7827184466019418,5150
335,7,1,0.7750226244343892,0.7750226244343892,0.7750226244343892,5525
335,8,1,0.78998778998779,0.78998778998779,0.78998778998779,5733
338,0,3,5.376161837069437,6.142000767354574,3.2200424178154825,18860
338,1,3,0.8300261096605744,0.8448098502736513,0.777220233922444,81309
338,2,3,0.7970928507861169,0.8097411342966737,0.7714470992050626,89441
338,3,3,0.799618962232433,0.8226986056945925,0.7916708694775065,79312
338,4,3,0.7872408420884432,0.8183238321013361,0.7974667470873941,63002
338,5,3,0.787513691128149,0.8175927187975381,0.7973284695027091,55923
338,6,3,0.7920693798652108,0.8197390118514516,0.8022334518684884,48087
338,7,3,0.793949714514675,0.8220151519799682,0.8038559133596672,38227
338,8,3,0.8100468421902762,0.8336424019397803,0.8092149514749688,41628
342,0,3,8.242424242424242,8.08394975615777,7.965891472868217,1290
342,1,3,0.9455555555555556,0.9562056194581142,0.9460466767237554,11269
342,2,3,0.9103585657370518,0.9022542697413023,0.8919484870694168,9551
342,3,3,0.9103821440649307,0.9086660974933544,0.9057529162248145,7544
342,4,3,0.9028077753779697,0.9079296796882302,0.8952251876563804,9592
342,5,3,0.9020187099950763,0.9141838379195533,0.9050559629486684,7773
342,6,3,0.898300911105639,0.9095707221722981,0.897635643023097,7317
342,7,3,0.9056367432150313,0.9105195773906111,0.8900719424460432,10425
342,8,3,0.8870066068100966,0.9017283918435947,0.8891825945506303,9836
343,0,6,34.87959586514986,559.192520681936,17.138767890479155,6428
343,1,6,0.9313370318536363,0.9441759307630813,0.9276487534532428,118367
343,2,6,0.8261939630578995,0.8314650444268527,0.8300214462837612,119368
343,3,6,0.8372845769820079,0.8368904424691092,0.8430940285632129,114763
343,4,6,0.8333870732580224,0.8354249591966546,0.8566427627157448,135403
343,5,6,0.8253663354737527,0.8390090153680646,0.8634318151737526,135998
343,6,6,0.8311116639286891,0.8403031332074753,0.8683062452860882,135238
343,7,6,0.8172406385038296,0.8359998613592854,0.8725342114007794,132412
343,8,6,0.8207651342900022,0.8441908652309954,0.870564371180609,116838
344,0,1,14.55621301775148,14.55621301775148,14.55621301775148,507
344,1,1,0.8626187245590231,0.8626187245590231,0.8626187245590231,8844
344,2,1,0.7797193877551021,0.7797193877551021,0.7797193877551021,7840
344,3,1,0.7864020666979803,0.7864020666979803,0.7864020666979803,8516
344,4,1,0.7973403518492866,0.7973403518492866,0.7973403518492866,7219
344,5,1,0.8024089475193577,0.8024089475193577,0.8024089475193577,6974
344,6,1,0.8055018587360595,0.8055018587360595,0.8055018587360595,6725
344,7,1,0.8063531696490498,0.8063531696490498,0.8063531696490498,7209
344,8,1,0.8076630682682074,0.8076630682682074,0.8076630682682074,6577
345,0,1,32.23809523809524,32.23809523809524,32.23809523809524,21
345,1,1,1.006125574272588,1.006125574272588,1.006125574272588,653
345,2,1,0.828696925329429,0.828696925329429,0.828696925329429,683
345,3,1,0.8540372670807453,0.8540372670807453,0.8540372670807453,644
345,4,1,0.8519417475728155,0.8519417475728155,0.8519417475728155,412
345,5,1,0.84375,0.84375,0.84375,480
345,6,1,0.869215291750503,0.869215291750503,0.869215291750503,497
345,7,1,0.8886010362694301,0.8886010362694301,0.8886010362694301,386
345,8,1,0.8370927318295739,0.8370927318295739,0.8370927318295739,399
359,0,1,2.6209341117597997,2.6209341117597997,2.6209341117597997,4796
359,1,1,0.7150394178289873,0.7150394178289873,0.7150394178289873,16490
359,2,1,0.7148081749731087,0.7148081749731087,0.7148081749731087,13945
359,3,1,0.7212336892052195,0.7212336892052195,0.7212336892052195,12645
359,4,1,0.7389725515326284,0.7389725515326284,0.7389725515326284,9363
359,5,1,0.7277611194402799,0.7277611194402799,0.7277611194402799,8004
359,6,1,0.740236021354313,0.740236021354313,0.740236021354313,7118
359,7,1,0.72773854036837,0.72773854036837,0.72773854036837,7221
359,8,1,0.7460807600950119,0.7460807600950119,0.7460807600950119,8420
365,-1,4,431.25955513784464,1414.1460819167485,146.01845018450186,542
365,0,19,1.0270542765921693,1.0318199268462613,1.0146716541978387,192480
365,1,19,0.8673352799289069,0.8512044419196257,0.8608519085815631,198472
365,2,19,0.8790841879322681,0.8553414045491461,0.8635987223470957,185966
365,3,19,0.8871878393051031,0.8604998530252309,0.8665277038979675,161674
365,4,19,0.8855694851960523,0.8572224087392017,0.8618058195328021,139427
365,5,19,0.8879817112998041,0.8667952812101269,0.8592172909453363,95310
365,6,19,0.894043029473946,0.8650915524230934,0.8578874309211388,76362
365,7,19,0.8909499718943227,0.8652418252577995,0.85229287754901,81208
365,8,19,0.8873239436619719,0.8596373386315372,0.8486724880896718,79133
366,0,19,1.0846946370509656,1.0877312532981498,1.0931891938361022,186116
366,1,19,0.8619528619528619,0.8390969219291134,0.8496569619139765,227380
366,2,19,0.8644676315494222,0.8377320542810223,0.851747681646795,196260
366,3,19,0.8609374361489109,0.8430267732355426,0.8596409985004851,181392
366,4,19,0.8699106256206555,0.843054356577965,0.8609490875760353,192016
366,5,19,0.85985009655353,0.8456824676464585,0.8606023213665985,181531
366,6,19,0.8634215741070067,0.841471176030861,0.8612041290751093,144536
366,7,19,0.8540943789035392,0.8443665492059487,0.8583809711127889,157613
366,8,19,0.8623002633889376,0.8427827690783954,0.8585227626580307,160570
367,0,15,1.194088669950739,1.1708501359021897,1.1697683611352676,126490
367,1,15,0.8322102425876011,0.8228625240198376,0.8252024273898604,172531
367,2,15,0.8315961577764153,0.8287234798067123,0.828792503473913,168398
367,3,15,0.8251507321274764,0.8261362789913417,0.827084306398879,171280
367,4,15,0.8331929233361416,0.829775030086537,0.8277275600311739,162957
367,5,15,0.8248600223964165,0.827891919384639,0.8268848957024378,159160
367,6,15,0.8236752401611404,0.8271438301543994,0.8324474584555229,130944
367,7,15,0.8226495726495726,0.8262561247383559,0.8319661739410511,145923
367,8,15,0.8229516670974412,0.8277874697156852,0.8348169527571017,131660
368,0,7,1.2713687985654514,1.2938067475789932,1.2964080505890283,31153
368,1,7,0.8344007319304666,0.8402351897808521,0.8373041909292217,48772
368,2,7,0.8336283185840708,0.844734451995237,0.8427692240303116,45659
368,3,7,0.8569306930693069,0.8483404074672679,0.8478498258020903,38462
368,4,7,0.8555240793201133,0.8474581196650518,0.848716023426941,33295
368,5,7,0.8632664756446992,0.8508213040921289,0.847987304300058,32767
368,6,7,0.8645680819912153,0.8451819541886193,0.8474856078564172,23624
368,7,7,0.845565749235474,0.8438627236117008,0.8439903659389325,25742
368,8,7,0.8416021097741883,0.8536090868128036,0.8476222001544742,27189
369,0,8,1.4924830578223522,1.4938439258500453,1.465266676355181,68810
369,1,8,0.8344239315026887,0.8160249229946811,0.8440022591997219,115085
369,2,8,0.8358700660838053,0.8220770702819706,0.8440419240194971,110581
369,3,8,0.8339245016737087,0.8229892623331674,0.8377530652979754,94689
369,4,8,0.8295689826413946,0.8242611547717138,0.8328283409401808,78219
369,5,8,0.8402670091102927,0.8283901126956278,0.8282273333954123,64434
369,6,8,0.8338619231476374,0.826823252717125,0.8275654399587035,46493
369,7,8,0.8338772360348456,0.8182503823329401,0.8250877613762728,45863
369,8,8,0.839049968980881,0.8257878129718597,0.8265211889044703,58474
370,0,2,1.5733756762989741,1.5733756762989741,1.569795007669781,14342
370,1,2,0.8193064599884705,0.8193064599884705,0.8213766535833696,27516
370,2,2,0.8253201111850228,0.8253201111850228,0.8265302380166502,27267
370,3,2,0.8343248906585112,0.8343248906585112,0.8349106952252188,28106
370,4,2,0.8369536407565448,0.8369536407565448,0.8371065114273394,27828
370,5,2,0.8298899753216576,0.8298899753216576,0.8300286577337155,25822
370,6,2,0.8470077741682783,0.8470077741682783,0.8446777103493521,18291
370,7,2,0.8406766879544126,0.8406766879544126,0.8355699599939231,19747
370,8,2,0.8422600314923805,0.8422600314923805,0.8384366182464207,19138
371,0,5,1.862556561085973,1.8468005620873575,1.803479125248509,30180
371,1,5,0.9040102389078498,0.8985114126107169,0.8850491391928627,71735
371,2,5,0.9073033707865169,0.8954605387396641,0.8810745889844431,88257
371,3,5,0.899571803821381,0.89296921661814,0.8821040821812147,85567
371,4,5,0.9027202838557067,0.8914391615293384,0.8791806519230004,75377
371,5,5,0.9115400638800166,0.9015124965512069,0.8898543110590232,49489
371,6,5,0.9139830508474577,0.9051047991562763,0.8849462075659935,37087
371,7,5,0.9170305676855895,0.9055896059637419,0.8870035587188612,35125
371,8,5,0.9118769645262685,0.9050616167853928,0.8870981946279172,34065
372,0,2,13.543358655034586,13.543358655034586,4.621407333994053,9081
372,1,2,0.8191512051167494,0.8191512051167494,0.8027950310559007,63112
372,2,2,0.7692435260338037,0.7692435260338037,0.7878880445988774,78567
372,3,2,0.7688026103813699,0.7688026103813699,0.797654053704721,61894
372,4,2,0.7803989810305322,0.7803989810305322,0.8068771953412548,59501
372,5,2,0.7926240952679682,0.7926240952679682,0.8043099417690314,47054
372,6,2,0.8021925963292889,0.8021925963292889,0.8017512539318201,35289
372,7,2,0.7904645893658572,0.7904645893658572,0.8093161244516571,39437
372,8,2,0.797034773733212,0.797034773733212,0.8115460852329038,40360
373,0,8,1.9856785264628307,2.1458907379521888,2.20760764203746,63962
373,1,8,0.8222716416410533,0.816889064836226,0.8332877416083426,149881
373,2,8,0.8313713148892614,0.820996136876407,0.8295483826038511,143595
373,3,8,0.8325296651592649,0.8207966450438957,0.8339949720460771,133255
373,4,8,0.8276542933911125,0.8146658281677308,0.8331034360797213,113094
373,5,8,0.8277195433392619,0.8137756043426742,0.8279618800086637,92340
373,6,8,0.8153884897119441,0.8172173234792001,0.8283375314861461,63520
373,7,8,0.818165489544028,0.8072962413657463,0.8220575164580226,66381
373,8,8,0.8270847012525326,0.8114991385183228,0.8266846968672527,70992
374,0,16,2.731111335107672,7.381803485650938,3.0508641650785306,60868
374,1,16,0.8589710627956897,0.8636391316756871,0.8637532259325877,204592
374,2,16,0.8403118190870789,0.8371688481964162,0.8507010066725808,207416
374,3,16,0.8588760253394128,0.8447377173543609,0.8572848839212328,203181
374,4,16,0.8582040198538234,0.8452463773443673,0.8592889908256881,183120
374,5,16,0.8612296565603959,0.8460874958523693,0.8582993410731095,159350
374,6,16,0.8671341448469332,0.8454744124114184,0.8607161005670406,123977
374,7,16,0.8504041554057636,0.847151619384986,0.8607581060659447,127713
374,8,16,0.8579779244789353,0.8465915313556875,0.8618303865945376,121264
375,0,11,8.53623188405797,8.397515460711837,5.580345689014921,29622
375,1,11,0.9183453237410072,0.8910138105866211,0.8755517659108751,192337
375,2,11,0.8663740920096852,0.8425269933055006,0.8423541401273885,196250
375,3,11,0.8737480231945176,0.8441788257509042,0.8472268036379058,190989
375,4,11,0.8718685176320409,0.8456588342588526,0.8518082861005052,210835
375,5,11,0.8729664243682935,0.8511933065799432,0.8573879497518611,206336
375,6,11,0.8579545454545454,0.8488402088003784,0.8608765716012288,178719
375,7,11,0.867791655593941,0.8520499567215001,0.8598732883297742,197614
375,8,11,0.8597992916174735,0.8537151190432016,0.8569539955970132,176244
378,0,2,5.0395807771346695,5.0395807771346695,4.962412907957463,5454
378,1,2,0.7957300087630361,0.7957300087630361,0.790004502476362,33315
378,2,2,0.7683243469089643,0.7683243469089643,0.7610427879844844,33257
378,3,2,0.7749758083543825,0.7749758083543825,0.7680670679819723,31729
378,4,2,0.7727263482401177,0.7727263482401177,0.7712675621429674,25908
378,5,2,0.7805295825263876,0.7805295825263876,0.7828464106844741,23960
378,6,2,0.7872075875613375,0.7872075875613375,0.796974402644893,19963
378,7,2,0.7999840870010586,0.7999840870010586,0.8170098956940358,18695
378,8,2,0.8214715221978095,0.8214715221978095,0.8256988971531162,19495
