gap_days,months_before_early_dump,n_pairs,median_ratio,mean_ratio,pooled_ratio,den
59,1,2,0.9837757997384824,0.9837757997384824,0.9842205133326676,30039
59,2,2,0.9844463418616505,0.9844463418616505,0.9853039647577092,28375
59,3,2,0.9842545549127619,0.9842545549127619,0.9829983906243552,24233
59,4,2,0.9831646478273324,0.9831646478273324,0.9818876775398514,23023
59,5,2,0.9833749011630721,0.9833749011630721,0.9796827281981676,23576
59,6,2,0.9815449366446622,0.9815449366446622,0.9784323459650284,18129
59,7,2,0.9832823010156444,0.9832823010156444,0.9821428571428571,19544
59,8,2,0.9804763981203599,0.9804763981203599,0.982096259785445,27592
60,-1,1,3832.3333333333335,3832.3333333333335,3832.3333333333335,6
60,0,6,2.378804242580574,2.274267073708631,1.9710140466442987,97461
60,1,6,0.9618947409749417,0.9647579066413422,0.9569759662395142,194310
60,2,6,0.9635962599040984,0.9685173290494181,0.9603821202933654,177117
60,3,6,0.9650814176070627,0.9699232371144735,0.9639348492575003,162761
60,4,6,0.9658619055456104,0.970513365910895,0.9656351059676315,135749
