vintage_date,line,spec,n_obs,g,b,b_imposed,c_mix,flags,c_event_E02_cor_cash,c_event_E09_cor_cash,c_event_E05_ops_cash,c_event_E10_pd_cash
2022-05-03,sm,b_elastic_eq,5,-0.0934395859857078,0.9150808111905953,False,,added_2021_obs,,,,
2022-05-03,ga,b_elastic_eq,5,-0.011728162849591925,,False,,added_2021_obs,,,,
2022-08-02,cor,b_elastic_eq,6,0.08535012252817696,0.35614682193104147,False,,added_2021_obs,,,,
2022-08-02,ops,b_elastic_eq,6,0.05308559284591533,0.1910524736656858,False,,added_2021_obs,,,,
2022-08-02,pd,b_elastic_eq,6,0.044170937927318,,False,,added_2021_obs,,,,
2022-08-02,sm,b_elastic_eq,6,-0.1279017008879819,0.9342776699473502,False,,added_2021_obs,,,,
2022-08-02,ga,b_elastic_eq,6,0.007465456307835164,,False,,added_2021_obs,,,,
2022-11-01,cor,b_elastic_eq,7,0.10680669242423381,0.3358696093513221,False,,added_2021_obs,,,,
2022-11-01,ops,b_elastic_eq,7,0.08542329767389312,0.15564932516730182,False,,added_2021_obs,,,,
2022-11-01,pd,b_elastic_eq,7,0.04891316795398791,,False,,added_2021_obs,,,,
2022-11-01,sm,b_elastic_eq,7,-0.07597822785479386,0.8853649953657402,False,,added_2021_obs,,,,
2022-11-01,ga,b_elastic_eq,7,0.02072860694929862,,False,,added_2021_obs,,,,
2023-02-14,cor,b_elastic_eq,4,0.11419502374630507,0.4888012577512983,False,,,,,,
2023-02-14,ops,b_elastic_eq,4,0.1357208973040592,0.24569062600734712,False,,,,,,
2023-02-14,pd,b_elastic_eq,4,0.0824796672769351,,False,,,,,,
2023-02-14,sm,b_elastic_eq,4,0.04897781224177365,0.6027043906069058,False,,,,,,
2023-02-14,ga,b_elastic_eq,4,0.1544267495206454,,False,,,,,,
2023-05-09,cor,b_elastic_eq,5,0.09630296641392493,0.5308626176638502,False,,,,,,
2023-05-09,ops,b_elastic_eq,5,0.1413480099693782,0.231304411937837,False,,,,,,
2023-05-09,pd,b_elastic_eq,5,0.08611422756807488,,False,,,,,,
2023-05-09,sm,b_elastic_eq,5,0.12118550551699686,0.4467102043425642,False,,,,,,
2023-05-09,ga,b_elastic_eq,5,0.14984837618921146,,False,,,,,,
2023-08-03,cor,b_elastic_eq,6,0.06849485281187125,0.6053477757650612,False,,,,,,
2023-08-03,ops,b_elastic_eq,6,0.16563106739900438,0.15743269994263845,False,,,,,,
2023-08-03,pd,b_elastic_eq,6,0.09211009133604255,,False,,,,,,
2023-08-03,sm,b_elastic_eq,6,0.15013505448127057,0.38180978021457335,False,,,,,,
2023-08-03,ga,b_elastic_eq,6,0.15224150773726106,,False,,,,,,
2023-11-01,cor,b_elastic_eq,7,0.05903522399712729,0.6271013971101801,False,,,,,,
2023-11-01,ops,b_elastic_eq,7,0.13374516851878962,0.24812507627762403,False,,,,,,
2023-11-01,pd,b_elastic_eq,7,0.08722083445789429,,False,,,,,,
2023-11-01,sm,b_elastic_eq,7,0.08138156907216902,0.5368220054764372,False,,,,,,
2023-11-01,ga,b_elastic_eq,7,0.145883301971663,,False,,,,,,
2024-02-13,cor,b_elastic_eq,8,0.04779804037658057,0.6558680167898623,False,,,,,,
2024-02-13,ops,b_elastic_eq,8,0.09671457079357992,0.35938798717808773,False,,,,,,
2024-02-13,pd,b_elastic_eq,8,0.07831030418350902,,False,,,,,,
2024-02-13,sm,b_elastic_eq,8,0.04420315200772599,0.6230709538876114,False,,,,,,
2024-02-13,ga,b_elastic_eq,8,0.13559677707289647,,False,,,,,,
2024-05-08,cor,b_elastic_eq,9,0.04534816157604107,0.6627602859546516,False,,,,,,
2024-05-08,ops,b_elastic_eq,9,0.058114379277122236,0.4857593773797546,False,,,,,,
2024-05-08,pd,b_elastic_eq,9,0.07713828172987679,,False,,,,,,
2024-05-08,sm,b_elastic_eq,9,0.0391361019104894,0.6343862656995327,False,,,,,,
2024-05-08,ga,b_elastic_eq,9,0.13774139555518458,,False,,,,,,
2024-08-06,cor,b_elastic_eq,10,0.0559665349394542,0.6315472751594339,False,,,,,,
2024-08-06,ops,b_elastic_eq,10,0.04658093021857593,0.5245656170409538,False,,,,,,
2024-08-06,pd,b_elastic_eq,10,0.07683525077226129,,False,,,,,,
2024-08-06,sm,b_elastic_eq,10,0.054731240199601225,0.5920538472090324,False,,,,,,
2024-08-06,ga,b_elastic_eq,10,0.1339538556336847,,False,,,,,,
2024-11-07,cor,b_elastic_eq,11,0.033611435878903445,0.7000308945269205,False,,,,,,
2024-11-07,ops,b_elastic_eq,11,0.059291466077805104,0.48145635212827265,False,,,,,,
2024-11-07,pd,b_elastic_eq,11,0.0867967317970993,,False,,,,,,
2024-11-07,sm,b_elastic_eq,11,0.08636346855510203,0.5047199595177181,False,,,,,,
2024-11-07,ga,b_elastic_eq,11,0.1253071263321009,,False,,,,,,
2025-02-13,cor,b_elastic_eq,12,0.03104634524057045,0.7064874617305785,False,,,,,,
2025-02-13,ops,b_elastic_eq,12,0.04852218952392282,0.50992013976955,False,,,,,,
2025-02-13,pd,b_elastic_eq,12,0.0954133052494128,,False,,,,,,
2025-02-13,sm,b_elastic_eq,12,0.10649765039197133,0.4521774214807652,False,,,,,,
2025-02-13,ga,b_elastic_eq,12,0.12058793795411085,,False,,,,,,
2025-05-01,cor,b_elastic_eq,13,0.02594945090586736,0.724044463894816,False,,,,,,
2025-05-01,ops,b_elastic_eq,13,0.04344069999104201,0.5279822747885251,False,,,,,,
2025-05-01,pd,b_elastic_eq,13,0.09985574119195786,,False,,,,,,
2025-05-01,sm,b_elastic_eq,13,0.09566664752188299,0.4852663587664254,False,,,,,,
2025-05-01,ga,b_elastic_eq,13,0.11534376908718233,,False,,,,,,
2025-08-06,cor,b_elastic_eq,14,0.02196993365685021,0.7355659557859678,False,,,,,,
2025-08-06,ops,b_elastic_eq,14,0.02791267402186555,0.5844690065294974,False,,,,,,
2025-08-06,pd,b_elastic_eq,14,0.10467524340737609,,False,,,,,,
2025-08-06,sm,b_elastic_eq,14,0.10102723560894271,0.47233772684910763,False,,,,,,
2025-08-06,ga,b_elastic_eq,14,0.10769282123356323,,False,,,,,,
2025-11-06,cor,b_elastic_eq,15,0.027017002376047466,0.7246611120508992,False,,,,,,
2025-11-06,ops,b_elastic_eq,15,0.016204535865502797,0.6237776705528202,False,,,,,,
2025-11-06,pd,b_elastic_eq,15,0.1060010753563352,,False,,,,,,
2025-11-06,sm,b_elastic_eq,15,0.11123371651723607,0.4440155486091317,False,,,,,,
2025-11-06,ga,b_elastic_eq,15,0.11397787009650914,,False,,,,,,
2026-02-12,cor,b_elastic_eq,16,0.026810514686386486,0.7249531683783159,False,,,,,,
2026-02-12,ops,b_elastic_eq,16,0.02287835323008914,0.6031910004978941,False,,,,,,
2026-02-12,pd,b_elastic_eq,16,0.10503509751360715,,False,,,,,,
2026-02-12,sm,b_elastic_eq,16,0.11959006418510386,0.4234000251967409,False,,,,,,
2026-02-12,ga,b_elastic_eq,16,0.11537256961718059,,False,,,,,,
2026-05-07,cor,b_elastic_eq,17,0.026004340115254123,0.7242099358603381,False,,,,,,
2026-05-07,ops,b_elastic_eq,17,0.021730277529064552,0.6069583688513912,False,,,,,,
2026-05-07,pd,b_elastic_eq,17,0.10496715827677092,,False,,,,,,
2026-05-07,sm,b_elastic_eq,17,0.12727690784352402,0.41499672112147257,False,,,,,,
2026-05-07,ga,b_elastic_eq,17,0.10628885876488325,,False,,,,,,
2026-08-06,cor,b_elastic_eq,18,0.02748561909800589,0.721860380012829,False,,,,,,
2026-08-06,ops,b_elastic_eq,18,0.018297462004147332,0.6168562408248585,False,,,,,,
2026-08-06,pd,b_elastic_eq,18,0.10592106181903194,,False,,,,,,
2026-08-06,sm,b_elastic_eq,18,0.1306599758104438,0.4098346657311941,False,,,,,,
2026-08-06,ga,b_elastic_eq,18,0.09637179951062314,,False,,,,,,
full_sample,cor,c_mix_rw,18,0.011376971939601233,0.8110789625466517,False,0.0010194963056413542,mix_missing_zeroed,,,,
full_sample,ops,c_mix_rw,18,-0.04680953991486245,0.8486727520087229,False,0.012814656906625976,mix_missing_zeroed,,,,
full_sample,pd,c_mix_rw,18,0.11811494904165838,,False,,,,,,
full_sample,sm,c_mix_rw,18,0.15471252960338322,0.4184799156650235,False,,,,,,
full_sample,ga,c_mix_rw,18,0.05606379646512878,,False,,,,,,
2022-02-15,cor,c_mix_rw,4,0.010512697355337422,0.4238324446001447,False,,added_2021_obs;mix_unidentified,,,,
2022-02-15,ops,c_mix_rw,4,0.011903939007761358,0.20785739889142146,False,,added_2021_obs;mix_unidentified,,,,
2022-02-15,pd,c_mix_rw,4,0.014318009894871801,,False,,added_2021_obs,,,,
2022-02-15,sm,c_mix_rw,4,-0.04352653560780231,0.868507987019283,False,,added_2021_obs,,,,
2022-02-15,ga,c_mix_rw,4,-0.07283020004977424,,False,,added_2021_obs,,,,
2022-05-03,cor,c_mix_rw,5,0.07145476837237662,0.38382411689120444,False,,added_2021_obs;mix_unidentified,,,,
2022-05-03,ops,c_mix_rw,5,0.051391592708452845,0.20144421720049158,False,,added_2021_obs;mix_unidentified,,,,
2022-05-03,pd,c_mix_rw,5,0.0408094642354208,,False,,added_2021_obs,,,,
2022-05-03,sm,c_mix_rw,5,-0.026372766240871738,0.8613872969503722,False,,added_2021_obs,,,,
2022-05-03,ga,c_mix_rw,5,-0.005048179694674623,,False,,added_2021_obs,,,,
2022-08-02,cor,c_mix_rw,6,0.14089609261119196,0.3112021905353366,False,,added_2021_obs;mix_unidentified,,,,
2022-08-02,ops,c_mix_rw,6,0.11254499620898208,0.1270559226102833,False,,added_2021_obs;mix_unidentified,,,,
2022-08-02,pd,c_mix_rw,6,0.05810809813495598,,False,,added_2021_obs,,,,
2022-08-02,sm,c_mix_rw,6,-0.0979612878003288,0.9081423028020419,False,,added_2021_obs,,,,
2022-08-02,ga,c_mix_rw,6,0.02165136850630946,,False,,added_2021_obs,,,,
2022-11-01,cor,c_mix_rw,7,0.15308774968571215,0.2990429496715281,False,,added_2021_obs;mix_unidentified,,,,
2022-11-01,ops,c_mix_rw,7,0.14579519152361767,0.08686636183587824,False,,added_2021_obs;mix_unidentified,,,,
2022-11-01,pd,c_mix_rw,7,0.06246855947620783,,False,,added_2021_obs,,,,
2022-11-01,sm,c_mix_rw,7,-0.021239916179488925,0.825468457159576,False,,added_2021_obs,,,,
2022-11-01,ga,c_mix_rw,7,0.03946054152326284,,False,,added_2021_obs,,,,
2023-02-14,cor,c_mix_rw,4,0.1000249060754321,0.5264040416717416,False,,mix_unidentified,,,,
2023-02-14,ops,c_mix_rw,4,0.12321501404812296,0.2820617792162062,False,,mix_unidentified,,,,
2023-02-14,pd,c_mix_rw,4,0.07641620268544072,,False,,,,,,
2023-02-14,sm,c_mix_rw,4,0.05510776756002842,0.5738566318317151,False,,,,,,
2023-02-14,ga,c_mix_rw,4,0.1593849226245004,,False,,,,,,
2023-05-09,cor,c_mix_rw,5,0.08298375166249065,0.5681742050931612,False,,mix_unidentified,,,,
2023-05-09,ops,c_mix_rw,5,0.1349519099123821,0.25077633426375884,False,,mix_unidentified,,,,
2023-05-09,pd,c_mix_rw,5,0.08306975265236143,,False,,,,,,
2023-05-09,sm,c_mix_rw,5,0.13978305521033843,0.385261398564764,False,,,,,,
2023-05-09,ga,c_mix_rw,5,0.15173928815383225,,False,,,,,,
2023-08-03,cor,c_mix_rw,6,0.05151272596654653,0.6597574705377011,False,,mix_unidentified,,,,
2023-08-03,ops,c_mix_rw,6,0.17133341394591314,0.12986597142615125,False,,mix_unidentified,,,,
2023-08-03,pd,c_mix_rw,6,0.0926732795287137,,False,,,,,,
2023-08-03,sm,c_mix_rw,6,0.17107474144903834,0.3117278630572892,False,,,,,,
2023-08-03,ga,c_mix_rw,6,0.15480788492193095,,False,,,,,,
2023-11-01,cor,c_mix_rw,7,0.042164671235265766,0.6810453945234282,False,,mix_unidentified,,,,
2023-11-01,ops,c_mix_rw,7,0.1255331980393527,0.2679150632197681,False,,mix_unidentified,,,,
2023-11-01,pd,c_mix_rw,7,0.08479665032234952,,False,,,,,,
2023-11-01,sm,c_mix_rw,7,0.07268713341247669,0.5450162960851115,False,,,,,,
2023-11-01,ga,c_mix_rw,7,0.14414952135641004,,False,,,,,,
2024-02-13,cor,c_mix_rw,8,0.0916710927536354,0.5523295421488963,False,-0.014115645921996323,mix_missing_zeroed,,,,
2024-02-13,ops,c_mix_rw,8,0.05997666423449248,0.47995865234341406,False,0.0027231846821895167,mix_missing_zeroed,,,,
2024-02-13,pd,c_mix_rw,8,0.07018880754486995,,False,,,,,,
2024-02-13,sm,c_mix_rw,8,0.021723332716786718,0.6718881148003327,False,,,,,,
2024-02-13,ga,c_mix_rw,8,0.12706001045407012,,False,,,,,,
2024-05-08,cor,c_mix_rw,9,0.09336799547166791,0.5466836228593797,False,-0.014049440377358335,mix_missing_zeroed,,,,
2024-05-08,ops,c_mix_rw,9,0.0014585749775115875,0.6989011533917646,False,0.003386037832168287,mix_missing_zeroed,,,,
2024-05-08,pd,c_mix_rw,9,0.06969993780709229,,False,,,,,,
2024-05-08,sm,c_mix_rw,9,0.01966683339154928,0.6766415439934735,False,,,,,,
2024-05-08,ga,c_mix_rw,9,0.13266815649725838,,False,,,,,,
2024-08-06,cor,c_mix_rw,10,0.13185061911992826,0.43311904829542536,False,-0.019404216583240486,mix_missing_zeroed,,,,
2024-08-06,ops,c_mix_rw,10,-0.013778637058577545,0.7493377429916916,False,0.005630863872791769,mix_missing_zeroed,,,,
2024-08-06,pd,c_mix_rw,10,0.07055187441071677,,False,,,,,,
2024-08-06,sm,c_mix_rw,10,0.05527095671873282,0.56044676855304,False,,,,,,
2024-08-06,ga,c_mix_rw,10,0.12632851421721797,,False,,,,,,
2024-11-07,cor,c_mix_rw,11,0.010031972426953839,0.7921606707319658,False,0.000533464867224831,mix_missing_zeroed,,,,
2024-11-07,ops,c_mix_rw,11,0.07315142899768017,0.4691069940421064,False,-0.00926266384983343,mix_missing_zeroed,,,,
2024-11-07,pd,c_mix_rw,11,0.09220420036978029,,False,,,,,,
2024-11-07,sm,c_mix_rw,11,0.11428507950492131,0.36240996137063436,False,,,,,,
2024-11-07,ga,c_mix_rw,11,0.10997827366096445,,False,,,,,,
2025-02-13,cor,c_mix_rw,12,0.00622363432151744,0.8009813811493447,False,0.0012674910766955483,mix_missing_zeroed,,,,
2025-02-13,ops,c_mix_rw,12,0.025172138661342415,0.5832843107201708,False,0.00039707709098890653,mix_missing_zeroed,,,,
2025-02-13,pd,c_mix_rw,12,0.11002224043789056,,False,,,,,,
2025-02-13,sm,c_mix_rw,12,0.14695441660221137,0.2647799543363053,False,,,,,,
2025-02-13,ga,c_mix_rw,12,0.1024683284651366,,False,,,,,,
2025-05-01,cor,c_mix_rw,13,-0.0017187805292194296,0.8265130719184991,False,0.0028131367989332468,mix_missing_zeroed,,,,
2025-05-01,ops,c_mix_rw,13,0.01502093014692587,0.6170118174039428,False,0.0025140071096269034,mix_missing_zeroed,,,,
2025-05-01,pd,c_mix_rw,13,0.11769265698764189,,False,,,,,,
2025-05-01,sm,c_mix_rw,13,0.1118235212740872,0.4080992998998269,False,,,,,,
2025-05-01,ga,c_mix_rw,13,0.09356904219389864,,False,,,,,,
2025-08-06,cor,c_mix_rw,14,-0.007833488013845726,0.8433355704789369,False,0.0034331260576407896,mix_missing_zeroed,,,,
2025-08-06,ops,c_mix_rw,14,-0.02684773844274805,0.7843303210053532,False,0.007516159133563849,mix_missing_zeroed,,,,
2025-08-06,pd,c_mix_rw,14,0.12635564834370488,,False,,,,,,
2025-08-06,sm,c_mix_rw,14,0.1195795791692074,0.3927359967915413,False,,,,,,
2025-08-06,ga,c_mix_rw,14,0.07867490598751226,,False,,,,,,
2025-11-06,cor,c_mix_rw,15,-0.004193753375308325,0.8606027290749758,False,0.00544143812080955,mix_missing_zeroed,,,,
2025-11-06,ops,c_mix_rw,15,-0.0448742084599637,0.8559359561994735,False,0.007020936705662395,mix_missing_zeroed,,,,
2025-11-06,pd,c_mix_rw,15,0.12604748290399853,,False,,,,,,
2025-11-06,sm,c_mix_rw,15,0.13836010015875894,0.328999291395973,False,,,,,,
2025-11-06,ga,c_mix_rw,15,0.09986643738581848,,False,,,,,,
2026-02-12,cor,c_mix_rw,16,-0.0032558704236515788,0.8548696576773872,False,0.004975429238872731,mix_missing_zeroed,,,,
2026-02-12,ops,c_mix_rw,16,-0.04368963777871662,0.8460885455616588,False,0.013795376956511118,mix_missing_zeroed,,,,
2026-02-12,pd,c_mix_rw,16,0.12002241207398834,,False,,,,,,
2026-02-12,sm,c_mix_rw,16,0.1517360763505174,0.3016178155853602,False,,,,,,
2026-02-12,ga,c_mix_rw,16,0.10604841778507275,,False,,,,,,
2026-05-07,cor,c_mix_rw,17,0.009498585736412208,0.7999772961485879,False,0.0008143410997121237,mix_missing_zeroed,,,,
2026-05-07,ops,c_mix_rw,17,-0.0425253053606452,0.8451825555231542,False,0.012897515141545801,mix_missing_zeroed,,,,
2026-05-07,pd,c_mix_rw,17,0.11731165034372794,,False,,,,,,
2026-05-07,sm,c_mix_rw,17,0.15331941121988216,0.405188222731288,False,,,,,,
2026-05-07,ga,c_mix_rw,17,0.08168205844249544,,False,,,,,,
2026-08-06,cor,c_mix_rw,18,0.011376971939601233,0.8110789625466517,False,0.0010194963056413542,mix_missing_zeroed,,,,
2026-08-06,ops,c_mix_rw,18,-0.04680953991486245,0.8486727520087229,False,0.012814656906625976,mix_missing_zeroed,,,,
2026-08-06,pd,c_mix_rw,18,0.11811494904165838,,False,,,,,,
2026-08-06,sm,c_mix_rw,18,0.15471252960338322,0.4184799156650235,False,,,,,,
2026-08-06,ga,c_mix_rw,18,0.05606379646512878,,False,,,,,,
full_sample,cor,d_steps_rw,18,0.012373106367335716,0.790160949159513,False,,,0.02770741259186718,0.007069053438787498,,
full_sample,ops,d_steps_rw,18,-0.004382424272182039,0.7375880240227346,False,,,,,-0.0077015148959483914,
full_sample,pd,d_steps_rw,18,0.12331582076842242,,False,,,,,,-0.05624071079383781
full_sample,sm,d_steps_rw,18,0.15471252960338322,0.4184799156650235,False,,,,,,
full_sample,ga,d_steps_rw,18,0.05606379646512878,,False,,,,,,
2022-02-15,cor,d_steps_rw,4,0.010512697355337422,0.4238324446001447,False,,added_2021_obs;event_E02_cor_cash_unidentified;event_E09_cor_cash_unidentified,,,,
2022-02-15,ops,d_steps_rw,4,0.011903939007761358,0.20785739889142146,False,,added_2021_obs;event_E05_ops_cash_unidentified,,,,
2022-02-15,pd,d_steps_rw,4,0.014318009894871801,,False,,added_2021_obs;event_E10_pd_cash_unidentified,,,,
2022-02-15,sm,d_steps_rw,4,-0.04352653560780231,0.868507987019283,False,,added_2021_obs,,,,
2022-02-15,ga,d_steps_rw,4,-0.07283020004977424,,False,,added_2021_obs,,,,
2022-05-03,cor,d_steps_rw,5,0.07145476837237662,0.38382411689120444,False,,added_2021_obs;event_E02_cor_cash_unidentified;event_E09_cor_cash_unidentified,,,,
2022-05-03,ops,d_steps_rw,5,0.051391592708452845,0.20144421720049158,False,,added_2021_obs;event_E05_ops_cash_unidentified,,,,
2022-05-03,pd,d_steps_rw,5,0.0408094642354208,,False,,added_2021_obs;event_E10_pd_cash_unidentified,,,,
2022-05-03,sm,d_steps_rw,5,-0.026372766240871738,0.8613872969503722,False,,added_2021_obs,,,,
2022-05-03,ga,d_steps_rw,5,-0.005048179694674623,,False,,added_2021_obs,,,,
2022-08-02,cor,d_steps_rw,6,0.14089609261119196,0.3112021905353366,False,,added_2021_obs;event_E02_cor_cash_unidentified;event_E09_cor_cash_unidentified,,,,
2022-08-02,ops,d_steps_rw,6,0.11254499620898208,0.1270559226102833,False,,added_2021_obs;event_E05_ops_cash_unidentified,,,,
2022-08-02,pd,d_steps_rw,6,0.05810809813495598,,False,,added_2021_obs;event_E10_pd_cash_unidentified,,,,
2022-08-02,sm,d_steps_rw,6,-0.0979612878003288,0.9081423028020419,False,,added_2021_obs,,,,
2022-08-02,ga,d_steps_rw,6,0.02165136850630946,,False,,added_2021_obs,,,,
2022-11-01,cor,d_steps_rw,7,0.07271212450287334,0.38191184587133536,False,,added_2021_obs;event_E09_cor_cash_unidentified,0.09540197838856143,,,
2022-11-01,ops,d_steps_rw,7,0.14579519152361767,0.08686636183587824,False,,added_2021_obs;event_E05_ops_cash_unidentified,,,,
2022-11-01,pd,d_steps_rw,7,0.06246855947620783,,False,,added_2021_obs;event_E10_pd_cash_unidentified,,,,
2022-11-01,sm,d_steps_rw,7,-0.021239916179488925,0.825468457159576,False,,added_2021_obs,,,,
2022-11-01,ga,d_steps_rw,7,0.03946054152326284,,False,,added_2021_obs,,,,
2023-02-14,cor,d_steps_rw,4,-0.25709880104569904,1.191778246368123,False,,event_E09_cor_cash_unidentified,0.21100268641945896,,,
2023-02-14,ops,d_steps_rw,4,0.12321501404812296,0.2820617792162062,False,,event_E05_ops_cash_unidentified,,,,
2023-02-14,pd,d_steps_rw,4,0.07641620268544072,,False,,event_E10_pd_cash_unidentified,,,,
2023-02-14,sm,d_steps_rw,4,0.05510776756002842,0.5738566318317151,False,,,,,,
2023-02-14,ga,d_steps_rw,4,0.1593849226245004,,False,,,,,,
2023-05-09,cor,d_steps_rw,5,-0.2274552442668282,1.1339671076724551,False,,event_E09_cor_cash_unidentified,0.19608144503354863,,,
2023-05-09,ops,d_steps_rw,5,0.1349519099123821,0.25077633426375884,False,,event_E05_ops_cash_unidentified,,,,
2023-05-09,pd,d_steps_rw,5,0.08306975265236143,,False,,event_E10_pd_cash_unidentified,,,,
2023-05-09,sm,d_steps_rw,5,0.13978305521033843,0.385261398564764,False,,,,,,
2023-05-09,ga,d_steps_rw,5,0.15173928815383225,,False,,,,,,
2023-08-03,cor,d_steps_rw,6,0.017444639610759576,0.6807846319887332,False,,event_E09_cor_cash_unidentified,0.0453679042884465,,,
2023-08-03,ops,d_steps_rw,6,0.17133341394591314,0.12986597142615125,False,,event_E05_ops_cash_unidentified,,,,
2023-08-03,pd,d_steps_rw,6,0.07641620268544072,,False,,,,,,0.03588110454305857
2023-08-03,sm,d_steps_rw,6,0.17107474144903834,0.3117278630572892,False,,,,,,
2023-08-03,ga,d_steps_rw,6,0.15480788492193095,,False,,,,,,
2023-11-01,cor,d_steps_rw,7,0.022873385840565197,0.6732328083453419,False,,event_E09_cor_cash_unidentified,0.04150867738279229,,,
2023-11-01,ops,d_steps_rw,7,0.1255331980393527,0.2679150632197681,False,,event_E05_ops_cash_unidentified,,,,
2023-11-01,pd,d_steps_rw,7,0.07641620268544072,,False,,,,,,0.014526337753318219
2023-11-01,sm,d_steps_rw,7,0.07268713341247669,0.5450162960851115,False,,,,,,
2023-11-01,ga,d_steps_rw,7,0.14414952135641004,,False,,,,,,
2024-02-13,cor,d_steps_rw,8,0.018259894331681834,0.681798054877403,False,,event_E09_cor_cash_unidentified,0.044342026692518854,,,
2024-02-13,ops,d_steps_rw,8,0.07206046059330488,0.4441218345327575,False,,event_E05_ops_cash_unidentified,,,,
2024-02-13,pd,d_steps_rw,8,0.0764162026854407,,False,,,,,,-0.009341092710856142
2024-02-13,sm,d_steps_rw,8,0.021723332716786718,0.6718881148003327,False,,,,,,
2024-02-13,ga,d_steps_rw,8,0.12706001045407012,,False,,,,,,
2024-05-08,cor,d_steps_rw,9,0.026767891749759777,0.6609926788982408,False,,event_E09_cor_cash_unidentified,0.04015807617854339,,,
2024-05-08,ops,d_steps_rw,9,0.016413095392486435,0.6546083235285302,False,,event_E05_ops_cash_unidentified,,,,
2024-05-08,pd,d_steps_rw,9,0.07268808137631863,,False,,,,,,-0.005612971401734053
2024-05-08,sm,d_steps_rw,9,0.01966683339154928,0.6766415439934735,False,,,,,,
2024-05-08,ga,d_steps_rw,9,0.13266815649725838,,False,,,,,,
2024-08-06,cor,d_steps_rw,10,0.05402392861268452,0.5849076079398354,False,,event_E09_cor_cash_unidentified,0.028715039563996014,,,
2024-08-06,ops,d_steps_rw,10,0.00834598599818778,0.6865440165292587,False,,event_E05_ops_cash_unidentified,,,,
2024-08-06,pd,d_steps_rw,10,0.07316907814840501,,False,,,,,,-0.006093968173820419
2024-08-06,sm,d_steps_rw,10,0.05527095671873282,0.56044676855304,False,,,,,,
2024-08-06,ga,d_steps_rw,10,0.12632851421721797,,False,,,,,,
2024-11-07,cor,d_steps_rw,11,0.014815099427546932,0.7094118880301703,False,,event_E09_cor_cash_unidentified,0.042047751566184566,,,
2024-11-07,ops,d_steps_rw,11,0.0411397575346788,0.5547928339519188,False,,event_E05_ops_cash_unidentified,,,,
2024-11-07,pd,d_steps_rw,11,0.10568846938991809,,False,,,,,,-0.038613359415333524
2024-11-07,sm,d_steps_rw,11,0.11428507950492131,0.36240996137063436,False,,,,,,
2024-11-07,ga,d_steps_rw,11,0.10997827366096445,,False,,,,,,
2025-02-13,cor,d_steps_rw,12,0.015105161089305803,0.7091877776391241,False,,event_E09_cor_cash_unidentified,0.041804267473778745,,,
2025-02-13,ops,d_steps_rw,12,0.026463569353100295,0.5797485844432411,False,,event_E05_ops_cash_unidentified,,,,
2025-02-13,pd,d_steps_rw,12,0.1272010926232129,,False,,,,,,-0.06012598264862836
2025-02-13,sm,d_steps_rw,12,0.14695441660221137,0.2647799543363053,False,,,,,,
2025-02-13,ga,d_steps_rw,12,0.1024683284651366,,False,,,,,,
2025-05-01,cor,d_steps_rw,13,0.010482600370831593,0.730306419892529,False,,event_E09_cor_cash_unidentified,0.04203767417042048,,,
2025-05-01,ops,d_steps_rw,13,0.02177836885185922,0.6010895118307243,False,,event_E05_ops_cash_unidentified,,,,
2025-05-01,pd,d_steps_rw,13,0.13323463214370773,,False,,,,,,-0.06615952216912313
2025-05-01,sm,d_steps_rw,13,0.1118235212740872,0.4080992998998269,False,,,,,,
2025-05-01,ga,d_steps_rw,13,0.09356904219389864,,False,,,,,,
2025-08-06,cor,d_steps_rw,14,0.0069475581712739945,0.7382110957060015,False,,event_E09_cor_cash_unidentified,0.04392986266652105,,,
2025-08-06,ops,d_steps_rw,14,-0.007837986759677517,0.7424205009680523,False,,event_E05_ops_cash_unidentified,,,,
2025-08-06,pd,d_steps_rw,14,0.1406165617198136,,False,,,,,,-0.07354145174522903
2025-08-06,sm,d_steps_rw,14,0.1195795791692074,0.3927359967915413,False,,,,,,
2025-08-06,ga,d_steps_rw,14,0.07867490598751226,,False,,,,,,
2025-11-06,cor,d_steps_rw,15,0.01386001192478289,0.7807012118898606,False,,event_E09_cor_cash_unidentified,0.028186554064544955,,,
2025-11-06,ops,d_steps_rw,15,0.02190302944300923,0.6000296826631414,False,,,,,-0.08266217722400204,
2025-11-06,pd,d_steps_rw,15,0.13732937310738194,,False,,,,,,-0.07025426313279734
2025-11-06,sm,d_steps_rw,15,0.13836010015875894,0.328999291395973,False,,,,,,
2025-11-06,ga,d_steps_rw,15,0.09986643738581848,,False,,,,,,
2026-02-12,cor,d_steps_rw,16,0.0028355294604641133,0.8022277295457882,False,,,0.0347371124757995,0.015184806824405483,,
2026-02-12,ops,d_steps_rw,16,0.011441492946617388,0.6889707137807826,False,,,,,-0.025335846603839696,
2026-02-12,pd,d_steps_rw,16,0.12816815085851194,,False,,,,,,-0.061093040883927335
2026-02-12,sm,d_steps_rw,16,0.1517360763505174,0.3016178155853602,False,,,,,,
2026-02-12,ga,d_steps_rw,16,0.10604841778507275,,False,,,,,,
2026-05-07,cor,d_steps_rw,17,0.0025809345311073968,0.7913426666694698,False,,,0.0372539843511938,0.016721984011203395,,
2026-05-07,ops,d_steps_rw,17,0.011052959001118388,0.692273919743769,False,,,,,-0.019263844141759745,
2026-05-07,pd,d_steps_rw,17,0.12358051621489215,,False,,,,,,-0.05650540624030759
