row,col,head,new,diff
10,phi_2,0.2919010157533781,0.2918998804383897,1.1353149884096858e-06
11,phi_2,0.2627109141780402,0.2627098923945508,1.0217834894299394e-06
12,phi_2,0.2335208126027025,0.2335199043507118,9.082519906999931e-07
13,phi_2,0.2043307110273646,0.2043299163068728,7.947204918035133e-07
14,phi_2,0.1751406094520269,0.1751399282630339,6.811889929903003e-07
15,phi_2,0.145950507876689,0.1459499402191948,5.676574942048429e-07
16,phi_2,0.1167604063013512,0.1167599521753558,4.541259954055077e-07
17,phi_2,0.0875703047260134,0.0875699641315169,3.4059449650902796e-07
18,phi_2,0.0583802031506756,0.0583799760876779,2.2706299770275384e-07
19,phi_2,0.0291901015753378,0.029189988043839,1.1353149880280466e-07
0,insample_rel_rmse_pct,0.9230621186990404,0.923061559038044,5.596609964353405e-07
1,insample_rel_rmse_pct,0.9030316762475448,0.9030313163214408,3.5992610392110436e-07
2,insample_rel_rmse_pct,0.8885732261450997,0.8885730264679688,1.9967713094093398e-07
3,insample_rel_rmse_pct,0.8797361514947649,0.8797360704889567,8.100580817238523e-08
4,insample_rel_rmse_pct,0.8764818055252159,0.8764818006846753,4.840540634987178e-09
5,insample_rel_rmse_pct,0.8786802686395824,0.8786802978779651,2.9238382714957822e-08
6,insample_rel_rmse_pct,0.8861155505415139,0.8861155735406344,2.2999120496969283e-08
7,insample_rel_rmse_pct,0.8984983533948377,0.8984983327722798,2.062255799462065e-08
8,insample_rel_rmse_pct,0.9154840929286804,0.9154839950928008,9.783587961997853e-08
9,insample_rel_rmse_pct,0.9366931821669918,0.9366929778020532,2.0436493863851268e-07
10,insample_rel_rmse_pct,0.961730723886066,0.9617303880829944,3.358030715716609e-07
11,insample_rel_rmse_pct,0.990203507407591,0.9902030195067096,4.879008813629682e-07
12,insample_rel_rmse_pct,1.0217331867780102,1.0217325300124502,6.567655599365452e-07
13,insample_rel_rmse_pct,1.055965403344163,1.0559645643713176,8.389728454183398e-07
14,insample_rel_rmse_pct,1.092575231059784,1.0925741994521532,1.0316076308747313e-06
15,insample_rel_rmse_pct,1.131269640767989,1.13126840851415,1.232253838967523e-06
16,insample_rel_rmse_pct,1.1717877622588186,1.1717863233052146,1.4389536040493311e-06
17,insample_rel_rmse_pct,1.213899659329901,1.2138980091788714,1.6501510295974242e-06
18,insample_rel_rmse_pct,1.2574042015246238,1.2574023368929903,1.864631633541336e-06
19,insample_rel_rmse_pct,1.3021264697429793,1.3021243882789868,2.0814639924982004e-06
20,insample_rel_rmse_pct,1.3479150004769729,1.3479127005299174,2.299947055472984e-06
0,loo_rel_rmse_pct,1.2338841523202986,1.2338834712041178,6.811161807895871e-07
1,loo_rel_rmse_pct,1.2088405731117784,1.2088401711469272,4.019648511821572e-07
2,loo_rel_rmse_pct,1.1907991591028615,1.1907989875228688,1.7157999265826618e-07
3,loo_rel_rmse_pct,1.179824761373584,1.179824768378131,7.004547164513042e-09
4,loo_rel_rmse_pct,1.1758784877964925,1.1758786198930415,1.3209654903256762e-07
5,loo_rel_rmse_pct,1.1788137151383415,1.1788139187391844,2.0360084285186986e-07
6,loo_rel_rmse_pct,1.1883814824971657,1.1883817055665922,2.2306942648597783e-07
7,loo_rel_rmse_pct,1.204244397177694,1.204244590717387,1.9353969316071584e-07
8,loo_rel_rmse_pct,1.2259966668445934,1.225996786051638,1.1920704467982546e-07
9,loo_rel_rmse_pct,1.253187070623753,1.2531870756332926,5.009539671974039e-09
10,loo_rel_rmse_pct,1.285341733396851,1.2853415896039422,1.437929089131984e-07
11,loo_rel_rmse_pct,1.3219842791148302,1.321983957133511,3.219813191623899e-07
12,loo_rel_rmse_pct,1.3626519475959364,1.3626514229478826,5.246480538900755e-07
13,loo_rel_rmse_pct,1.4069072238185083,1.4069064764504793,7.47368029019313e-07
14,loo_rel_rmse_pct,1.4543452442369202,1.454344257954159,9.862827612394653e-07
15,loo_rel_rmse_pct,1.5045976553327225,1.5045964172148332,1.2381178893239309e-06
16,loo_rel_rmse_pct,1.5573337499832194,1.557332249827054,1.5001561652905337e-06
17,loo_rel_rmse_pct,1.6122596820173174,1.612257911832626,1.7701846914963681e-06
18,loo_rel_rmse_pct,1.6691164410392054,1.6691143946083509,2.0464308545520282e-06
19,loo_rel_rmse_pct,1.7276771192561065,1.727674791760104,2.327496002374474e-06
20,loo_rel_rmse_pct,1.787743856415616,1.7877412441228064,2.6122928096228293e-06
